stream,year,n_trades,win_pct,avg_r,median_r,total_r,best_r,worst_r,maxDD_r,mcl,baseline_total_r,saved_r,sl_hits,be_hits,tp_hits
S1,2025,117,11.97,0.5204,-1.0132,60.89,11.99,-1.12,19.59,20,60.89,0.0,103,0,14
S1,2026,10,30.0,2.847,-1.0363,28.47,11.95,-1.07,4.16,4,28.47,0.0,7,0,3
S2,2025,278,25.9,0.0056,-1.0133,1.54,2.99,-1.21,61.27,22,1.54,0.0,206,0,72
S2,2026,6,16.67,-0.3851,-1.0537,-2.31,2.99,-1.08,4.24,4,-2.31,0.0,5,0,1
S3,2025,46,19.57,0.1441,-0.7797,6.63,4.24,-1.32,9.6,9,6.63,0.0,37,0,9
S4,2025,41,34.15,0.5603,-1.0102,22.97,19.48,-1.08,16.36,12,103.47,-80.5,27,12,2
S4,2026,2,100.0,19.4426,19.4426,38.89,19.45,19.44,0.0,0,38.89,0.0,0,0,2
S5,2025,84,17.86,0.0521,-1.0105,4.38,4.99,-1.08,43.37,26,4.38,0.0,69,0,15
S5,2026,6,0.0,-1.0389,-1.0312,-6.23,-1.01,-1.07,5.2,6,-6.23,0.0,6,0,0
