date,balance,daily_pnl
2025-01-05,10000.0,0.0
2025-01-06,9949.41,-50.59
2025-01-07,10358.28,408.87
2025-01-13,10938.18,579.9
2025-01-17,10785.55,-152.63
2025-01-18,10731.51,-54.04
2025-01-19,9851.9,-879.61
2025-01-20,9663.57,-188.33
2025-01-27,10005.93,342.36
2025-01-28,11397.63,1391.7
2025-01-30,11340.39,-57.24
2025-02-01,12273.38,932.99
2025-02-02,14373.26,2099.88
2025-02-03,16003.04,1629.78
2025-02-08,15780.4,-222.64
2025-02-09,15560.35,-220.05
2025-02-10,15343.84,-216.51
2025-02-12,15976.29,632.45
2025-02-17,15306.16,-670.13
2025-02-18,15963.12,656.96
2025-02-19,15879.11,-84.01
2025-02-20,15665.22,-213.89
2025-02-21,15369.4,-295.82
2025-02-22,14936.06,-433.34
2025-02-24,15578.67,642.61
2025-02-25,15953.08,374.41
2025-02-26,15654.06,-299.02
2025-03-02,15575.39,-78.67
2025-03-03,16135.96,560.57
2025-03-04,16058.36,-77.6
2025-03-05,15977.11,-81.25
2025-03-07,15893.29,-83.82
2025-03-10,16716.82,823.53
2025-03-11,17189.35,472.53
2025-03-16,17098.34,-91.01
2025-03-18,16774.63,-323.71
2025-03-20,16456.1,-318.53
2025-03-24,15545.58,-910.52
2025-03-26,15327.2,-218.38
2025-03-28,15795.65,468.45
2025-03-30,16723.81,928.16
2025-03-31,18763.74,2039.93
2025-04-02,18234.14,-529.6
2025-04-03,17282.57,-951.57
2025-04-04,16662.34,-620.23
2025-04-06,17890.57,1228.23
2025-04-07,17406.3,-484.27
2025-04-10,17231.72,-174.58
2025-04-11,17140.41,-91.31
2025-04-13,16900.03,-240.38
2025-04-14,16664.6,-235.43
2025-04-15,15913.31,-751.29
2025-04-16,15469.03,-444.28
2025-04-20,15251.05,-217.98
2025-04-21,14793.28,-457.77
2025-04-22,14138.81,-654.47
2025-04-23,16084.24,1945.43
2025-04-25,15858.85,-225.39
2025-04-29,15636.21,-222.64
2025-04-30,15399.62,-236.59
2025-05-05,14264.64,-1134.98
2025-05-06,14113.87,-150.77
2025-05-07,14042.85,-71.02
2025-05-08,13761.74,-281.11
2025-05-09,15399.11,1637.37
2025-05-10,15184.46,-214.65
2025-05-11,15028.73,-155.73
2025-05-12,14866.42,-162.31
2025-05-13,14450.37,-416.05
2025-05-14,14243.43,-206.94
2025-05-16,13804.89,-438.54
2025-05-18,12354.16,-1450.73
2025-05-19,11951.76,-402.4
2025-05-21,11451.11,-500.65
2025-05-23,10965.37,-485.74
2025-05-25,11423.52,458.15
2025-05-27,10605.4,-818.12
2025-05-28,10232.79,-372.61
2025-05-29,9510.37,-722.42
2025-05-31,9439.24,-71.13
2025-06-01,9387.67,-51.57
2025-06-03,9340.3,-47.37
2025-06-04,9136.29,-204.01
2025-06-05,9981.18,844.89
2025-06-06,10189.74,208.56
2025-06-07,10063.89,-125.85
2025-06-09,9369.61,-694.28
2025-06-10,9049.75,-319.86
2025-06-11,8654.87,-394.88
2025-06-12,8843.52,188.65
2025-06-13,8796.92,-46.6
2025-06-17,8562.02,-234.9
2025-06-18,8516.73,-45.29
2025-06-20,8465.84,-50.89
2025-06-21,8421.35,-44.49
2025-06-22,8348.22,-73.13
2025-06-23,8231.85,-116.37
2025-06-24,8915.71,683.86
2025-06-27,10155.46,1239.75
2025-06-30,10046.26,-109.2
2025-07-01,10315.36,269.1
2025-07-02,10169.05,-146.31
2025-07-03,10117.62,-51.43
2025-07-04,10140.22,22.6
2025-07-07,10083.02,-57.2
2025-07-08,9798.28,-284.74
2025-07-11,9748.6,-49.68
2025-07-12,9699.15,-49.45
2025-07-13,9426.56,-272.59
2025-07-14,9282.42,-144.14
2025-07-15,9015.88,-266.54
2025-07-16,8879.88,-136.0
2025-07-17,9464.85,584.97
2025-07-18,9951.46,486.61
2025-07-21,9793.47,-157.99
2025-07-22,9322.87,-470.6
2025-07-23,9272.3,-50.57
2025-07-24,9164.46,-107.84
2025-07-28,9426.74,262.28
2025-07-29,9818.89,392.15
2025-07-30,10072.8,253.91
2025-08-01,9906.22,-166.58
2025-08-04,9628.51,-277.71
2025-08-05,9332.47,-296.04
2025-08-06,9201.82,-130.65
2025-08-07,8805.26,-396.56
2025-08-08,8760.82,-44.44
2025-08-09,8637.95,-122.87
2025-08-10,8517.12,-120.83
2025-08-11,8066.28,-450.84
2025-08-17,8014.25,-52.03
2025-08-18,7794.21,-220.04
2025-08-19,8636.91,842.7
2025-08-20,8407.53,-229.38
2025-08-21,8231.39,-176.14
2025-08-22,7682.16,-549.23
2025-08-23,7536.82,-145.34
2025-08-24,7498.12,-38.7
2025-08-25,8841.78,1343.66
2025-08-26,8381.66,-460.12
2025-08-27,8022.69,-358.97
2025-08-29,7231.72,-790.97
2025-09-01,8041.98,810.26
2025-09-02,7360.68,-681.3
2025-09-03,7001.39,-359.29
2025-09-05,6965.74,-35.65
2025-09-07,6573.85,-391.89
2025-09-09,6477.05,-96.8
2025-09-11,6685.24,208.19
2025-09-15,6380.7,-304.54
2025-09-16,6291.72,-88.98
2025-09-17,6439.56,147.84
2025-09-18,6490.69,51.13
2025-09-19,6422.51,-68.18
2025-09-22,7535.11,1112.6
2025-09-23,7383.33,-151.78
2025-09-25,7344.29,-39.04
2025-09-26,7311.67,-32.62
2025-09-29,7165.17,-146.5
2025-09-30,7088.99,-76.18
2025-10-01,6712.9,-376.09
2025-10-02,6374.45,-338.45
2025-10-03,6245.64,-128.81
2025-10-06,6212.26,-33.38
2025-10-07,6087.88,-124.38
2025-10-08,6457.48,369.6
2025-10-09,6364.18,-93.3
2025-10-10,8984.66,2620.48
2025-10-12,8860.24,-124.42
2025-10-14,8733.11,-127.13
2025-10-17,9715.72,982.61
2025-10-19,9669.79,-45.93
2025-10-20,9093.46,-576.33
2025-10-21,9274.92,181.46
2025-10-22,9350.66,75.74
2025-10-24,9091.25,-259.41
2025-10-27,9045.26,-45.99
2025-10-28,9134.84,89.58
2025-10-29,8958.41,-176.43
2025-10-30,10579.93,1621.52
2025-11-03,10910.57,330.64
2025-11-04,10314.8,-595.77
2025-11-07,10257.36,-57.44
2025-11-08,9958.12,-299.24
2025-11-09,9683.33,-274.79
2025-11-13,9582.92,-100.41
2025-11-14,10109.06,526.14
2025-11-15,9827.15,-281.91
2025-11-16,10221.87,394.72
2025-11-17,10111.6,-110.27
2025-11-19,11925.95,1814.35
2025-11-21,12166.46,240.51
2025-11-24,11939.65,-226.81
2025-11-29,12315.66,376.01
2025-12-01,13105.69,790.03
2025-12-02,12679.95,-425.74
2025-12-04,12616.03,-63.92
2025-12-05,12551.81,-64.22
2025-12-07,12374.76,-177.05
2025-12-08,12504.84,130.08
2025-12-09,12764.35,259.51
2025-12-10,12330.61,-433.74
2025-12-11,12043.32,-287.29
2025-12-12,11705.52,-337.8
2025-12-15,12017.29,311.77
2025-12-16,11682.95,-334.34
2025-12-17,12493.94,810.99
2025-12-18,14537.07,2043.13
2025-12-19,14511.86,-25.21
2025-12-22,14678.07,166.21
2025-12-23,18118.67,3440.6
2025-12-24,18977.25,858.58
2025-12-26,18339.7,-637.55
2025-12-27,17597.63,-742.07
2025-12-29,19047.07,1449.44
2025-12-31,18953.39,-93.68
2026-01-05,18855.08,-98.31
2026-01-06,18579.84,-275.24
