symbol,n_trades,total_r,avg_r,median_r,win_rate,tp_rate,sl_rate,time_rate,max_drawdown_r
XRPUSDT,200,26.440403377522486,0.13220201688761243,-1.002710989462991,0.47,0.445,0.51,0.045,15.680285745969698
