high_vol_size_bucket,event_side,n,mean_gap_bps,mean_mfe_r,mean_mae_r,plus1r_fast,minus1r_fast,both_fast,full_fill_fast,full_fill_slow,edge_score_fast
high_vol_large,bearish,8,420.50248814396303,1.8112827590184344,2.1842410891468176,0.625,0.375,0.0,0.125,0.875,0.25
high_vol_large,bullish,21,632.6439682171464,4.201460093592732,2.2469135766135033,0.5238095238095238,0.38095238095238093,0.09523809523809523,0.14285714285714285,0.2857142857142857,0.1428571428571429
high_vol_regular,bearish,142,123.69499238710195,3.3310389861078527,2.414820212919584,0.4084507042253521,0.5633802816901409,0.028169014084507043,0.5352112676056338,0.6690140845070423,-0.15492957746478875
high_vol_regular,bullish,111,133.63368466997167,3.333058907266962,2.1783445257355902,0.45045045045045046,0.5045045045045045,0.04504504504504504,0.4774774774774775,0.6306306306306306,-0.054054054054054
