event_side,structure_regime,n,mean_r,median_r,win_rate,tp_rate,sl_rate,time_rate,strategy
bearish,BALANCE,163,0.1411042944785276,1.0,0.5521472392638037,0.5521472392638037,0.4110429447852761,0.03680981595092025,FVG_STOP_ANCHOR
bearish,IMBALANCE,68,-0.20588235294117646,-1.0,0.36764705882352944,0.36764705882352944,0.5735294117647058,0.058823529411764705,FVG_STOP_ANCHOR
bullish,BALANCE,114,-0.14912280701754385,-1.0,0.39473684210526316,0.39473684210526316,0.543859649122807,0.06140350877192982,FVG_STOP_ANCHOR
bullish,IMBALANCE,72,0.0972222222222223,1.0,0.5277777777777778,0.5277777777777778,0.4305555555555556,0.041666666666666664,FVG_STOP_ANCHOR
bearish,BALANCE,163,0.09000204808734892,0.28123173048301403,0.7361963190184049,0.7361963190184049,0.25766871165644173,0.006134969325153374,FVG_TP_ANCHOR
bearish,IMBALANCE,68,-0.13006751514745338,0.12099668076651307,0.6176470588235294,0.6176470588235294,0.3823529411764706,0.0,FVG_TP_ANCHOR
bullish,BALANCE,114,-0.08871311331220738,0.14874214635040145,0.6052631578947368,0.6052631578947368,0.39473684210526316,0.0,FVG_TP_ANCHOR
bullish,IMBALANCE,72,-0.08430808250273515,0.10849928136675957,0.5972222222222222,0.5972222222222222,0.4027777777777778,0.0,FVG_TP_ANCHOR
