ts,event_side,gap_low,gap_high,gap_bps,gap_size,atr,regime_bias,structure_regime,close,aligned,r_stop_anchor,reason_stop_anchor,r_tp_anchor,reason_tp_anchor
2022-03-03 15:00:00+00:00,bearish,2890.68,2909.42,66.27622402354056,18.740000000000236,39.210946519738904,bearish,BALANCE,2827.56,True,1.0,tp,0.4779277641402097,tp
2022-03-03 16:00:00+00:00,bearish,2840.14,2878.39,135.7345635202271,38.25,38.598736054043265,bearish,BALANCE,2818.0,True,1.0,tp,0.9909650913554481,tp
2022-03-04 01:00:00+00:00,bearish,2737.1,2825.91,325.11247698294426,88.80999999999995,41.8937941442989,bearish,IMBALANCE,2731.67,True,1.0,tp,2.119884384166863,tp
2022-03-04 20:00:00+00:00,bearish,2628.87,2667.24,146.80956079568674,38.36999999999989,38.17297801442142,bearish,IMBALANCE,2613.59,True,-1.0,sl,1.00516129460751,tp
2022-03-07 00:00:00+00:00,bearish,2552.69,2625.17,285.2734657892252,72.48000000000002,29.761168020494218,bearish,IMBALANCE,2540.72,True,-1.0,sl,-1.0,sl
2022-03-07 03:00:00+00:00,bearish,2528.0,2538.47,41.48292543770945,10.4699999999998,29.353588243814077,bearish,IMBALANCE,2523.93,True,-1.0,sl,0.3566855238628695,tp
2022-03-07 18:00:00+00:00,bearish,2569.34,2590.09,82.2935918079208,20.75,34.12902039262548,bearish,BALANCE,2521.46,True,1.0,tp,0.6079869788610628,tp
2022-03-07 19:00:00+00:00,bearish,2525.77,2564.72,158.41898262068443,38.94999999999982,38.416233221723665,bearish,BALANCE,2458.67,True,-1.0,sl,-1.0,sl
2022-03-07 20:00:00+00:00,bearish,2483.61,2511.68,113.82021515142796,28.06999999999971,38.57293084874341,bearish,BALANCE,2466.17,True,-1.0,sl,-1.0,sl
2022-03-09 02:00:00+00:00,bullish,2588.67,2605.61,64.65772247561998,16.940000000000055,37.006888274829016,bullish,BALANCE,2619.95,True,1.0,tp,0.45775261822059393,tp
2022-03-09 04:00:00+00:00,bullish,2634.9,2697.9,231.8034306907742,63.0,40.81782713492907,bullish,BALANCE,2717.82,True,-1.0,sl,-1.0,sl
2022-03-11 02:00:00+00:00,bearish,2568.03,2584.33,64.49085851971611,16.299999999999727,30.720367260490566,bearish,BALANCE,2527.49,True,-1.0,sl,-1.0,sl
2022-03-11 03:00:00+00:00,bearish,2553.29,2554.8,5.921336418180536,1.5100000000002183,30.86819817045552,bearish,BALANCE,2550.1,True,1.0,tp,0.0489176592576587,tp
2022-03-11 14:00:00+00:00,bearish,2635.5,2641.9,24.530377422854226,6.400000000000091,34.24773366642815,bearish,BALANCE,2609.01,True,1.0,tp,0.1868736793603881,tp
2022-03-11 16:00:00+00:00,bearish,2580.19,2600.0,77.41426204395513,19.809999999999945,34.630443824624265,bearish,BALANCE,2558.96,True,0.0,time,0.5720400264091867,tp
2022-03-13 23:00:00+00:00,bearish,2521.0,2541.04,79.71138432899626,20.039999999999964,23.230213280911496,bearish,BALANCE,2514.07,True,-1.0,sl,-1.0,sl
2022-03-15 02:00:00+00:00,bearish,2570.74,2575.65,19.17302187911355,4.910000000000309,27.87825747684338,bearish,BALANCE,2560.89,True,1.0,tp,0.17612291600645133,tp
2022-03-15 19:00:00+00:00,bullish,2606.53,2625.03,69.58287885056608,18.5,31.457297612097243,bullish,BALANCE,2658.7,True,-1.0,sl,-1.0,sl
2022-03-16 02:00:00+00:00,bullish,2629.0,2640.31,42.03101599111048,11.309999999999945,36.38348468272859,bullish,BALANCE,2690.87,True,-1.0,sl,-1.0,sl
2022-03-16 09:00:00+00:00,bullish,2647.79,2667.96,75.17928227453697,20.170000000000073,34.71016926193281,bullish,BALANCE,2682.92,True,1.0,tp,0.5810977136928268,tp
2022-03-16 15:00:00+00:00,bullish,2688.09,2697.01,33.00036995930475,8.920000000000073,33.92597286539574,bullish,BALANCE,2703.0,True,-1.0,both_sl_first,0.26292540041197915,tp
2022-03-16 20:00:00+00:00,bullish,2717.11,2739.43,80.51250973941546,22.31999999999971,43.20605681991019,bullish,IMBALANCE,2772.24,True,1.0,tp,0.5165942380030877,tp
2022-03-17 13:00:00+00:00,bullish,2779.0,2796.29,61.37277661232199,17.289999999999964,29.710050093731287,bullish,IMBALANCE,2817.21,True,-1.0,sl,0.5819579551516167,tp
2022-03-18 15:00:00+00:00,bullish,2812.66,2840.72,96.95922598479595,28.059999999999945,28.93574187365662,bullish,BALANCE,2894.0,True,1.0,tp,0.9697349431204981,tp
2022-03-18 16:00:00+00:00,bullish,2866.0,2881.04,51.50049993836364,15.039999999999964,30.008903168395438,bullish,IMBALANCE,2920.36,True,1.0,tp,0.5011845956382573,tp
