regime,start,end,bars,hours,days
IMBALANCE__NORMAL_VOL,2022-11-14 04:00:00+00:00,2022-11-14 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2022-11-14 08:00:00+00:00,2022-11-14 12:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2022-11-14 12:00:00+00:00,2022-11-14 20:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2022-11-14 20:00:00+00:00,2022-11-15 12:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__HIGH_VOL,2022-11-15 12:00:00+00:00,2022-11-15 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2022-11-15 16:00:00+00:00,2022-11-21 00:00:00+00:00,32,128.0,5.333333333333333
BALANCE__HIGH_VOL,2022-11-21 00:00:00+00:00,2022-11-21 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2022-11-21 04:00:00+00:00,2022-11-26 08:00:00+00:00,31,124.0,5.166666666666667
IMBALANCE__NORMAL_VOL,2022-11-26 08:00:00+00:00,2022-11-26 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2022-11-26 12:00:00+00:00,2022-12-09 16:00:00+00:00,79,316.0,13.166666666666666
BALANCE__LOW_VOL,2022-12-09 16:00:00+00:00,2022-12-09 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2022-12-09 20:00:00+00:00,2022-12-10 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2022-12-10 00:00:00+00:00,2022-12-10 16:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__NORMAL_VOL,2022-12-10 16:00:00+00:00,2022-12-11 00:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2022-12-11 00:00:00+00:00,2022-12-11 12:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2022-12-11 12:00:00+00:00,2022-12-15 20:00:00+00:00,26,104.0,4.333333333333333
BALANCE__LOW_VOL,2022-12-15 20:00:00+00:00,2022-12-16 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2022-12-16 00:00:00+00:00,2022-12-17 04:00:00+00:00,7,28.0,1.1666666666666667
IMBALANCE__NORMAL_VOL,2022-12-17 04:00:00+00:00,2022-12-20 04:00:00+00:00,18,72.0,3.0
BALANCE__NORMAL_VOL,2022-12-20 04:00:00+00:00,2022-12-21 04:00:00+00:00,6,24.0,1.0
IMBALANCE__NORMAL_VOL,2022-12-21 04:00:00+00:00,2022-12-21 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2022-12-21 08:00:00+00:00,2022-12-22 16:00:00+00:00,8,32.0,1.3333333333333333
BALANCE__LOW_VOL,2022-12-22 16:00:00+00:00,2022-12-22 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2022-12-22 20:00:00+00:00,2022-12-23 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2022-12-23 00:00:00+00:00,2022-12-23 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2022-12-23 04:00:00+00:00,2022-12-23 08:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2022-12-23 08:00:00+00:00,2022-12-23 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2022-12-23 12:00:00+00:00,2022-12-23 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2022-12-23 16:00:00+00:00,2022-12-23 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2022-12-23 20:00:00+00:00,2022-12-24 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2022-12-24 00:00:00+00:00,2022-12-24 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2022-12-24 04:00:00+00:00,2022-12-24 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2022-12-24 08:00:00+00:00,2022-12-25 00:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__NORMAL_VOL,2022-12-25 00:00:00+00:00,2022-12-25 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2022-12-25 04:00:00+00:00,2022-12-25 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2022-12-25 08:00:00+00:00,2022-12-31 04:00:00+00:00,35,140.0,5.833333333333333
BALANCE__LOW_VOL,2022-12-31 04:00:00+00:00,2022-12-31 16:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2022-12-31 16:00:00+00:00,2023-01-01 00:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2023-01-01 00:00:00+00:00,2023-01-01 08:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2023-01-01 08:00:00+00:00,2023-01-01 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-01-01 12:00:00+00:00,2023-01-01 20:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2023-01-01 20:00:00+00:00,2023-01-02 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-01-02 00:00:00+00:00,2023-01-07 08:00:00+00:00,32,128.0,5.333333333333333
BALANCE__LOW_VOL,2023-01-07 08:00:00+00:00,2023-01-07 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-01-07 12:00:00+00:00,2023-01-07 20:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2023-01-07 20:00:00+00:00,2023-01-08 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-01-08 00:00:00+00:00,2023-01-08 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2023-01-08 04:00:00+00:00,2023-01-08 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-01-08 08:00:00+00:00,2023-01-12 04:00:00+00:00,23,92.0,3.8333333333333335
IMBALANCE__NORMAL_VOL,2023-01-12 04:00:00+00:00,2023-01-14 08:00:00+00:00,13,52.0,2.1666666666666665
IMBALANCE__HIGH_VOL,2023-01-14 08:00:00+00:00,2023-01-14 12:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-01-14 12:00:00+00:00,2023-01-15 00:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2023-01-15 00:00:00+00:00,2023-01-16 00:00:00+00:00,6,24.0,1.0
IMBALANCE__NORMAL_VOL,2023-01-16 00:00:00+00:00,2023-01-16 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-01-16 04:00:00+00:00,2023-01-16 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__HIGH_VOL,2023-01-16 08:00:00+00:00,2023-01-16 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-01-16 12:00:00+00:00,2023-01-18 12:00:00+00:00,12,48.0,2.0
BALANCE__HIGH_VOL,2023-01-18 12:00:00+00:00,2023-01-18 20:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-01-18 20:00:00+00:00,2023-01-21 04:00:00+00:00,14,56.0,2.3333333333333335
IMBALANCE__NORMAL_VOL,2023-01-21 04:00:00+00:00,2023-01-21 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-01-21 08:00:00+00:00,2023-01-21 16:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2023-01-21 16:00:00+00:00,2023-01-21 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-01-21 20:00:00+00:00,2023-01-22 04:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2023-01-22 04:00:00+00:00,2023-01-22 20:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__NORMAL_VOL,2023-01-22 20:00:00+00:00,2023-01-23 04:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2023-01-23 04:00:00+00:00,2023-01-24 04:00:00+00:00,6,24.0,1.0
BALANCE__NORMAL_VOL,2023-01-24 04:00:00+00:00,2023-01-29 04:00:00+00:00,30,120.0,5.0
BALANCE__LOW_VOL,2023-01-29 04:00:00+00:00,2023-01-29 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-01-29 08:00:00+00:00,2023-02-04 04:00:00+00:00,35,140.0,5.833333333333333
BALANCE__LOW_VOL,2023-02-04 04:00:00+00:00,2023-02-04 16:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2023-02-04 16:00:00+00:00,2023-02-05 04:00:00+00:00,3,12.0,0.5
BALANCE__LOW_VOL,2023-02-05 04:00:00+00:00,2023-02-05 12:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-02-05 12:00:00+00:00,2023-02-08 04:00:00+00:00,16,64.0,2.6666666666666665
BALANCE__LOW_VOL,2023-02-08 04:00:00+00:00,2023-02-08 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-02-08 08:00:00+00:00,2023-02-09 08:00:00+00:00,6,24.0,1.0
BALANCE__LOW_VOL,2023-02-09 08:00:00+00:00,2023-02-09 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-02-09 12:00:00+00:00,2023-02-11 04:00:00+00:00,10,40.0,1.6666666666666667
IMBALANCE__NORMAL_VOL,2023-02-11 04:00:00+00:00,2023-02-11 20:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__LOW_VOL,2023-02-11 20:00:00+00:00,2023-02-12 16:00:00+00:00,5,20.0,0.8333333333333334
BALANCE__NORMAL_VOL,2023-02-12 16:00:00+00:00,2023-02-12 20:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-02-12 20:00:00+00:00,2023-02-13 04:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-02-13 04:00:00+00:00,2023-02-13 08:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-02-13 08:00:00+00:00,2023-02-13 16:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-02-13 16:00:00+00:00,2023-02-14 00:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2023-02-14 00:00:00+00:00,2023-02-14 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-02-14 04:00:00+00:00,2023-02-14 08:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-02-14 08:00:00+00:00,2023-02-14 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-02-14 12:00:00+00:00,2023-02-18 12:00:00+00:00,24,96.0,4.0
BALANCE__LOW_VOL,2023-02-18 12:00:00+00:00,2023-02-18 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-02-18 16:00:00+00:00,2023-02-19 08:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__LOW_VOL,2023-02-19 08:00:00+00:00,2023-02-19 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-02-19 12:00:00+00:00,2023-02-26 00:00:00+00:00,39,156.0,6.5
BALANCE__LOW_VOL,2023-02-26 00:00:00+00:00,2023-02-26 12:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2023-02-26 12:00:00+00:00,2023-02-27 00:00:00+00:00,3,12.0,0.5
IMBALANCE__NORMAL_VOL,2023-02-27 00:00:00+00:00,2023-02-27 20:00:00+00:00,5,20.0,0.8333333333333334
BALANCE__NORMAL_VOL,2023-02-27 20:00:00+00:00,2023-03-02 04:00:00+00:00,14,56.0,2.3333333333333335
BALANCE__LOW_VOL,2023-03-02 04:00:00+00:00,2023-03-02 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-03-02 08:00:00+00:00,2023-03-04 08:00:00+00:00,12,48.0,2.0
BALANCE__LOW_VOL,2023-03-04 08:00:00+00:00,2023-03-04 16:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-03-04 16:00:00+00:00,2023-03-05 08:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__LOW_VOL,2023-03-05 08:00:00+00:00,2023-03-05 16:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-03-05 16:00:00+00:00,2023-03-21 16:00:00+00:00,96,384.0,16.0
BALANCE__HIGH_VOL,2023-03-21 16:00:00+00:00,2023-03-21 20:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2023-03-21 20:00:00+00:00,2023-03-22 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-03-22 00:00:00+00:00,2023-03-22 16:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__HIGH_VOL,2023-03-22 16:00:00+00:00,2023-03-22 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-03-22 20:00:00+00:00,2023-03-23 04:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2023-03-23 04:00:00+00:00,2023-03-24 00:00:00+00:00,5,20.0,0.8333333333333334
BALANCE__NORMAL_VOL,2023-03-24 00:00:00+00:00,2023-03-24 04:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-03-24 04:00:00+00:00,2023-03-24 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-03-24 08:00:00+00:00,2023-03-25 00:00:00+00:00,4,16.0,0.6666666666666666
IMBALANCE__NORMAL_VOL,2023-03-25 00:00:00+00:00,2023-03-25 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-03-25 04:00:00+00:00,2023-03-26 00:00:00+00:00,5,20.0,0.8333333333333334
IMBALANCE__NORMAL_VOL,2023-03-26 00:00:00+00:00,2023-03-26 12:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2023-03-26 12:00:00+00:00,2023-03-27 08:00:00+00:00,5,20.0,0.8333333333333334
IMBALANCE__HIGH_VOL,2023-03-27 08:00:00+00:00,2023-03-27 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__HIGH_VOL,2023-03-27 12:00:00+00:00,2023-03-27 16:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-03-27 16:00:00+00:00,2023-03-28 08:00:00+00:00,4,16.0,0.6666666666666666
IMBALANCE__HIGH_VOL,2023-03-28 08:00:00+00:00,2023-03-28 12:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-03-28 12:00:00+00:00,2023-03-28 16:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2023-03-28 16:00:00+00:00,2023-03-28 20:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-03-28 20:00:00+00:00,2023-03-29 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2023-03-29 00:00:00+00:00,2023-03-29 16:00:00+00:00,4,16.0,0.6666666666666666
IMBALANCE__NORMAL_VOL,2023-03-29 16:00:00+00:00,2023-03-30 16:00:00+00:00,6,24.0,1.0
BALANCE__NORMAL_VOL,2023-03-30 16:00:00+00:00,2023-03-30 20:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-03-30 20:00:00+00:00,2023-03-31 04:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-03-31 04:00:00+00:00,2023-03-31 08:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-03-31 08:00:00+00:00,2023-03-31 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-03-31 12:00:00+00:00,2023-04-01 04:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__HIGH_VOL,2023-04-01 04:00:00+00:00,2023-04-01 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-04-01 08:00:00+00:00,2023-04-01 12:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-04-01 12:00:00+00:00,2023-04-02 04:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__NORMAL_VOL,2023-04-02 04:00:00+00:00,2023-04-02 16:00:00+00:00,3,12.0,0.5
IMBALANCE__NORMAL_VOL,2023-04-02 16:00:00+00:00,2023-04-02 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-04-02 20:00:00+00:00,2023-04-03 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-04-03 00:00:00+00:00,2023-04-03 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-04-03 04:00:00+00:00,2023-04-03 12:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2023-04-03 12:00:00+00:00,2023-04-03 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-04-03 16:00:00+00:00,2023-04-03 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__HIGH_VOL,2023-04-03 20:00:00+00:00,2023-04-04 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-04-04 00:00:00+00:00,2023-04-09 08:00:00+00:00,32,128.0,5.333333333333333
BALANCE__LOW_VOL,2023-04-09 08:00:00+00:00,2023-04-09 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-04-09 12:00:00+00:00,2023-04-10 04:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__LOW_VOL,2023-04-10 04:00:00+00:00,2023-04-10 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-04-10 08:00:00+00:00,2023-04-11 20:00:00+00:00,9,36.0,1.5
BALANCE__LOW_VOL,2023-04-11 20:00:00+00:00,2023-04-12 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-04-12 00:00:00+00:00,2023-04-13 04:00:00+00:00,7,28.0,1.1666666666666667
BALANCE__LOW_VOL,2023-04-13 04:00:00+00:00,2023-04-13 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-04-13 08:00:00+00:00,2023-04-16 04:00:00+00:00,17,68.0,2.8333333333333335
BALANCE__LOW_VOL,2023-04-16 04:00:00+00:00,2023-04-16 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-04-16 08:00:00+00:00,2023-04-16 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2023-04-16 12:00:00+00:00,2023-04-16 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-04-16 16:00:00+00:00,2023-04-17 20:00:00+00:00,7,28.0,1.1666666666666667
BALANCE__LOW_VOL,2023-04-17 20:00:00+00:00,2023-04-18 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-04-18 00:00:00+00:00,2023-04-21 04:00:00+00:00,19,76.0,3.1666666666666665
IMBALANCE__NORMAL_VOL,2023-04-21 04:00:00+00:00,2023-04-22 20:00:00+00:00,10,40.0,1.6666666666666667
BALANCE__NORMAL_VOL,2023-04-22 20:00:00+00:00,2023-04-23 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-04-23 00:00:00+00:00,2023-04-23 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-04-23 04:00:00+00:00,2023-04-23 12:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2023-04-23 12:00:00+00:00,2023-04-23 20:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-04-23 20:00:00+00:00,2023-04-26 20:00:00+00:00,18,72.0,3.0
BALANCE__HIGH_VOL,2023-04-26 20:00:00+00:00,2023-04-27 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-04-27 00:00:00+00:00,2023-05-02 20:00:00+00:00,35,140.0,5.833333333333333
BALANCE__LOW_VOL,2023-05-02 20:00:00+00:00,2023-05-03 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-05-03 00:00:00+00:00,2023-05-04 20:00:00+00:00,11,44.0,1.8333333333333333
BALANCE__LOW_VOL,2023-05-04 20:00:00+00:00,2023-05-05 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-05-05 00:00:00+00:00,2023-05-05 20:00:00+00:00,5,20.0,0.8333333333333334
BALANCE__LOW_VOL,2023-05-05 20:00:00+00:00,2023-05-06 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-05-06 00:00:00+00:00,2023-05-07 04:00:00+00:00,7,28.0,1.1666666666666667
BALANCE__LOW_VOL,2023-05-07 04:00:00+00:00,2023-05-07 16:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2023-05-07 16:00:00+00:00,2023-05-08 12:00:00+00:00,5,20.0,0.8333333333333334
IMBALANCE__NORMAL_VOL,2023-05-08 12:00:00+00:00,2023-05-11 08:00:00+00:00,17,68.0,2.8333333333333335
BALANCE__NORMAL_VOL,2023-05-11 08:00:00+00:00,2023-05-11 16:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2023-05-11 16:00:00+00:00,2023-05-11 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-05-11 20:00:00+00:00,2023-05-14 04:00:00+00:00,14,56.0,2.3333333333333335
BALANCE__LOW_VOL,2023-05-14 04:00:00+00:00,2023-05-14 12:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-05-14 12:00:00+00:00,2023-05-14 20:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2023-05-14 20:00:00+00:00,2023-05-15 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-05-15 00:00:00+00:00,2023-05-19 16:00:00+00:00,28,112.0,4.666666666666667
IMBALANCE__NORMAL_VOL,2023-05-19 16:00:00+00:00,2023-05-20 04:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2023-05-20 04:00:00+00:00,2023-05-20 16:00:00+00:00,3,12.0,0.5
IMBALANCE__NORMAL_VOL,2023-05-20 16:00:00+00:00,2023-05-21 00:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__LOW_VOL,2023-05-21 00:00:00+00:00,2023-05-21 08:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2023-05-21 08:00:00+00:00,2023-05-21 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-05-21 12:00:00+00:00,2023-05-22 20:00:00+00:00,8,32.0,1.3333333333333333
BALANCE__LOW_VOL,2023-05-22 20:00:00+00:00,2023-05-23 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-05-23 00:00:00+00:00,2023-05-23 08:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2023-05-23 08:00:00+00:00,2023-05-23 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-05-23 12:00:00+00:00,2023-05-23 20:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2023-05-23 20:00:00+00:00,2023-05-24 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-05-24 00:00:00+00:00,2023-05-24 20:00:00+00:00,5,20.0,0.8333333333333334
BALANCE__LOW_VOL,2023-05-24 20:00:00+00:00,2023-05-25 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-05-25 00:00:00+00:00,2023-05-25 20:00:00+00:00,5,20.0,0.8333333333333334
BALANCE__LOW_VOL,2023-05-25 20:00:00+00:00,2023-05-26 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-05-26 00:00:00+00:00,2023-05-27 16:00:00+00:00,10,40.0,1.6666666666666667
BALANCE__LOW_VOL,2023-05-27 16:00:00+00:00,2023-05-28 00:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-05-28 00:00:00+00:00,2023-05-28 08:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2023-05-28 08:00:00+00:00,2023-05-28 12:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__LOW_VOL,2023-05-28 12:00:00+00:00,2023-05-28 16:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-05-28 16:00:00+00:00,2023-06-01 04:00:00+00:00,21,84.0,3.5
BALANCE__NORMAL_VOL,2023-06-01 04:00:00+00:00,2023-06-02 00:00:00+00:00,5,20.0,0.8333333333333334
IMBALANCE__NORMAL_VOL,2023-06-02 00:00:00+00:00,2023-06-02 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-06-02 04:00:00+00:00,2023-06-03 20:00:00+00:00,10,40.0,1.6666666666666667
BALANCE__LOW_VOL,2023-06-03 20:00:00+00:00,2023-06-04 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-06-04 00:00:00+00:00,2023-06-04 08:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__LOW_VOL,2023-06-04 08:00:00+00:00,2023-06-04 12:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-06-04 12:00:00+00:00,2023-06-05 12:00:00+00:00,6,24.0,1.0
BALANCE__NORMAL_VOL,2023-06-05 12:00:00+00:00,2023-06-10 04:00:00+00:00,28,112.0,4.666666666666667
BALANCE__HIGH_VOL,2023-06-10 04:00:00+00:00,2023-06-10 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-06-10 08:00:00+00:00,2023-06-13 12:00:00+00:00,19,76.0,3.1666666666666665
BALANCE__HIGH_VOL,2023-06-13 12:00:00+00:00,2023-06-13 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-06-13 16:00:00+00:00,2023-06-14 04:00:00+00:00,3,12.0,0.5
BALANCE__HIGH_VOL,2023-06-14 04:00:00+00:00,2023-06-14 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-06-14 08:00:00+00:00,2023-06-14 20:00:00+00:00,3,12.0,0.5
BALANCE__HIGH_VOL,2023-06-14 20:00:00+00:00,2023-06-15 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-06-15 00:00:00+00:00,2023-06-16 08:00:00+00:00,8,32.0,1.3333333333333333
BALANCE__HIGH_VOL,2023-06-16 08:00:00+00:00,2023-06-16 12:00:00+00:00,1,4.0,0.16666666666666666
