regime,start,end,bars,hours,days
BALANCE__HIGH_VOL,2024-01-11 12:00:00+00:00,2024-01-11 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-01-11 16:00:00+00:00,2024-01-12 20:00:00+00:00,7,28.0,1.1666666666666667
BALANCE__HIGH_VOL,2024-01-12 20:00:00+00:00,2024-01-13 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-01-13 00:00:00+00:00,2024-01-17 08:00:00+00:00,26,104.0,4.333333333333333
BALANCE__LOW_VOL,2024-01-17 08:00:00+00:00,2024-01-17 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-01-17 12:00:00+00:00,2024-01-18 04:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__LOW_VOL,2024-01-18 04:00:00+00:00,2024-01-18 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-01-18 08:00:00+00:00,2024-01-19 04:00:00+00:00,5,20.0,0.8333333333333334
IMBALANCE__NORMAL_VOL,2024-01-19 04:00:00+00:00,2024-01-20 12:00:00+00:00,8,32.0,1.3333333333333333
IMBALANCE__LOW_VOL,2024-01-20 12:00:00+00:00,2024-01-20 16:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-01-20 16:00:00+00:00,2024-01-20 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-01-20 20:00:00+00:00,2024-01-21 08:00:00+00:00,3,12.0,0.5
BALANCE__LOW_VOL,2024-01-21 08:00:00+00:00,2024-01-21 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-01-21 12:00:00+00:00,2024-01-22 08:00:00+00:00,5,20.0,0.8333333333333334
IMBALANCE__NORMAL_VOL,2024-01-22 08:00:00+00:00,2024-01-22 20:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2024-01-22 20:00:00+00:00,2024-01-23 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-01-23 00:00:00+00:00,2024-01-25 16:00:00+00:00,16,64.0,2.6666666666666665
BALANCE__NORMAL_VOL,2024-01-25 16:00:00+00:00,2024-01-26 16:00:00+00:00,6,24.0,1.0
IMBALANCE__NORMAL_VOL,2024-01-26 16:00:00+00:00,2024-01-27 04:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2024-01-27 04:00:00+00:00,2024-01-27 08:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__LOW_VOL,2024-01-27 08:00:00+00:00,2024-01-27 16:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2024-01-27 16:00:00+00:00,2024-01-27 20:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__LOW_VOL,2024-01-27 20:00:00+00:00,2024-01-28 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-01-28 00:00:00+00:00,2024-02-01 04:00:00+00:00,25,100.0,4.166666666666667
IMBALANCE__NORMAL_VOL,2024-02-01 04:00:00+00:00,2024-02-01 16:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2024-02-01 16:00:00+00:00,2024-02-02 00:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2024-02-02 00:00:00+00:00,2024-02-02 20:00:00+00:00,5,20.0,0.8333333333333334
BALANCE__NORMAL_VOL,2024-02-02 20:00:00+00:00,2024-02-03 04:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2024-02-03 04:00:00+00:00,2024-02-03 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-02-03 08:00:00+00:00,2024-02-05 04:00:00+00:00,11,44.0,1.8333333333333333
BALANCE__LOW_VOL,2024-02-05 04:00:00+00:00,2024-02-05 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-02-05 08:00:00+00:00,2024-02-07 12:00:00+00:00,13,52.0,2.1666666666666665
BALANCE__LOW_VOL,2024-02-07 12:00:00+00:00,2024-02-07 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-02-07 16:00:00+00:00,2024-02-10 16:00:00+00:00,18,72.0,3.0
BALANCE__LOW_VOL,2024-02-10 16:00:00+00:00,2024-02-10 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-02-10 20:00:00+00:00,2024-02-11 04:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2024-02-11 04:00:00+00:00,2024-02-11 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-02-11 08:00:00+00:00,2024-02-13 04:00:00+00:00,11,44.0,1.8333333333333333
BALANCE__LOW_VOL,2024-02-13 04:00:00+00:00,2024-02-13 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-02-13 08:00:00+00:00,2024-02-14 04:00:00+00:00,5,20.0,0.8333333333333334
BALANCE__LOW_VOL,2024-02-14 04:00:00+00:00,2024-02-14 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-02-14 08:00:00+00:00,2024-02-15 16:00:00+00:00,8,32.0,1.3333333333333333
IMBALANCE__NORMAL_VOL,2024-02-15 16:00:00+00:00,2024-02-16 12:00:00+00:00,5,20.0,0.8333333333333334
BALANCE__NORMAL_VOL,2024-02-16 12:00:00+00:00,2024-02-16 16:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-02-16 16:00:00+00:00,2024-02-17 08:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__NORMAL_VOL,2024-02-17 08:00:00+00:00,2024-02-24 16:00:00+00:00,44,176.0,7.333333333333333
BALANCE__LOW_VOL,2024-02-24 16:00:00+00:00,2024-02-25 00:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-02-25 00:00:00+00:00,2024-02-25 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2024-02-25 04:00:00+00:00,2024-02-25 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-02-25 08:00:00+00:00,2024-02-28 16:00:00+00:00,20,80.0,3.3333333333333335
BALANCE__HIGH_VOL,2024-02-28 16:00:00+00:00,2024-02-28 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-02-28 20:00:00+00:00,2024-02-29 16:00:00+00:00,5,20.0,0.8333333333333334
BALANCE__HIGH_VOL,2024-02-29 16:00:00+00:00,2024-03-01 00:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-03-01 00:00:00+00:00,2024-03-02 00:00:00+00:00,6,24.0,1.0
BALANCE__HIGH_VOL,2024-03-02 00:00:00+00:00,2024-03-02 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-03-02 04:00:00+00:00,2024-03-02 08:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2024-03-02 08:00:00+00:00,2024-03-02 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-03-02 12:00:00+00:00,2024-03-02 16:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-03-02 16:00:00+00:00,2024-03-03 04:00:00+00:00,3,12.0,0.5
BALANCE__HIGH_VOL,2024-03-03 04:00:00+00:00,2024-03-03 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-03-03 08:00:00+00:00,2024-03-04 04:00:00+00:00,5,20.0,0.8333333333333334
IMBALANCE__NORMAL_VOL,2024-03-04 04:00:00+00:00,2024-03-04 08:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2024-03-04 08:00:00+00:00,2024-03-04 12:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-03-04 12:00:00+00:00,2024-03-05 04:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__HIGH_VOL,2024-03-05 04:00:00+00:00,2024-03-05 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-03-05 08:00:00+00:00,2024-03-05 16:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__HIGH_VOL,2024-03-05 16:00:00+00:00,2024-03-05 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-03-05 20:00:00+00:00,2024-03-08 12:00:00+00:00,16,64.0,2.6666666666666665
BALANCE__HIGH_VOL,2024-03-08 12:00:00+00:00,2024-03-08 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-03-08 16:00:00+00:00,2024-03-11 12:00:00+00:00,17,68.0,2.8333333333333335
BALANCE__HIGH_VOL,2024-03-11 12:00:00+00:00,2024-03-11 20:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-03-11 20:00:00+00:00,2024-03-12 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__HIGH_VOL,2024-03-12 00:00:00+00:00,2024-03-12 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-03-12 04:00:00+00:00,2024-03-12 12:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2024-03-12 12:00:00+00:00,2024-03-12 16:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2024-03-12 16:00:00+00:00,2024-03-12 20:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-03-12 20:00:00+00:00,2024-03-13 12:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__NORMAL_VOL,2024-03-13 12:00:00+00:00,2024-03-13 20:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2024-03-13 20:00:00+00:00,2024-03-14 12:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__NORMAL_VOL,2024-03-14 12:00:00+00:00,2024-03-14 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__HIGH_VOL,2024-03-14 16:00:00+00:00,2024-03-14 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-03-14 20:00:00+00:00,2024-03-15 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__HIGH_VOL,2024-03-15 00:00:00+00:00,2024-03-15 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-03-15 04:00:00+00:00,2024-03-15 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__HIGH_VOL,2024-03-15 08:00:00+00:00,2024-03-15 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-03-15 12:00:00+00:00,2024-03-18 20:00:00+00:00,20,80.0,3.3333333333333335
BALANCE__HIGH_VOL,2024-03-18 20:00:00+00:00,2024-03-19 08:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2024-03-19 08:00:00+00:00,2024-03-19 20:00:00+00:00,3,12.0,0.5
BALANCE__HIGH_VOL,2024-03-19 20:00:00+00:00,2024-03-20 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-03-20 00:00:00+00:00,2024-03-31 12:00:00+00:00,69,276.0,11.5
BALANCE__LOW_VOL,2024-03-31 12:00:00+00:00,2024-03-31 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-03-31 16:00:00+00:00,2024-03-31 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2024-03-31 20:00:00+00:00,2024-04-01 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-04-01 00:00:00+00:00,2024-04-03 12:00:00+00:00,15,60.0,2.5
IMBALANCE__NORMAL_VOL,2024-04-03 12:00:00+00:00,2024-04-04 12:00:00+00:00,6,24.0,1.0
BALANCE__NORMAL_VOL,2024-04-04 12:00:00+00:00,2024-04-07 08:00:00+00:00,17,68.0,2.8333333333333335
BALANCE__LOW_VOL,2024-04-07 08:00:00+00:00,2024-04-07 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-04-07 12:00:00+00:00,2024-04-12 16:00:00+00:00,31,124.0,5.166666666666667
BALANCE__HIGH_VOL,2024-04-12 16:00:00+00:00,2024-04-12 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-04-12 20:00:00+00:00,2024-04-13 16:00:00+00:00,5,20.0,0.8333333333333334
IMBALANCE__HIGH_VOL,2024-04-13 16:00:00+00:00,2024-04-14 00:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2024-04-14 00:00:00+00:00,2024-04-16 00:00:00+00:00,12,48.0,2.0
BALANCE__NORMAL_VOL,2024-04-16 00:00:00+00:00,2024-04-16 08:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2024-04-16 08:00:00+00:00,2024-04-16 16:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-04-16 16:00:00+00:00,2024-04-19 00:00:00+00:00,14,56.0,2.3333333333333335
BALANCE__HIGH_VOL,2024-04-19 00:00:00+00:00,2024-04-19 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-04-19 04:00:00+00:00,2024-04-20 00:00:00+00:00,5,20.0,0.8333333333333334
BALANCE__HIGH_VOL,2024-04-20 00:00:00+00:00,2024-04-20 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-04-20 04:00:00+00:00,2024-04-20 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__HIGH_VOL,2024-04-20 08:00:00+00:00,2024-04-20 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-04-20 12:00:00+00:00,2024-04-28 16:00:00+00:00,49,196.0,8.166666666666666
BALANCE__LOW_VOL,2024-04-28 16:00:00+00:00,2024-04-28 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-04-28 20:00:00+00:00,2024-05-05 04:00:00+00:00,38,152.0,6.333333333333333
BALANCE__LOW_VOL,2024-05-05 04:00:00+00:00,2024-05-05 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-05-05 08:00:00+00:00,2024-05-05 20:00:00+00:00,3,12.0,0.5
BALANCE__LOW_VOL,2024-05-05 20:00:00+00:00,2024-05-06 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-05-06 00:00:00+00:00,2024-05-11 16:00:00+00:00,34,136.0,5.666666666666667
BALANCE__LOW_VOL,2024-05-11 16:00:00+00:00,2024-05-12 04:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2024-05-12 04:00:00+00:00,2024-05-12 08:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-05-12 08:00:00+00:00,2024-05-12 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2024-05-12 12:00:00+00:00,2024-05-12 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-05-12 16:00:00+00:00,2024-05-12 20:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-05-12 20:00:00+00:00,2024-05-13 08:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2024-05-13 08:00:00+00:00,2024-05-15 20:00:00+00:00,15,60.0,2.5
BALANCE__LOW_VOL,2024-05-15 20:00:00+00:00,2024-05-16 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-05-16 00:00:00+00:00,2024-05-16 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2024-05-16 04:00:00+00:00,2024-05-16 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-05-16 08:00:00+00:00,2024-05-18 00:00:00+00:00,10,40.0,1.6666666666666667
BALANCE__LOW_VOL,2024-05-18 00:00:00+00:00,2024-05-18 12:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2024-05-18 12:00:00+00:00,2024-05-18 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2024-05-18 16:00:00+00:00,2024-05-19 00:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-05-19 00:00:00+00:00,2024-05-23 00:00:00+00:00,24,96.0,4.0
BALANCE__LOW_VOL,2024-05-23 00:00:00+00:00,2024-05-23 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-05-23 04:00:00+00:00,2024-05-26 04:00:00+00:00,18,72.0,3.0
BALANCE__LOW_VOL,2024-05-26 04:00:00+00:00,2024-05-26 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-05-26 08:00:00+00:00,2024-05-26 16:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2024-05-26 16:00:00+00:00,2024-05-26 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-05-26 20:00:00+00:00,2024-05-28 20:00:00+00:00,12,48.0,2.0
BALANCE__LOW_VOL,2024-05-28 20:00:00+00:00,2024-05-29 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-05-29 00:00:00+00:00,2024-05-31 20:00:00+00:00,17,68.0,2.8333333333333335
BALANCE__LOW_VOL,2024-05-31 20:00:00+00:00,2024-06-01 20:00:00+00:00,6,24.0,1.0
BALANCE__NORMAL_VOL,2024-06-01 20:00:00+00:00,2024-06-02 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2024-06-02 00:00:00+00:00,2024-06-02 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-06-02 04:00:00+00:00,2024-06-08 20:00:00+00:00,40,160.0,6.666666666666667
IMBALANCE__NORMAL_VOL,2024-06-08 20:00:00+00:00,2024-06-09 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__LOW_VOL,2024-06-09 00:00:00+00:00,2024-06-09 12:00:00+00:00,3,12.0,0.5
IMBALANCE__NORMAL_VOL,2024-06-09 12:00:00+00:00,2024-06-09 16:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__LOW_VOL,2024-06-09 16:00:00+00:00,2024-06-10 00:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2024-06-10 00:00:00+00:00,2024-06-11 00:00:00+00:00,6,24.0,1.0
BALANCE__NORMAL_VOL,2024-06-11 00:00:00+00:00,2024-06-11 08:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2024-06-11 08:00:00+00:00,2024-06-11 16:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-06-11 16:00:00+00:00,2024-06-13 20:00:00+00:00,13,52.0,2.1666666666666665
IMBALANCE__NORMAL_VOL,2024-06-13 20:00:00+00:00,2024-06-14 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-06-14 00:00:00+00:00,2024-06-14 08:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2024-06-14 08:00:00+00:00,2024-06-14 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-06-14 12:00:00+00:00,2024-06-15 04:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__LOW_VOL,2024-06-15 04:00:00+00:00,2024-06-15 12:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-06-15 12:00:00+00:00,2024-06-16 00:00:00+00:00,3,12.0,0.5
BALANCE__LOW_VOL,2024-06-16 00:00:00+00:00,2024-06-16 08:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-06-16 08:00:00+00:00,2024-06-16 16:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2024-06-16 16:00:00+00:00,2024-06-17 00:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-06-17 00:00:00+00:00,2024-06-22 08:00:00+00:00,32,128.0,5.333333333333333
BALANCE__LOW_VOL,2024-06-22 08:00:00+00:00,2024-06-23 08:00:00+00:00,6,24.0,1.0
BALANCE__NORMAL_VOL,2024-06-23 08:00:00+00:00,2024-06-26 20:00:00+00:00,21,84.0,3.5
BALANCE__LOW_VOL,2024-06-26 20:00:00+00:00,2024-06-27 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__LOW_VOL,2024-06-27 00:00:00+00:00,2024-06-27 04:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-06-27 04:00:00+00:00,2024-06-27 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-06-27 08:00:00+00:00,2024-06-27 20:00:00+00:00,3,12.0,0.5
BALANCE__LOW_VOL,2024-06-27 20:00:00+00:00,2024-06-28 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-06-28 00:00:00+00:00,2024-06-29 04:00:00+00:00,7,28.0,1.1666666666666667
BALANCE__LOW_VOL,2024-06-29 04:00:00+00:00,2024-06-29 20:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__NORMAL_VOL,2024-06-29 20:00:00+00:00,2024-06-30 12:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__LOW_VOL,2024-06-30 12:00:00+00:00,2024-06-30 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-06-30 16:00:00+00:00,2024-07-04 20:00:00+00:00,25,100.0,4.166666666666667
IMBALANCE__NORMAL_VOL,2024-07-04 20:00:00+00:00,2024-07-05 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2024-07-05 00:00:00+00:00,2024-07-05 04:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-07-05 04:00:00+00:00,2024-07-06 16:00:00+00:00,9,36.0,1.5
BALANCE__NORMAL_VOL,2024-07-06 16:00:00+00:00,2024-07-08 08:00:00+00:00,10,40.0,1.6666666666666667
IMBALANCE__NORMAL_VOL,2024-07-08 08:00:00+00:00,2024-07-08 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__HIGH_VOL,2024-07-08 12:00:00+00:00,2024-07-08 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-07-08 16:00:00+00:00,2024-07-13 08:00:00+00:00,28,112.0,4.666666666666667
IMBALANCE__NORMAL_VOL,2024-07-13 08:00:00+00:00,2024-07-13 20:00:00+00:00,3,12.0,0.5
IMBALANCE__HIGH_VOL,2024-07-13 20:00:00+00:00,2024-07-14 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-07-14 00:00:00+00:00,2024-07-16 04:00:00+00:00,13,52.0,2.1666666666666665
BALANCE__HIGH_VOL,2024-07-16 04:00:00+00:00,2024-07-16 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-07-16 08:00:00+00:00,2024-07-16 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__HIGH_VOL,2024-07-16 12:00:00+00:00,2024-07-16 16:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-07-16 16:00:00+00:00,2024-07-16 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-07-16 20:00:00+00:00,2024-07-17 04:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__HIGH_VOL,2024-07-17 04:00:00+00:00,2024-07-17 08:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-07-17 08:00:00+00:00,2024-07-17 12:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2024-07-17 12:00:00+00:00,2024-07-17 16:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-07-17 16:00:00+00:00,2024-07-18 00:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__HIGH_VOL,2024-07-18 00:00:00+00:00,2024-07-18 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__HIGH_VOL,2024-07-18 04:00:00+00:00,2024-07-18 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-07-18 08:00:00+00:00,2024-07-21 20:00:00+00:00,21,84.0,3.5
IMBALANCE__NORMAL_VOL,2024-07-21 20:00:00+00:00,2024-07-22 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-07-22 00:00:00+00:00,2024-07-22 08:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__HIGH_VOL,2024-07-22 08:00:00+00:00,2024-07-22 12:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-07-22 12:00:00+00:00,2024-07-23 04:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__NORMAL_VOL,2024-07-23 04:00:00+00:00,2024-07-24 16:00:00+00:00,9,36.0,1.5
IMBALANCE__NORMAL_VOL,2024-07-24 16:00:00+00:00,2024-07-24 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-07-24 20:00:00+00:00,2024-07-25 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__HIGH_VOL,2024-07-25 00:00:00+00:00,2024-07-25 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-07-25 04:00:00+00:00,2024-07-25 16:00:00+00:00,3,12.0,0.5
BALANCE__HIGH_VOL,2024-07-25 16:00:00+00:00,2024-07-25 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-07-25 20:00:00+00:00,2024-07-31 12:00:00+00:00,34,136.0,5.666666666666667
IMBALANCE__NORMAL_VOL,2024-07-31 12:00:00+00:00,2024-07-31 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-07-31 16:00:00+00:00,2024-08-01 12:00:00+00:00,5,20.0,0.8333333333333334
BALANCE__HIGH_VOL,2024-08-01 12:00:00+00:00,2024-08-01 20:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2024-08-01 20:00:00+00:00,2024-08-02 04:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__HIGH_VOL,2024-08-02 04:00:00+00:00,2024-08-02 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-08-02 08:00:00+00:00,2024-08-02 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__HIGH_VOL,2024-08-02 12:00:00+00:00,2024-08-02 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-08-02 16:00:00+00:00,2024-08-03 16:00:00+00:00,6,24.0,1.0
BALANCE__HIGH_VOL,2024-08-03 16:00:00+00:00,2024-08-03 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-08-03 20:00:00+00:00,2024-08-04 08:00:00+00:00,3,12.0,0.5
IMBALANCE__NORMAL_VOL,2024-08-04 08:00:00+00:00,2024-08-04 12:00:00+00:00,1,4.0,0.16666666666666666
