ts,event_side,gap_low,gap_high,gap_bps,atr,structure_regime,vol_regime,regime_bias,premium_discount_zone,eq50,leg_high,leg_low,aligned_to_bias,mfe_r_fast,mae_r_fast,hit_outcome_fast,full_fill_fast,full_fill_slow
2022-03-28 19:00:00+00:00,bullish,0.8856,0.8926,77.93364506791244,0.011503932684498236,IMBALANCE,NORMAL_VOL,bullish,premium,0.8698,0.9124,0.8272,True,0.29555110354405345,4.8852858879929455,minus,1,1
2022-03-29 00:00:00+00:00,bearish,0.8744,0.8835,104.33386837881217,0.013662655586633174,BALANCE,NORMAL_VOL,bullish,premium,0.87005,0.9124,0.8277,False,2.2104048373689595,0.9880948776318244,plus,1,1
2022-03-29 12:00:00+00:00,bullish,0.8773,0.878,7.968127490040227,0.010407075701330567,BALANCE,NORMAL_VOL,bullish,premium,0.87005,0.9124,0.8277,True,0.16335040205220053,3.5072292205324667,minus,1,1
2022-03-29 16:00:00+00:00,bearish,0.8627,0.8731,120.81784386617059,0.011563163502335022,BALANCE,NORMAL_VOL,neutral,discount,0.8736999999999999,0.9124,0.835,False,1.3664080765449216,0.8561670859363747,plus,0,1
2022-03-31 14:00:00+00:00,bearish,0.8521,0.8645,149.02055041461458,0.013237731929646732,BALANCE,HIGH_VOL,bearish,discount,0.8601,0.8782,0.842,True,2.4248866928714534,0.6572122812455391,plus,0,0
2022-03-31 15:00:00+00:00,bearish,0.8346,0.8515,205.32134613048262,0.013306465363243394,BALANCE,NORMAL_VOL,bearish,discount,0.8256,0.8782,0.773,True,1.7359982060908086,1.4278773123690556,plus,0,1
2022-03-31 17:00:00+00:00,bearish,0.8124,0.8204,98.60717367188471,0.013864758399939458,BALANCE,NORMAL_VOL,bearish,discount,0.82355,0.8741,0.773,True,0.4543894540583904,2.6325738211319543,minus,1,1
2022-04-04 01:00:00+00:00,bearish,0.8346,0.8412,79.36507936507863,0.007439944911936231,BALANCE,NORMAL_VOL,bearish,premium,0.82355,0.8741,0.773,True,3.8709964039915055,1.115599658094769,plus,0,0
2022-04-04 18:00:00+00:00,bearish,0.8166,0.8175,11.02941176470603,0.008792270001495519,BALANCE,NORMAL_VOL,bearish,discount,0.8272999999999999,0.8518,0.8028,True,0.28434067647771394,2.365714428294635,minus,1,1
2022-04-06 00:00:00+00:00,bearish,0.8179,0.8205,32.39875389408158,0.009353552362558002,BALANCE,NORMAL_VOL,bearish,discount,0.82315,0.8435,0.8028,True,5.452473886194465,1.6785066669265347,minus,0,0
2022-04-06 01:00:00+00:00,bearish,0.8086,0.815,79.15893630179298,0.009192584336661,BALANCE,NORMAL_VOL,bearish,premium,0.80835,0.8399,0.7768,True,6.200650210265465,1.0551983691153548,minus,1,1
2022-04-06 08:00:00+00:00,bearish,0.8109,0.8124,18.54370132278473,0.007722349605444344,BALANCE,NORMAL_VOL,bearish,premium,0.80835,0.8399,0.7768,True,7.432970913351599,0.37553337367107553,plus,0,0
2022-04-06 12:00:00+00:00,bearish,0.7997,0.803,41.61937192584286,0.008472382004401697,IMBALANCE,NORMAL_VOL,bearish,discount,0.8076000000000001,0.8384,0.7768,True,4.886465220582755,0.46031918744618905,plus,0,0
2022-04-06 14:00:00+00:00,bearish,0.7839,0.7901,79.5075660425748,0.010580268156856568,IMBALANCE,NORMAL_VOL,bearish,discount,0.80105,0.8368,0.7653,True,2.674790428790807,0.9451556285479753,plus,0,1
2022-04-06 23:00:00+00:00,bearish,0.7726,0.7734,10.538795942563864,0.0121458892567143,IMBALANCE,NORMAL_VOL,bearish,discount,0.79655,0.8368,0.7563,True,0.6257261069459149,2.6264030015229705,minus,1,1
2022-04-07 12:00:00+00:00,bullish,0.7766,0.7801,44.757033248082585,0.010004772524994902,BALANCE,NORMAL_VOL,bearish,discount,0.7941499999999999,0.8368,0.7515,False,1.1494514214360725,1.5892415305072742,minus,1,1
2022-04-08 12:00:00+00:00,bearish,0.7731,0.7773,54.787372815027155,0.006720473801803289,BALANCE,NORMAL_VOL,bearish,discount,0.7756,0.7997,0.7515,True,3.1396595868490973,1.5326300352865467,plus,0,0
2022-04-08 15:00:00+00:00,bullish,0.7685,0.7704,24.633735252171824,0.007256407049038564,BALANCE,NORMAL_VOL,bearish,discount,0.7725,0.7935,0.7515,False,0.3445231204789283,3.555478603342449,minus,1,1
2022-04-08 18:00:00+00:00,bearish,0.7637,0.7664,35.50295857988067,0.007698296751726585,IMBALANCE,NORMAL_VOL,bearish,discount,0.7725,0.7935,0.7515,True,1.9484829545750728,0.7664032954662024,plus,1,1
2022-04-10 22:00:00+00:00,bearish,0.762,0.7675,72.73208145993057,0.005031239939464701,BALANCE,NORMAL_VOL,bearish,discount,0.7592000000000001,0.7729,0.7455,True,15.324254245008836,0.5565228519588217,plus,0,0
2022-04-11 03:00:00+00:00,bearish,0.7387,0.7483,130.04605797886674,0.006482035146895027,BALANCE,NORMAL_VOL,bearish,discount,0.7519,0.7729,0.7309,True,9.117506872561396,0.9102079618969958,plus,0,0
2022-04-11 09:00:00+00:00,bearish,0.733,0.741,112.62846684499516,0.007580659324206594,IMBALANCE,NORMAL_VOL,bearish,discount,0.7519,0.7729,0.7309,True,4.1157369914213175,1.3455294010415826,minus,0,1
2022-04-11 10:00:00+00:00,bearish,0.7205,0.7312,148.569841710635,0.008246326515334695,IMBALANCE,NORMAL_VOL,bearish,discount,0.74135,0.7729,0.7098,True,4.984037428492702,0.0,plus,0,1
2022-04-12 15:00:00+00:00,bearish,0.7108,0.7119,15.54770318021187,0.008781902238741982,BALANCE,NORMAL_VOL,bearish,discount,0.726,0.7729,0.6791,True,1.7536064034124386,2.0838309858732247,plus,1,1
2022-04-12 19:00:00+00:00,bearish,0.6978,0.7049,102.43832058865958,0.00832116331322131,BALANCE,NORMAL_VOL,bearish,discount,0.726,0.7729,0.6791,True,0.1201755045969502,3.9297390003202626,minus,1,1
2022-04-12 22:00:00+00:00,bullish,0.6983,0.7014,43.853444617343214,0.008113118002604666,BALANCE,NORMAL_VOL,bearish,discount,0.72055,0.762,0.6791,False,2.3295605948209186,0.677914458810313,plus,0,0
2022-04-13 00:00:00+00:00,bullish,0.7081,0.7119,53.25112107623354,0.008689372155307086,BALANCE,NORMAL_VOL,bearish,discount,0.7173,0.7555,0.6791,False,1.8988713689656491,1.404013981901876,plus,1,1
2022-04-13 07:00:00+00:00,bearish,0.7143,0.7165,30.803696443572946,0.00765767344008044,BALANCE,NORMAL_VOL,bearish,premium,0.7116,0.7441,0.6791,True,1.6715259667517848,3.4997574928865762,minus,1,1
2022-04-13 14:00:00+00:00,bullish,0.7077,0.7107,41.98740377886638,0.007947849374548215,BALANCE,NORMAL_VOL,neutral,premium,0.70245,0.7258,0.6791,False,3.3342353070834743,0.16356626034750132,plus,0,1
2022-04-14 01:00:00+00:00,bullish,0.7248,0.7277,39.49339507013501,0.006878268143921796,BALANCE,NORMAL_VOL,bullish,premium,0.7111000000000001,0.7301,0.6921,True,1.0613136689721765,3.8963296340347853,minus,1,1
2022-04-15 02:00:00+00:00,bullish,0.7351,0.7401,65.59958016268702,0.009618005826503628,BALANCE,NORMAL_VOL,bullish,premium,0.7215,0.7416,0.7014,True,3.930128623527903,0.33270930146267713,plus,0,0
2022-04-15 03:00:00+00:00,bullish,0.7416,0.759,221.28958412819497,0.011145291124610514,BALANCE,HIGH_VOL,bullish,premium,0.73275,0.7641,0.7014,True,1.229218676015411,2.0905689891356904,minus,0,0
2022-04-15 04:00:00+00:00,bullish,0.7641,0.7763,155.9304703476481,0.01184919890142405,BALANCE,HIGH_VOL,bullish,premium,0.7457,0.79,0.7014,True,1.485332480821541,1.6372414845419179,minus,1,1
2022-04-15 21:00:00+00:00,bullish,0.7749,0.7766,21.820048774225697,0.010712983272841916,IMBALANCE,NORMAL_VOL,bullish,premium,0.7524,0.7973,0.7075,True,1.9509038208789926,1.2788221218202034,plus,1,1
2022-04-16 08:00:00+00:00,bearish,0.7774,0.7829,70.89456045372596,0.00963068398540749,BALANCE,NORMAL_VOL,bullish,premium,0.75375,0.8,0.7075,False,1.0798817628901811,1.007197413464866,plus,1,1
2022-04-16 16:00:00+00:00,bearish,0.7723,0.7754,40.17625712804551,0.008101527704200312,BALANCE,NORMAL_VOL,bullish,premium,0.75375,0.8,0.7075,False,0.44436063560376193,1.7650991914260965,minus,1,1
2022-04-18 00:00:00+00:00,bearish,0.7528,0.765,162.4284382905071,0.00782068628910073,BALANCE,NORMAL_VOL,bearish,discount,0.77365,0.8,0.7473,True,3.247796812333285,3.2350102107099272,minus,1,1
2022-04-18 05:00:00+00:00,bearish,0.7358,0.7545,254.733687508513,0.009202942922478502,BALANCE,NORMAL_VOL,bearish,discount,0.757,0.7883,0.7257,True,0.5324383777314969,4.596355791437195,minus,1,1
2022-04-18 18:00:00+00:00,bullish,0.7493,0.7535,55.22682445759345,0.008807662298389455,BALANCE,NORMAL_VOL,neutral,premium,0.7558,0.7859,0.7257,False,2.452410102502429,0.5449800227783064,plus,0,1
2022-04-20 01:00:00+00:00,bearish,0.7702,0.7714,15.60265245091638,0.006898285979744322,BALANCE,NORMAL_VOL,bullish,premium,0.7539,0.7821,0.7257,False,4.029986591108307,0.5508614764824332,plus,1,1
2022-04-20 08:00:00+00:00,bearish,0.7651,0.7672,27.544596012591697,0.0059963907856705745,BALANCE,NORMAL_VOL,neutral,premium,0.7572,0.7821,0.7323,False,3.518783340542473,1.7510533211230417,minus,1,1
2022-04-20 14:00:00+00:00,bearish,0.7608,0.7675,88.33223467369716,0.006943632424599847,BALANCE,NORMAL_VOL,neutral,discount,0.75895,0.7821,0.7358,False,2.4770896482169715,0.7776909360681296,plus,0,1
2022-04-20 19:00:00+00:00,bearish,0.7484,0.7516,42.80363830925751,0.006975367060277992,BALANCE,NORMAL_VOL,bearish,discount,0.7617,0.7821,0.7413,True,0.7311443191344744,3.0249304183798897,minus,1,1
2022-04-21 11:00:00+00:00,bullish,0.7508,0.7532,31.767041694241666,0.006346870518457721,BALANCE,NORMAL_VOL,bearish,discount,0.7617,0.7821,0.7413,False,2.0797651317467993,6.270806988145597,plus,1,1
2022-04-21 18:00:00+00:00,bearish,0.753,0.7573,57.37158105403562,0.0067365111487447055,BALANCE,NORMAL_VOL,bearish,discount,0.7586999999999999,0.7761,0.7413,True,5.344012531873912,0.23751166808327512,plus,0,0
2022-04-21 21:00:00+00:00,bearish,0.7387,0.7434,63.90210740992421,0.0075923524029854654,BALANCE,NORMAL_VOL,bearish,discount,0.75255,0.7761,0.729,True,2.8976526420650837,0.3687921544446353,plus,0,0
2022-04-21 23:00:00+00:00,bearish,0.7329,0.7335,8.195601693758297,0.008575038551553796,BALANCE,NORMAL_VOL,bearish,discount,0.7459,0.7761,0.7157,True,2.16908645811623,0.7230288193720766,plus,1,1
2022-04-22 17:00:00+00:00,bullish,0.7218,0.7241,31.75479773574442,0.008247751848198506,BALANCE,NORMAL_VOL,bearish,discount,0.7411000000000001,0.7687,0.7135,False,0.8365916102952372,2.2915335412435103,minus,1,1
2022-04-22 22:00:00+00:00,bearish,0.722,0.7248,38.921323324993395,0.008055668075379984,BALANCE,NORMAL_VOL,bearish,discount,0.7411000000000001,0.7687,0.7135,True,1.7379067594390223,0.9061942388503431,plus,1,1
2022-04-24 00:00:00+00:00,bearish,0.7099,0.7109,14.12229911029517,0.004855185203645674,BALANCE,NORMAL_VOL,bearish,discount,0.7197,0.7383,0.7011,True,8.156228514262446,0.7414753194784146,plus,1,1
2022-04-25 01:00:00+00:00,bearish,0.6811,0.6968,231.22238586156018,0.006926629201199873,IMBALANCE,NORMAL_VOL,bearish,discount,0.6959500000000001,0.7234,0.6685,True,5.024088772352905,3.9557480563927956,plus,1,1
2022-04-25 06:00:00+00:00,bearish,0.673,0.6757,41.265474552956206,0.007400444636165563,IMBALANCE,NORMAL_VOL,bearish,discount,0.69245,0.7164,0.6685,True,1.364782860565142,7.040117528261778,plus,1,1
2022-04-25 07:00:00+00:00,bearish,0.6565,0.6713,227.23783202825172,0.00775041287643945,IMBALANCE,NORMAL_VOL,bearish,discount,0.68425,0.7164,0.6521,True,0.7741523059035293,7.109298675880742,minus,1,1
2022-04-25 12:00:00+00:00,bullish,0.6552,0.6638,129.30386408058848,0.008063781549599552,IMBALANCE,NORMAL_VOL,bearish,discount,0.6803,0.7164,0.6442,False,5.121666521590105,0.6448587387958463,plus,0,1
2022-04-25 20:00:00+00:00,bullish,0.6815,0.6833,26.265868962498523,0.00850657494707789,BALANCE,NORMAL_VOL,bearish,premium,0.6795,0.7148,0.6442,False,2.480434267759918,5.772005807915261,plus,1,1
2022-04-25 22:00:00+00:00,bullish,0.6884,0.6888,5.744650294412694,0.00854036309212328,BALANCE,NORMAL_VOL,neutral,premium,0.6795,0.7148,0.6442,False,1.1826195082168298,7.037171529092232,plus,1,1
2022-04-26 07:00:00+00:00,bearish,0.6871,0.6916,65.59766763848322,0.008116002804338544,BALANCE,NORMAL_VOL,bearish,premium,0.6779,0.7116,0.6442,True,7.39280178266154,0.5298174610907397,plus,0,0
2022-04-26 14:00:00+00:00,bearish,0.6661,0.6716,83.66291451171205,0.008437436129056912,BALANCE,NORMAL_VOL,bearish,discount,0.6758500000000001,0.7075,0.6442,True,3.7215096528985154,0.6281529031962432,plus,0,0
2022-04-26 15:00:00+00:00,bearish,0.66,0.6647,72.0085797456707,0.008534762119838564,BALANCE,NORMAL_VOL,bearish,discount,0.67565,0.7071,0.6442,True,3.128382446411404,1.171678818880679,plus,0,0
2022-04-26 23:00:00+00:00,bearish,0.6461,0.647,14.02743142144657,0.009992533324816436,IMBALANCE,HIGH_VOL,bearish,discount,0.6713,0.7064,0.6362,True,0.620463279777341,2.1115766456938605,minus,1,1
2022-04-27 09:00:00+00:00,bearish,0.6526,0.6567,62.96068796068785,0.008562026642168492,BALANCE,NORMAL_VOL,bearish,discount,0.6662,0.7064,0.626,True,1.296422034630427,0.9927556121043755,plus,1,1
2022-04-28 14:00:00+00:00,bearish,0.6418,0.6437,29.67359050445124,0.00658422036380112,BALANCE,NORMAL_VOL,bearish,discount,0.64605,0.6661,0.626,True,4.298155048939186,1.7162244541700609,minus,1,1
2022-04-29 10:00:00+00:00,bearish,0.6312,0.6365,85.89951377633666,0.006573181871670546,IMBALANCE,NORMAL_VOL,bearish,discount,0.64525,0.6597,0.6308,True,2.8753198023405178,1.7951732099268864,minus,0,0
2022-04-29 11:00:00+00:00,bearish,0.6205,0.6308,166.42430117951164,0.00650366888083694,IMBALANCE,NORMAL_VOL,bearish,discount,0.63585,0.6597,0.612,True,3.198194800674315,1.5222177176286404,plus,0,0
2022-04-29 17:00:00+00:00,bearish,0.6131,0.618,80.34103951467479,0.006905527005521146,IMBALANCE,NORMAL_VOL,bearish,discount,0.63195,0.6572,0.6067,True,1.7087761716905356,2.736938105504329,plus,1,1
2022-04-30 15:00:00+00:00,bearish,0.6183,0.6188,8.118201006657833,0.00665791692173625,BALANCE,NORMAL_VOL,bearish,discount,0.6248499999999999,0.6516,0.5981,True,8.260842039112912,0.3454533943628986,plus,0,1
2022-04-30 18:00:00+00:00,bearish,0.6109,0.6125,26.25964221237561,0.00685216599018023,BALANCE,NORMAL_VOL,bearish,discount,0.6248499999999999,0.6516,0.5981,True,7.063459943813613,0.583757020149886,plus,1,1
2022-05-01 00:00:00+00:00,bearish,0.5894,0.6035,241.23182207014543,0.00977315239224513,IMBALANCE,NORMAL_VOL,bearish,discount,0.6034999999999999,0.6461,0.5609,True,0.9720507384636906,3.642632240979697,minus,1,1
2022-05-01 16:00:00+00:00,bullish,0.5932,0.6019,143.6829066886877,0.007721906841182792,BALANCE,NORMAL_VOL,bearish,premium,0.59485,0.6288,0.5609,False,3.250492464650785,1.6317213169163367,minus,1,1
2022-05-01 19:00:00+00:00,bearish,0.6005,0.6053,80.33472803347138,0.007887109814168588,BALANCE,NORMAL_VOL,bearish,premium,0.59485,0.6288,0.5609,True,0.22822048157190125,4.196721077794353,minus,1,1
2022-05-02 01:00:00+00:00,bullish,0.6096,0.6106,16.29726205997394,0.008603953860505786,BALANCE,NORMAL_VOL,neutral,premium,0.59485,0.6288,0.5609,False,1.9758357931269364,1.847987594748136,plus,1,1
2022-05-02 18:00:00+00:00,bearish,0.6039,0.6067,46.473029045643564,0.008224816073034116,BALANCE,NORMAL_VOL,bearish,premium,0.59575,0.6306,0.5609,True,0.10942493935527046,3.076056628542561,minus,1,1
2022-05-02 22:00:00+00:00,bullish,0.6096,0.6126,48.85197850512951,0.00848560942997521,BALANCE,NORMAL_VOL,bullish,premium,0.59575,0.6306,0.5609,True,1.6144980644059728,2.1801616198182723,plus,1,1
2022-05-03 17:00:00+00:00,bearish,0.6139,0.6147,13.138446378716093,0.006594973956992801,BALANCE,NORMAL_VOL,neutral,discount,0.61175,0.6306,0.5929,False,2.0166872662018154,1.9863611418980318,plus,1,1
2022-05-03 19:00:00+00:00,bearish,0.6031,0.6086,91.9732441471582,0.006684441830264198,BALANCE,NORMAL_VOL,bearish,discount,0.61175,0.6306,0.5929,True,0.3590426936073882,7.539896565755286,minus,1,1
2022-05-04 01:00:00+00:00,bullish,0.6052,0.6093,67.12508185985581,0.006390388542706446,BALANCE,NORMAL_VOL,bearish,discount,0.6131,0.6306,0.5956,False,7.229607353488631,0.8293705405517212,plus,0,1
