ts,event_side,gap_low,gap_high,gap_bps,gap_size,atr,regime_bias,structure_regime,close,aligned,r_stop_anchor,reason_stop_anchor,r_tp_anchor,reason_tp_anchor
2022-03-03 16:00:00+00:00,bearish,0.12926,0.13101,136.18677042801352,0.0017499999999999738,0.0016800666553987277,bearish,BALANCE,0.1285,True,1.0,tp,1.041625339314089,tp
2022-03-04 01:00:00+00:00,bearish,0.1271,0.1291,158.7805652588125,0.0020000000000000018,0.001760866737241402,bearish,BALANCE,0.12596,True,1.0,tp,-1.0,sl
2022-03-04 19:00:00+00:00,bearish,0.12546,0.126,43.7778678556962,0.0005400000000000127,0.0016921064296383029,bearish,IMBALANCE,0.12335,True,1.0,tp,0.3191288624294386,tp
2022-03-04 20:00:00+00:00,bearish,0.1234,0.12506,135.12413512413582,0.0016600000000000087,0.0017076702560927094,bearish,IMBALANCE,0.12285,True,1.0,tp,0.972084624696939,tp
2022-03-06 10:00:00+00:00,bearish,0.12253,0.12338,69.74645113645717,0.0008500000000000035,0.001152562083430208,bearish,BALANCE,0.12187,True,-1.0,sl,-1.0,sl
2022-03-07 00:00:00+00:00,bearish,0.12087,0.12163,63.24373803777954,0.0007599999999999968,0.0014071092903692425,bearish,IMBALANCE,0.12017,True,1.0,tp,0.5401144070341272,tp
2022-03-07 03:00:00+00:00,bearish,0.11934,0.11987,44.56777665657608,0.0005300000000000027,0.0014003240200223118,bearish,IMBALANCE,0.11892,True,-1.0,sl,-1.0,sl
2022-03-07 19:00:00+00:00,bearish,0.11844,0.11959,99.82638888888874,0.0011499999999999982,0.0015358879618859735,bearish,IMBALANCE,0.1152,True,-1.0,sl,0.7487525317848517,tp
2022-03-07 20:00:00+00:00,bearish,0.1161,0.11719,94.19287936398268,0.0010900000000000076,0.0016447531074655463,bearish,IMBALANCE,0.11572,True,-1.0,sl,-1.0,sl
2022-03-08 15:00:00+00:00,bearish,0.1174,0.11767,23.138229496957106,0.00026999999999999247,0.0015119333991905801,bearish,BALANCE,0.11669,True,1.0,tp,0.17857929465976394,tp
2022-03-10 05:00:00+00:00,bearish,0.11683,0.1186,152.5862068965512,0.0017699999999999938,0.0015454424214936498,bearish,BALANCE,0.116,True,0.0,time,-1.0,sl
2022-03-13 13:00:00+00:00,bearish,0.11433,0.11441,7.039774727208442,7.999999999999674e-05,0.0010301689083762682,bearish,BALANCE,0.11364,True,-1.0,sl,0.07765716801343833,tp
2022-03-13 21:00:00+00:00,bearish,0.1134,0.11355,13.242694446896563,0.00014999999999999736,0.0009629602208078419,bearish,BALANCE,0.11327,True,-1.0,both_sl_first,0.1557696743424769,tp
2022-03-13 23:00:00+00:00,bearish,0.11176,0.11267,81.73897422078576,0.000910000000000008,0.0012085728434516588,bearish,IMBALANCE,0.11133,True,-1.0,sl,0.7529542012553133,tp
2022-03-16 04:00:00+00:00,bearish,0.11299,0.11333,30.208796090627008,0.00034000000000000696,0.001367162886443349,bearish,BALANCE,0.11255,True,-1.0,sl,-1.0,sl
2022-03-16 15:00:00+00:00,bullish,0.11393,0.11418,21.815008726003512,0.0002500000000000002,0.0012065728999172529,bullish,BALANCE,0.1146,True,-1.0,sl,0.2071984212616949,tp
2022-03-16 20:00:00+00:00,bullish,0.11418,0.11544,108.35913312693475,0.0012599999999999972,0.001344332572977362,bullish,BALANCE,0.11628,True,1.0,tp,0.9372680728916725,tp
2022-03-18 17:00:00+00:00,bullish,0.11615,0.11705,76.64793050587618,0.000899999999999998,0.0009017893357147816,bullish,BALANCE,0.11742,True,1.0,tp,0.9980157941063261,tp
2022-03-18 20:00:00+00:00,bullish,0.11775,0.1181,29.543344306575765,0.0003500000000000031,0.0009686192312556029,bullish,BALANCE,0.11847,True,1.0,tp,0.36133909869444264,tp
2022-03-19 10:00:00+00:00,bullish,0.11951,0.12056,86.85581933989539,0.0010499999999999954,0.0009558973969772105,bullish,IMBALANCE,0.12089,True,1.0,tp,1.0984442507327243,tp
