range_zone,event_side,n,mean_gap_bps,mean_mfe_r,mean_mae_r,plus1r_fast,minus1r_fast,both_fast,full_fill_fast,full_fill_slow,edge_score_fast
edge,bearish,91,166.66090324367246,3.637344985290354,2.2702425575376677,0.6373626373626373,0.34065934065934067,0.02197802197802198,0.5384615384615384,0.7032967032967034,0.29670329670329665
edge,bullish,98,205.40392908854713,4.104320071187636,2.9053851337218948,0.42857142857142855,0.5612244897959183,0.01020408163265306,0.673469387755102,0.7959183673469388,-0.13265306122448978
middle,bearish,129,132.8381096859687,2.956377311242216,1.901700670210604,0.5658914728682171,0.4186046511627907,0.0,0.7054263565891473,0.8449612403100775,0.14728682170542634
middle,bullish,80,131.4546126469559,2.354802527101889,2.8268876977227495,0.4375,0.525,0.0125,0.825,0.9125,-0.08750000000000002
