event_side,structure_regime,n,mean_r,median_r,win_rate,tp_rate,sl_rate,time_rate,strategy
bearish,BALANCE,634,0.014195583596214511,0.0,0.4794952681388013,0.4794952681388013,0.46529968454258674,0.055205047318611984,FVG_STOP_ANCHOR
bearish,IMBALANCE,243,0.01646090534979424,0.0,0.4897119341563786,0.4897119341563786,0.4732510288065844,0.037037037037037035,FVG_STOP_ANCHOR
bullish,BALANCE,632,0.03322784810126579,0.0,0.48575949367088606,0.48575949367088606,0.4525316455696203,0.061708860759493674,FVG_STOP_ANCHOR
bullish,IMBALANCE,262,0.038167938931297746,0.0,0.4961832061068702,0.4961832061068702,0.4580152671755725,0.04580152671755725,FVG_STOP_ANCHOR
bearish,BALANCE,634,0.0008213678286735039,0.2195283884251032,0.6498422712933754,0.6498422712933754,0.3454258675078864,0.00473186119873817,FVG_TP_ANCHOR
bearish,IMBALANCE,243,-0.002254829452717499,0.18069798810474716,0.6502057613168725,0.6502057613168725,0.345679012345679,0.00411522633744856,FVG_TP_ANCHOR
bullish,BALANCE,632,0.05252081412459693,0.20814280245996641,0.6756329113924051,0.6756329113924051,0.3227848101265823,0.0015822784810126582,FVG_TP_ANCHOR
bullish,IMBALANCE,262,-0.02004519898329979,0.21773489688885286,0.6374045801526718,0.6374045801526718,0.36259541984732824,0.0,FVG_TP_ANCHOR
