structure_regime,event_side,premium_discount_zone,n,mean_gap_bps,mean_mfe_r,mean_mae_r,plus_hit,minus_hit,both_hit,fill_fast,fill_slow,edge_score
BALANCE,bearish,discount,145,133.03896191675656,3.114745661447249,2.2739797630252925,0.5517241379310345,0.41379310344827586,0.013793103448275862,0.6620689655172414,0.8,0.13793103448275862
BALANCE,bearish,premium,17,185.26863488849287,2.276625891300406,1.6989945204299233,0.6470588235294118,0.35294117647058826,0.0,0.5882352941176471,0.8823529411764706,0.29411764705882354
BALANCE,bullish,discount,2,64.01288269175623,0.2842500763642011,2.568683896133303,0.0,1.0,0.0,1.0,1.0,-1.0
BALANCE,bullish,premium,111,168.88231210786765,3.3048551357113043,2.9629379842578936,0.43243243243243246,0.5315315315315315,0.02702702702702703,0.7567567567567568,0.8378378378378378,-0.09909909909909909
IMBALANCE,bearish,discount,65,199.2247823690259,3.1804153945530818,2.8957120746206875,0.49230769230769234,0.47692307692307695,0.03076923076923077,0.7538461538461538,0.8769230769230769,0.015384615384615385
IMBALANCE,bearish,premium,3,62.99168806904529,0.886307098757588,1.9328617719724246,0.3333333333333333,0.6666666666666666,0.0,1.0,1.0,-0.3333333333333333
IMBALANCE,bullish,premium,72,210.23912772242159,4.891902954806783,2.677463136719234,0.5416666666666666,0.4305555555555556,0.027777777777777776,0.6111111111111112,0.7222222222222222,0.11111111111111105
