ts,event_type,event_side,event_strength_bps,notes,structure_regime,vol_regime,combined_regime,regime_bias,close,atr_pct,hour_utc,weekday
2023-06-30 02:00:00+00:00,ORDER_BLOCK_PROXY,bullish,89.20647350561258,prev bear candle + up displacement close > prev high,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,30648.0,0.5940860934097819,2,Friday
2023-06-30 03:00:00+00:00,FVG,bullish,52.97013434501495,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,30734.3,0.6157805022882745,3,Friday
2023-06-30 13:00:00+00:00,ORDER_BLOCK_PROXY,bearish,292.1978751660022,prev bull candle + down displacement close < prev low,BALANCE,HIGH_VOL,BALANCE__HIGH_VOL,neutral,30120.0,1.0110244955840881,13,Friday
2023-06-30 14:00:00+00:00,FVG,bearish,193.02695927682996,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,30078.7,1.029957011560876,14,Friday
2023-06-30 16:00:00+00:00,ORDER_BLOCK_PROXY,bullish,108.45415795796784,prev bear candle + up displacement close > prev high,BALANCE,HIGH_VOL,BALANCE__HIGH_VOL,neutral,30381.5,1.0708888004573311,16,Friday
2023-06-30 17:00:00+00:00,FVG,bullish,55.4812812266985,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,30442.7,1.0784609990577785,17,Friday
2023-07-02 17:00:00+00:00,ORDER_BLOCK_PROXY,bearish,40.80935263617927,prev bull candle + down displacement close < prev low,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,30434.2,0.40224847492263494,17,Sunday
2023-07-03 05:00:00+00:00,FVG,bearish,13.012043477835974,high[i] < low[i-2],BALANCE,LOW_VOL,BALANCE__LOW_VOL,bullish,30663.9,0.39109058577932176,5,Monday
2023-07-03 15:00:00+00:00,FVG,bullish,13.132483584395285,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,31068.0,0.4182484180825571,15,Monday
2023-07-03 16:00:00+00:00,FVG,bullish,17.78602636971759,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,31035.6,0.46192078978623496,16,Monday
