tp_r,n_trades,total_r,avg_r,median_r,win_rate,tp_rate,sl_rate,time_rate,max_drawdown_r,run_id
1.0,221,61.59715443747961,0.2787201558256996,0.9608222222222228,0.6561085972850679,0.6425339366515838,0.3393665158371041,0.0180995475113122,6.934447389147763,run_fvg_imbalance_tp_sweep_strict_bull_imbalance_tp1.0_20260410_201436
1.5,200,26.44040337752249,0.1322020168876124,-1.002710989462991,0.47,0.445,0.51,0.045,15.680285745969698,run_fvg_imbalance_tp_sweep_strict_bull_imbalance_tp1.5_20260410_201438
2.0,182,18.875494216755264,0.1037115066854684,-1.0076946228655437,0.3901098901098901,0.3516483516483517,0.5879120879120879,0.0604395604395604,14.170717639567265,run_fvg_imbalance_tp_sweep_strict_bull_imbalance_tp2.0_20260410_201440
2.5,178,14.539682890095618,0.0816836117421102,-1.0097234963900112,0.3370786516853932,0.2865168539325842,0.6348314606741573,0.0786516853932584,23.017442733559392,run_fvg_imbalance_tp_sweep_strict_bull_imbalance_tp2.5_20260410_201442
3.0,168,10.8574115345968,0.0646274496106952,-1.0116052188298994,0.3035714285714285,0.238095238095238,0.6666666666666666,0.0952380952380952,24.517442733559385,run_fvg_imbalance_tp_sweep_strict_bull_imbalance_tp3.0_20260410_201444
4.0,164,31.738034746005493,0.1935246021097895,-1.0134118821717748,0.2865853658536585,0.2073170731707317,0.6890243902439024,0.1036585365853658,24.512317563604157,run_fvg_imbalance_tp_sweep_strict_bull_imbalance_tp4.0_20260410_201446
