event_side,structure_regime,n,mean_r,median_r,win_rate,tp_rate,sl_rate,time_rate,strategy
bearish,BALANCE,576,-0.034722222222222224,0.0,0.4444444444444444,0.4444444444444444,0.4791666666666667,0.0763888888888889,FVG_STOP_ANCHOR
bearish,IMBALANCE,282,0.04964539007092199,0.0,0.48226950354609927,0.48226950354609927,0.4326241134751773,0.0851063829787234,FVG_STOP_ANCHOR
bullish,BALANCE,503,0.017892644135188825,0.0,0.4850894632206759,0.4850894632206759,0.4671968190854871,0.04771371769383698,FVG_STOP_ANCHOR
bullish,IMBALANCE,277,-0.03610108303249098,0.0,0.4584837545126354,0.4584837545126354,0.49458483754512633,0.04693140794223827,FVG_STOP_ANCHOR
bearish,BALANCE,576,-0.004212764234845456,0.20037259933176507,0.6284722222222222,0.6284722222222222,0.359375,0.012152777777777778,FVG_TP_ANCHOR
bearish,IMBALANCE,282,-0.017504408349517026,0.1764735415179492,0.6028368794326241,0.6028368794326241,0.3971631205673759,0.0,FVG_TP_ANCHOR
bullish,BALANCE,503,-0.0006863124015326098,0.2226119145489929,0.6461232604373758,0.6461232604373758,0.34990059642147114,0.003976143141153081,FVG_TP_ANCHOR
bullish,IMBALANCE,277,-0.08459594834106882,0.15047091140202948,0.6028880866425993,0.6028880866425993,0.3971119133574007,0.0,FVG_TP_ANCHOR
