ts,event_side,gap_low,gap_high,gap_bps,gap_size,atr,regime_bias,structure_regime,close,aligned,r_stop_anchor,reason_stop_anchor,r_tp_anchor,reason_tp_anchor
2022-03-03 16:00:00+00:00,bearish,42761.4,43310.0,129.34987892606085,548.5999999999985,526.779136199713,bearish,BALANCE,42412.1,True,1.0,tp,1.0414231739656648,tp
2022-03-04 01:00:00+00:00,bearish,41686.5,42362.1,162.7857666062682,675.5999999999985,523.1357159490343,bearish,IMBALANCE,41502.4,True,1.0,tp,1.2914430794968228,tp
2022-03-04 20:00:00+00:00,bearish,39888.7,40552.0,168.1053490599996,663.3000000000029,542.6675009780977,bearish,IMBALANCE,39457.4,True,0.0,time,1.2222954181049743,tp
2022-03-06 10:00:00+00:00,bearish,38720.0,39087.5,96.10330516918104,367.5,351.3221266652732,bearish,IMBALANCE,38240.1,True,-1.0,sl,-1.0,sl
2022-03-06 11:00:00+00:00,bearish,38359.1,38555.0,51.10759204714771,195.90000000000146,347.877689046325,bearish,IMBALANCE,38330.9,True,-1.0,sl,-1.0,sl
2022-03-07 00:00:00+00:00,bearish,38524.0,38918.7,102.8092155815733,394.6999999999971,428.98008612055276,bearish,IMBALANCE,38391.5,True,1.0,tp,0.9200893299487081,tp
2022-03-07 03:00:00+00:00,bearish,37950.0,38261.0,82.16905159476654,311.0,444.7158342590575,bearish,IMBALANCE,37848.8,True,-1.0,sl,-1.0,sl
2022-03-07 19:00:00+00:00,bearish,38020.0,38502.0,129.2616798118465,482.0,521.7368315619264,bearish,BALANCE,37288.7,True,-1.0,sl,-1.0,sl
2022-03-09 04:00:00+00:00,bullish,39500.0,41194.9,407.12254270835376,1694.9000000000015,594.9347153757863,bullish,BALANCE,41631.2,True,-1.0,sl,-1.0,sl
2022-03-11 02:00:00+00:00,bearish,38724.2,39101.9,98.74251653551656,377.70000000000437,502.8022386831186,bearish,BALANCE,38251.0,True,-1.0,sl,-1.0,sl
2022-03-11 14:00:00+00:00,bearish,39596.9,39710.0,28.77525785785851,113.09999999999854,528.0410502304841,bearish,BALANCE,39304.6,True,1.0,tp,0.21418789306367544,tp
2022-03-13 23:00:00+00:00,bearish,37869.7,38631.1,201.72903027525163,761.4000000000015,328.96238564134376,bearish,BALANCE,37743.7,True,-1.0,sl,-1.0,sl
2022-03-14 23:00:00+00:00,bullish,38768.7,39312.0,137.01082872259477,543.3000000000029,398.6418911635361,bullish,BALANCE,39653.8,True,-1.0,sl,-1.0,sl
2022-03-15 08:00:00+00:00,bearish,38470.8,38707.1,61.62006263706633,236.29999999999563,390.8487591278841,bearish,BALANCE,38347.9,True,-1.0,sl,-1.0,sl
2022-03-16 02:00:00+00:00,bullish,39419.1,39458.5,9.64084193423709,39.400000000001455,546.3398522878323,bullish,BALANCE,40867.8,True,-1.0,sl,-1.0,both_sl_first
2022-03-16 09:00:00+00:00,bullish,39659.9,40209.0,135.61976081920128,549.0999999999985,612.7356565204453,bullish,BALANCE,40488.2,True,-1.0,sl,0.8961450083029004,tp
2022-03-16 20:00:00+00:00,bullish,40575.0,40750.0,42.44729259040061,175.0,680.6855832912677,bullish,BALANCE,41227.6,True,-1.0,sl,0.2570937365146404,tp
