symbols,total_trades,total_r_sum,avg_r_weighted_by_trades,mean_symbol_avg_r,mean_win_rate,worst_symbol_max_dd_r
6,1249,227.26365813444482,0.18195649170091657,0.1812587863835109,0.6058625512104591,10.398859452204434
