range_zone,event_side,n,mean_gap_bps,mean_mfe_r,mean_mae_r,plus1r_fast,minus1r_fast,both_fast,full_fill_fast,full_fill_slow,edge_score_fast
edge,bearish,520,106.92378629970108,3.0690992382692497,2.1670826889533807,0.5307692307692308,0.4480769230769231,0.011538461538461539,0.5423076923076923,0.725,0.08269230769230768
edge,bullish,591,109.12973029825804,2.9719814231483155,2.444997106700922,0.505922165820643,0.4805414551607445,0.011844331641285956,0.626057529610829,0.7563451776649747,0.025380710659898498
middle,bearish,390,72.34617434232851,2.480122906265691,2.72561892073701,0.44871794871794873,0.5487179487179488,0.0,0.782051282051282,0.8692307692307693,-0.10000000000000003
middle,bullish,318,69.50420434696042,2.442598321699214,2.4115730037567835,0.49056603773584906,0.5062893081761006,0.0,0.7452830188679245,0.8364779874213837,-0.01572327044025157
