strategy,total_n,avg_mean_r,avg_median_r,avg_win_rate,avg_tp_rate,avg_sl_rate,avg_time_rate
FVG_STOP_ANCHOR,1567,0.0609494663122991,0.25,0.4921519639360863,0.4921519639360863,0.43120249762378715,0.07664553844012656
FVG_TP_ANCHOR,1567,0.03263202546140802,0.2194639779140496,0.6326991540151115,0.6326991540151115,0.36356763373627843,0.0037332122486101217
