strategy,total_n,avg_mean_r,avg_median_r,avg_win_rate,avg_tp_rate,avg_sl_rate,avg_time_rate
FVG_TP_ANCHOR,1712,0.005421306831040147,0.19315728001558014,0.6494959413735317,0.6494959413735317,0.3484148216056695,0.002089237020798802
FVG_STOP_ANCHOR,1712,-0.02441819910815265,0.0,0.457056370934746,0.457056370934746,0.4814745700428986,0.06146905902235536
