symbol,n_trades,total_r,avg_r,median_r,win_rate,tp_rate,sl_rate,time_rate,max_drawdown_r
BTCUSDT,202,32.708204629251185,0.1619218050953029,0.9177402811451552,0.6039603960396039,0.594059405940594,0.3910891089108911,0.01485148514851485,7.480853614984536
