symbol,n_trades,total_r,avg_r,median_r,win_rate,tp_rate,sl_rate,time_rate,max_drawdown_r
DOGEUSDT,219,28.92955496215007,0.13209842448470352,0.9560551724137936,0.5753424657534246,0.5753424657534246,0.4200913242009132,0.0045662100456621,10.211330312812416
