n_trades,win_pct,avg_r,median_r,total_r,best_r,worst_r,maxDD_r,mcl,baseline_total_r,saved_r,sl_hits,be_hits,tp_hits
3819,24.54,0.3475,-1.0115,1327.1,19.49,-1.76,103.71,65,1414.1,-87.0,2882,59,878
