symbol,rsi_period,rsi_l,rsi_h,sl_n,tp_r,mfe1,lock1,mfe2,lock2,n_trades,baseline_total_r,managed_total_r,delta_m_minus_b,win_pct,max_dd_r,avg_hold_h
BTCUSDT,28,40,70,2,0.7,1.0,0.8,6.5,5.5,202,-53.46074207483427,-53.46074207483427,0.0,50.495049504950494,56.36331751835127,8.743399339933994
BTCUSDT,28,40,70,2,1.0,1.0,0.8,6.5,5.5,202,-62.86074207483421,-62.86074207483421,0.0,40.5940594059406,64.69831444263801,10.657590759075909
BTCUSDT,14,40,70,2,7.0,1.0,0.8,6.5,5.5,405,-65.22192070922273,-65.22192070922273,0.0,12.345679012345679,137.71597598705952,21.085596707818933
BTCUSDT,21,40,70,2,1.0,1.0,0.8,6.5,5.5,274,-90.05601936627716,-90.05601936627716,0.0,41.97080291970803,92.76951028908451,5.368613138686133
BTCUSDT,14,40,70,2,14.0,1.0,0.8,6.5,5.5,405,-90.22192070922273,-90.22192070922273,0.0,6.172839506172839,148.99644900930082,41.038271604938274
BTCUSDT,21,40,70,2,0.7,1.0,0.8,6.5,5.5,274,-90.85601936627708,-90.85601936627708,0.0,49.27007299270073,93.76951028908441,3.3774330900243306
BTCUSDT,28,40,70,2,7.0,1.0,0.8,6.5,5.5,202,-98.8607420748342,-98.8607420748342,0.0,7.920792079207921,112.12696419416639,30.763613861386137
BTCUSDT,7,40,70,2,7.0,1.0,0.8,6.5,5.5,682,-101.66831651684805,-101.66831651684805,0.0,12.463343108504398,174.18584723117465,22.791300097751716
BTCUSDT,7,40,70,2,14.0,1.0,0.8,6.5,5.5,682,-106.66831651684805,-106.66831651684805,0.0,6.598240469208211,199.1858472311745,35.662390029325515
BTCUSDT,28,40,70,2,14.0,1.0,0.8,6.5,5.5,202,-121.86074207483418,-121.86074207483418,0.0,3.4653465346534658,128.27154796671346,39.324669966996694
BTCUSDT,21,40,70,2,7.0,1.0,0.8,6.5,5.5,274,-122.05601936627716,-122.05601936627716,0.0,9.124087591240876,149.852654880143,27.882907542579076
BTCUSDT,14,40,70,2,1.0,1.0,0.8,6.5,5.5,405,-135.2219207092227,-135.2219207092227,0.0,40.49382716049383,141.43042352294245,4.093004115226338
BTCUSDT,14,40,70,2,0.7,1.0,0.8,6.5,5.5,405,-138.82192070922267,-138.82192070922267,0.0,46.913580246913575,143.69535046857044,2.8985596707818932
BTCUSDT,7,40,70,2,1.0,1.0,0.8,6.5,5.5,682,-167.66831651684805,-167.66831651684805,0.0,45.01466275659824,178.24418068732518,3.817693059628543
BTCUSDT,21,40,70,2,14.0,1.0,0.8,6.5,5.5,274,-172.05601936627713,-172.05601936627713,0.0,3.64963503649635,183.94941349654036,44.887773722627735
BTCUSDT,7,40,70,2,0.7,1.0,0.8,6.5,5.5,682,-174.7683165168481,-174.7683165168481,0.0,51.759530791788855,184.84675710416496,2.355816226783969
ETHUSDT,7,40,70,2,14.0,1.0,0.8,6.5,5.5,618,90.83186491877444,90.83186491877444,0.0,8.090614886731391,77.24700448553352,43.72397518878101
ETHUSDT,21,40,70,2,1.0,1.0,0.8,6.5,5.5,253,-34.513808933539465,-34.513808933539465,0.0,46.24505928853755,39.306717608138634,6.443017127799736
ETHUSDT,14,40,70,2,14.0,1.0,0.8,6.5,5.5,356,-34.94639685847196,-34.94639685847196,0.0,6.460674157303371,96.38601653699975,75.03558052434457
