stream,sym,side,entry_ts_utc,exit_ts_utc,year,entry_price,stop_init,tp_price,risk,tp_r,managed_r,baseline_r,saved_r,managed_reason,bars_5m,duration_h,mfe_r
S5,BNBUSDT,-1,2022-01-05T20:00:00+00:00,2022-01-07T04:15:00+00:00,2022,492.9,502.01599876,447.32000622,9.11599876,5.0,4.983779,4.983779,0.0,TP,388,32.25,5.1996
S5,BNBUSDT,-1,2022-01-06T03:00:00+00:00,2022-01-06T18:45:00+00:00,2022,466.0,480.0796703,395.60164852,14.0796703,5.0,-1.009929,-1.009929,0.0,SL,190,15.75,0.5114
S4,BNBUSDT,1,2022-01-10T17:00:00+00:00,2022-01-10T17:25:00+00:00,2022,427.3,414.24432726,681.88561834,13.05567274,19.5,-1.009819,-1.009819,0.0,SL,6,0.42,0.0766
S5,BNBUSDT,-1,2022-01-17T13:00:00+00:00,2022-01-21T01:05:00+00:00,2022,475.8,483.96089607,434.99551967,8.16089607,5.0,4.982509,4.982509,0.0,TP,1010,84.08,5.1955
S2,BNBUSDT,-1,2022-01-18T09:00:00+00:00,2022-01-18T22:25:00+00:00,2022,465.3,473.08063138,441.95810586,7.78063138,3.0,-1.017941,-1.017941,0.0,SL,162,13.42,1.041
S4,BNBUSDT,1,2022-01-18T22:00:00+00:00,2022-01-19T07:05:00+00:00,2022,469.8,459.58683359,668.95674505,10.21316641,19.5,-1.0138,-1.0138,0.0,SL,110,9.08,0.94
S2,BNBUSDT,-1,2022-01-20T22:00:00+00:00,2022-01-21T03:25:00+00:00,2022,448.5,457.54135421,421.37593738,9.04135421,3.0,2.985118,2.985118,0.0,TP,66,5.42,3.0969
S5,BNBUSDT,-1,2022-01-21T02:00:00+00:00,2022-01-22T07:25:00+00:00,2022,424.2,439.18569407,349.27152965,14.98569407,5.0,4.991508,4.991508,0.0,TP,354,29.42,5.1249
S1,BNBUSDT,1,2022-01-22T11:00:00+00:00,2022-01-24T12:40:00+00:00,2022,362.5,339.01870352,644.27555779,23.48129648,12.0,-1.004631,-1.004631,0.0,SL,597,49.67,1.1286
S5,BNBUSDT,-1,2022-01-31T01:00:00+00:00,2022-01-31T14:55:00+00:00,2022,368.8,376.84562953,328.57185236,8.04562953,5.0,-1.013752,-1.013752,0.0,SL,168,13.92,0.4474
S2,BNBUSDT,-1,2022-01-31T23:00:00+00:00,2022-02-01T03:20:00+00:00,2022,376.1,381.8781724,358.76548281,5.7781724,3.0,-1.019527,-1.019527,0.0,SL,53,4.33,0.4673
S3,BNBUSDT,-1,2022-01-31T23:00:00+00:00,2022-02-01T03:05:00+00:00,2022,376.1,380.67781724,343.35702308,7.70422986,4.25,-0.608841,-0.608841,0.0,SL,50,4.08,0.3505
S2,BNBUSDT,-1,2022-02-02T15:00:00+00:00,2022-02-04T07:00:00+00:00,2022,373.0,378.38883094,356.83350719,5.38883094,3.0,-1.020765,-1.020765,0.0,SL,481,40.0,2.4866
S3,BNBUSDT,-1,2022-02-02T15:00:00+00:00,2022-02-04T15:15:00+00:00,2022,373.0,382.93888309,342.46329135,7.18510792,4.25,-1.398835,-1.398835,0.0,SL,580,48.25,1.865
S1,BNBUSDT,1,2022-02-04T18:00:00+00:00,2022-02-20T05:00:00+00:00,2022,392.6,383.73929623,498.92844526,8.86070377,12.0,-1.013292,-1.013292,0.0,SL,4453,371.0,5.9589
S1,BNBUSDT,1,2022-02-05T05:00:00+00:00,2022-02-05T17:00:00+00:00,2022,419.2,409.24950478,538.60594258,9.95049522,12.0,-1.012639,-1.012639,0.0,SL,145,12.0,1.1859
S1,BNBUSDT,1,2022-02-05T06:00:00+00:00,2022-02-05T14:30:00+00:00,2022,429.5,418.44596873,562.14837525,11.05403127,12.0,-1.011656,-1.011656,0.0,SL,103,8.5,0.1357
S5,BNBUSDT,-1,2022-02-05T07:00:00+00:00,2022-02-07T14:35:00+00:00,2022,422.1,433.73588618,363.9205691,11.63588618,5.0,-1.010883,-1.010883,0.0,SL,668,55.58,1.2977
S2,BNBUSDT,-1,2022-02-08T09:00:00+00:00,2022-02-10T13:00:00+00:00,2022,427.0,434.50035731,404.49892806,7.50035731,3.0,-1.017079,-1.017079,0.0,SL,625,52.0,2.7732
S2,BNBUSDT,-1,2022-02-10T14:00:00+00:00,2022-02-10T14:55:00+00:00,2022,414.1,421.60736579,391.57790262,7.50736579,3.0,-1.016548,-1.016548,0.0,SL,12,0.92,0.5461
S1,BNBUSDT,1,2022-02-15T09:00:00+00:00,2022-02-16T13:55:00+00:00,2022,432.2,422.68938597,546.32736833,9.51061403,12.0,-1.013633,-1.013633,0.0,SL,348,28.92,1.1356
S1,BNBUSDT,1,2022-02-15T11:00:00+00:00,2022-02-17T13:40:00+00:00,2022,429.7,418.44952158,564.70574106,11.25047842,12.0,-1.011458,-1.011458,0.0,SL,609,50.67,0.3822
S2,BNBUSDT,-1,2022-02-18T16:00:00+00:00,2022-02-19T00:35:00+00:00,2022,395.2,402.47440612,373.37678163,7.27440612,3.0,-1.016298,-1.016298,0.0,SL,104,8.58,0.4124
S5,BNBUSDT,-1,2022-02-20T07:00:00+00:00,2022-02-21T01:05:00+00:00,2022,378.6,387.19895089,335.60524553,8.59895089,5.0,-1.013209,-1.013209,0.0,SL,218,18.08,0.4187
S5,BNBUSDT,-1,2022-02-20T09:00:00+00:00,2022-02-20T23:00:00+00:00,2022,376.5,385.36950358,332.15248211,8.86950358,5.0,-1.012735,-1.012735,0.0,SL,169,14.0,0.1691
S2,BNBUSDT,-1,2022-02-21T09:00:00+00:00,2022-02-21T11:55:00+00:00,2022,387.2,393.49812785,368.30561645,6.29812785,3.0,2.981556,2.981556,0.0,TP,36,2.92,3.1755
S2,BNBUSDT,-1,2022-02-21T11:00:00+00:00,2022-02-21T23:25:00+00:00,2022,378.0,384.66649799,358.00050602,6.66649799,3.0,2.98299,2.98299,0.0,TP,150,12.42,3.0151
S3,BNBUSDT,-1,2022-02-21T11:00:00+00:00,2022-02-24T03:40:00+00:00,2022,378.0,386.1666498,340.22317803,8.88866399,4.25,4.237242,4.237242,0.0,TP,777,64.67,4.3539
S5,BNBUSDT,-1,2022-02-24T04:00:00+00:00,2022-02-24T19:30:00+00:00,2022,341.9,354.39471355,279.42643225,12.49471355,5.0,-1.008209,-1.008209,0.0,SL,187,15.5,1.4726
S4,BNBUSDT,1,2022-02-28T15:00:00+00:00,2022-03-04T16:00:00+00:00,2022,376.8,366.62016491,575.30678419,10.17983509,19.5,0.988896,-1.011104,2.0,BE,1165,97.0,4.725
S1,BNBUSDT,1,2022-02-28T16:00:00+00:00,2022-03-04T22:30:00+00:00,2022,382.8,372.10443885,511.14673382,10.69556115,12.0,-1.010737,-1.010737,0.0,SL,1231,102.5,3.9362
S1,BNBUSDT,1,2022-03-01T07:00:00+00:00,2022-03-04T00:45:00+00:00,2022,406.9,396.27467206,534.40393534,10.62532794,12.0,-1.011489,-1.011489,0.0,SL,790,65.75,1.6941
S1,BNBUSDT,1,2022-03-01T09:00:00+00:00,2022-03-01T09:30:00+00:00,2022,418.6,406.69652846,561.44165853,11.90347154,12.0,-1.01055,-1.01055,0.0,SL,7,0.5,0.5293
S5,BNBUSDT,-1,2022-03-01T10:00:00+00:00,2022-03-25T12:30:00+00:00,2022,406.4,420.41036643,336.34816783,14.01036643,5.0,-1.008702,-1.008702,0.0,SL,6943,578.5,3.3475
S5,BNBUSDT,-1,2022-03-13T23:00:00+00:00,2022-03-14T04:10:00+00:00,2022,362.1,367.7314717,333.94264151,5.6314717,5.0,-1.01929,-1.01929,0.0,SL,63,5.17,0.4617
S2,BNBUSDT,-1,2022-03-16T04:00:00+00:00,2022-03-16T08:35:00+00:00,2022,370.5,376.41615913,352.75152261,5.91615913,3.0,-1.018788,-1.018788,0.0,SL,56,4.58,0.4564
S2,BNBUSDT,-1,2022-03-17T15:00:00+00:00,2022-03-18T15:45:00+00:00,2022,387.1,392.65707066,370.42878803,5.55707066,3.0,-1.020898,-1.020898,0.0,SL,298,24.75,0.5578
S4,BNBUSDT,1,2022-03-20T23:00:00+00:00,2022-03-21T02:30:00+00:00,2022,393.1,386.84241396,515.12292787,6.25758604,19.5,-1.018846,-1.018846,0.0,SL,43,3.5,0.0
S2,BNBUSDT,-1,2022-03-23T18:00:00+00:00,2022-03-23T23:40:00+00:00,2022,403.0,407.85484533,388.435464,4.85484533,3.0,-1.024903,-1.024903,0.0,SL,69,5.67,0.206
S2,BNBUSDT,-1,2022-03-25T16:00:00+00:00,2022-03-27T02:05:00+00:00,2022,413.0,417.743705,398.76888501,4.743705,3.0,-1.026119,-1.026119,0.0,SL,410,34.08,1.581
S4,BNBUSDT,1,2022-03-25T19:00:00+00:00,2022-04-01T02:25:00+00:00,2022,411.7,404.73400395,547.53692307,6.96599605,19.5,0.98227,-1.01773,2.0,BE,1818,151.42,5.8283
S1,BNBUSDT,1,2022-03-28T14:00:00+00:00,2022-03-28T16:20:00+00:00,2022,440.9,434.12925781,522.14890634,6.77074219,12.0,-1.019536,-1.019536,0.0,SL,29,2.33,0.0
S2,BNBUSDT,-1,2022-03-29T16:00:00+00:00,2022-03-30T11:20:00+00:00,2022,434.5,439.88056327,418.35831018,5.38056327,3.0,-1.024226,-1.024226,0.0,SL,233,19.33,1.6727
S2,BNBUSDT,-1,2022-03-30T19:00:00+00:00,2022-03-31T01:50:00+00:00,2022,445.2,451.45016249,426.44951252,6.25016249,3.0,-1.021369,-1.021369,0.0,SL,83,6.83,0.8
S1,BNBUSDT,1,2022-03-31T01:00:00+00:00,2022-03-31T14:00:00+00:00,2022,448.2,439.67523033,550.49723602,8.52476967,12.0,-1.015773,-1.015773,0.0,SL,157,13.0,0.481
S5,BNBUSDT,-1,2022-03-31T17:00:00+00:00,2022-04-01T13:00:00+00:00,2022,424.4,434.78630597,372.46847017,10.38630597,5.0,-1.012258,-1.012258,0.0,SL,241,20.0,1.1169
S5,BNBUSDT,-1,2022-04-06T14:00:00+00:00,2022-04-07T18:10:00+00:00,2022,428.0,437.65596961,379.72015196,9.65596961,5.0,-1.013297,-1.013297,0.0,SL,339,28.17,1.222
S5,BNBUSDT,-1,2022-04-11T10:00:00+00:00,2022-04-12T12:30:00+00:00,2022,407.0,414.75366405,368.23167975,7.75366405,5.0,-1.015747,-1.015747,0.0,SL,319,26.5,2.0377
S5,BNBUSDT,-1,2022-04-18T00:00:00+00:00,2022-04-18T17:10:00+00:00,2022,406.7,411.43256188,383.0371906,4.73256188,5.0,-1.025781,-1.025781,0.0,SL,207,17.17,2.2187
S5,BNBUSDT,-1,2022-04-18T05:00:00+00:00,2022-04-18T11:15:00+00:00,2022,397.4,403.68321997,365.98390014,6.28321997,5.0,-1.018974,-1.018974,0.0,SL,76,6.25,0.1751
S1,BNBUSDT,1,2022-04-19T08:00:00+00:00,2022-04-20T18:40:00+00:00,2022,421.8,415.71151609,494.86180695,6.08848391,12.0,-1.020783,-1.020783,0.0,SL,417,34.67,1.5767
S2,BNBUSDT,-1,2022-04-20T14:00:00+00:00,2022-04-21T20:35:00+00:00,2022,422.4,427.41749688,407.34750937,5.01749688,3.0,2.974744,2.974744,0.0,TP,368,30.58,3.0095
S2,BNBUSDT,-1,2022-04-21T16:00:00+00:00,2022-04-21T20:40:00+00:00,2022,420.5,425.12118069,406.63645793,4.62118069,3.0,2.972702,2.972702,0.0,TP,57,4.67,3.1161
S2,BNBUSDT,-1,2022-04-22T16:00:00+00:00,2022-04-25T01:00:00+00:00,2022,406.1,411.18875019,390.83374942,5.08875019,3.0,2.976059,2.976059,0.0,TP,685,57.0,3.0263
S5,BNBUSDT,-1,2022-04-25T01:00:00+00:00,2022-04-25T16:15:00+00:00,2022,391.8,397.37313928,363.93430358,5.57313928,5.0,-1.02109,-1.02109,0.0,SL,184,15.25,1.7046
S5,BNBUSDT,-1,2022-04-25T07:00:00+00:00,2022-04-25T12:15:00+00:00,2022,387.2,393.01523949,358.12380257,5.81523949,5.0,-1.019975,-1.019975,0.0,SL,64,5.25,0.8426
S2,BNBUSDT,-1,2022-04-28T14:00:00+00:00,2022-04-28T15:05:00+00:00,2022,399.2,404.72224834,382.63325499,5.52224834,3.0,-1.021687,-1.021687,0.0,SL,14,1.08,0.3803
S2,BNBUSDT,-1,2022-05-05T12:00:00+00:00,2022-05-05T15:05:00+00:00,2022,404.5,409.8746427,388.3760719,5.3746427,3.0,2.977422,2.977422,0.0,TP,38,3.08,4.1863
S2,BNBUSDT,-1,2022-05-05T14:00:00+00:00,2022-05-05T15:05:00+00:00,2022,401.0,406.78374804,383.64875588,5.78374804,3.0,2.9792,2.9792,0.0,TP,14,1.08,3.2851
S2,BNBUSDT,-1,2022-05-05T15:00:00+00:00,2022-05-05T18:20:00+00:00,2022,392.5,399.04919461,372.85241617,6.54919461,3.0,2.982021,2.982021,0.0,TP,41,3.33,3.1302
S3,BNBUSDT,-1,2022-05-05T15:00:00+00:00,2022-05-08T03:10:00+00:00,2022,392.5,402.65491946,355.38789721,8.73225948,4.25,4.236516,4.236516,0.0,TP,723,60.17,4.2601
S5,BNBUSDT,-1,2022-05-05T18:00:00+00:00,2022-05-09T14:35:00+00:00,2022,376.7,386.78453866,326.27730671,10.08453866,5.0,4.988794,4.988794,0.0,TP,1112,92.58,5.0771
S2,BNBUSDT,-1,2022-05-09T03:00:00+00:00,2022-05-09T10:45:00+00:00,2022,348.5,354.56699751,330.29900747,6.06699751,3.0,2.982767,2.982767,0.0,TP,94,7.75,3.0328
S5,BNBUSDT,-1,2022-05-09T11:00:00+00:00,2022-05-09T13:35:00+00:00,2022,327.6,337.30076249,279.09618757,9.70076249,5.0,-1.010131,-1.010131,0.0,SL,32,2.58,0.0103
S1,BNBUSDT,1,2022-05-09T12:00:00+00:00,2022-05-09T15:30:00+00:00,2022,332.9,323.06357769,450.9370677,9.83642231,12.0,-1.010153,-1.010153,0.0,SL,43,3.5,0.488
S5,BNBUSDT,-1,2022-05-09T15:00:00+00:00,2022-05-11T12:50:00+00:00,2022,326.5,337.35175649,272.24121754,10.85175649,5.0,4.990974,4.990974,0.0,TP,551,45.83,5.0222
S5,BNBUSDT,-1,2022-05-11T13:00:00+00:00,2022-05-11T13:45:00+00:00,2022,275.4,295.35695986,175.6152007,19.95695986,5.0,-1.00414,-1.00414,0.0,SL,10,0.75,0.005
S2,BNBUSDT,-1,2022-05-11T16:00:00+00:00,2022-05-12T05:05:00+00:00,2022,288.2,305.34428958,236.76713126,17.14428958,3.0,2.994957,2.994957,0.0,TP,158,13.08,3.0797
S5,BNBUSDT,-1,2022-05-19T00:00:00+00:00,2022-05-19T03:05:00+00:00,2022,287.8,295.66402842,248.47985792,7.86402842,5.0,-1.010979,-1.010979,0.0,SL,38,3.08,0.1272
S2,BNBUSDT,-1,2022-05-20T15:00:00+00:00,2022-05-21T15:50:00+00:00,2022,304.4,310.93182525,284.80452425,6.53182525,3.0,-1.013981,-1.013981,0.0,SL,299,24.83,1.5769
S1,BNBUSDT,1,2022-05-23T12:00:00+00:00,2022-05-23T14:05:00+00:00,2022,332.7,326.88079734,402.53043196,5.81920266,12.0,-1.017152,-1.017152,0.0,SL,26,2.08,0.4984
S2,BNBUSDT,-1,2022-05-23T20:00:00+00:00,2022-05-24T05:05:00+00:00,2022,323.5,329.23351695,306.29944914,5.73351695,3.0,-1.016927,-1.016927,0.0,SL,110,9.08,1.4302
S3,BNBUSDT,-1,2022-05-23T20:00:00+00:00,2022-05-25T01:05:00+00:00,2022,323.5,330.9733517,291.0100706,7.64468927,4.25,-0.990282,-0.990282,0.0,SL,350,29.08,1.4912
S2,BNBUSDT,-1,2022-05-24T14:00:00+00:00,2022-05-24T15:45:00+00:00,2022,316.6,323.43526354,296.09420938,6.83526354,3.0,-1.013896,-1.013896,0.0,SL,22,1.75,0.6584
S2,BNBUSDT,-1,2022-05-26T09:00:00+00:00,2022-05-30T03:45:00+00:00,2022,310.9,318.11977825,289.24066525,7.21977825,3.0,-1.012919,-1.012919,0.0,SL,1090,90.75,2.8117
S2,BNBUSDT,-1,2022-06-01T16:00:00+00:00,2022-06-06T07:00:00+00:00,2022,305.5,311.43799754,287.68600739,5.93799754,3.0,-1.015434,-1.015434,0.0,SL,1333,111.0,2.0546
S3,BNBUSDT,-1,2022-06-01T16:00:00+00:00,2022-06-11T14:50:00+00:00,2022,305.5,313.79379975,271.85134728,7.91733005,4.25,4.238424,4.238424,0.0,TP,2867,238.83,4.2944
S1,BNBUSDT,1,2022-06-06T02:00:00+00:00,2022-06-06T16:15:00+00:00,2022,306.5,301.87153532,362.04157622,4.62846468,12.0,-1.019866,-1.019866,0.0,SL,172,14.25,1.2531
S1,BNBUSDT,1,2022-06-06T07:00:00+00:00,2022-06-06T13:10:00+00:00,2022,310.8,305.98346273,368.59844718,4.81653727,12.0,-1.019358,-1.019358,0.0,SL,75,6.17,0.3114
S5,BNBUSDT,-1,2022-06-07T01:00:00+00:00,2022-06-07T19:45:00+00:00,2022,286.3,294.03273151,247.63634247,7.73273151,5.0,-1.011107,-1.011107,0.0,SL,226,18.75,1.6553
S2,BNBUSDT,-1,2022-06-08T04:00:00+00:00,2022-06-08T08:30:00+00:00,2022,285.2,292.14601948,264.36194157,6.94601948,3.0,-1.012318,-1.012318,0.0,SL,55,4.5,0.1008
S2,BNBUSDT,-1,2022-06-10T16:00:00+00:00,2022-06-11T12:55:00+00:00,2022,290.5,295.45914495,275.62256514,4.95914495,3.0,2.982426,2.982426,0.0,TP,252,20.92,3.1054
S5,BNBUSDT,-1,2022-06-11T13:00:00+00:00,2022-06-13T01:50:00+00:00,2022,275.1,281.71069409,242.04652954,6.61069409,5.0,4.987516,4.987516,0.0,TP,443,36.83,5.1734
S5,BNBUSDT,-1,2022-06-12T03:00:00+00:00,2022-06-12T15:15:00+00:00,2022,256.3,265.70350585,209.28247074,9.40350585,5.0,-1.008177,-1.008177,0.0,SL,148,12.25,0.553
S5,BNBUSDT,-1,2022-06-13T03:00:00+00:00,2022-06-18T20:10:00+00:00,2022,236.7,247.11121372,184.64393142,10.41121372,5.0,4.993179,4.993179,0.0,TP,1647,137.17,5.1195
S5,BNBUSDT,-1,2022-06-13T09:00:00+00:00,2022-06-15T23:20:00+00:00,2022,222.1,234.59597984,159.6201008,12.49597984,5.0,-1.005332,-1.005332,0.0,SL,749,62.33,1.8966
S2,BNBUSDT,-1,2022-06-28T23:00:00+00:00,2022-06-30T06:35:00+00:00,2022,227.1,231.64239743,213.4728077,4.54239743,3.0,2.985001,2.985001,0.0,TP,380,31.58,3.2582
S5,BNBUSDT,-1,2022-06-29T04:00:00+00:00,2022-07-04T23:20:00+00:00,2022,224.6,230.94110817,192.89445915,6.34110817,5.0,-1.010626,-1.010626,0.0,SL,1673,139.33,3.0279
S5,BNBUSDT,-1,2022-06-30T14:00:00+00:00,2022-06-30T16:15:00+00:00,2022,207.6,213.86257263,176.28713686,6.26257263,5.0,-1.009945,-1.009945,0.0,SL,28,2.25,0.016
