symbol,n_trades,total_r,avg_r,median_r,win_rate,tp_rate,sl_rate,time_rate,max_drawdown_r
XRPUSDT,218,19.264708824936697,0.08837022396759953,0.9344779939209732,0.5596330275229358,0.5458715596330275,0.43119266055045874,0.022935779816513763,18.17329228020241
