symbol,n_trades,n_chunks_with_trades,baseline_total_r,managed_total_r,baseline_delta_r,win_pct,max_dd_r,avg_hold_h
BTCUSDT,335,49,361.4793736611657,269.47937366116594,-91.99999999999977,51.64179104477612,23.194073380067266,6.97686567164179
ETHUSDT,333,50,483.0907464676328,253.49074646763245,-229.60000000000036,46.846846846846844,27.19281543885451,6.197447447447447
XRPUSDT,244,43,423.3985905437165,290.09859054371657,-133.29999999999995,55.32786885245902,8.516743654761305,22.79849726775956
SOLUSDT,356,49,284.24833732889186,316.8483373288919,32.60000000000002,52.52808988764045,12.927742349777134,10.65496254681648
LINKUSDT,317,45,225.94557048281976,233.24557048281974,7.299999999999983,49.52681388012618,12.540950447137902,14.742902208201892
