stream,sym,side,entry_ts_utc,exit_ts_utc,year,entry_price,stop_init,tp_price,risk,tp_r,managed_r,baseline_r,saved_r,managed_reason,bars_5m,duration_h,mfe_r,balance_before,risk_pct,dollar_risk,dollar_pnl,balance_after
S2,XRPUSDT,-1,2025-02-07T21:00:00+00:00,2025-02-09T01:55:00+00:00,2025,2.3574,2.44771247,2.08646259,0.09031247,3.0,-1.007831,-1.007831,0.0,SL,348,28.92,0.1207,1321186.45,2.7559,36410.58,-36695.71,1207501.74
S3,BTCUSDT,-1,2025-02-07T21:00:00+00:00,2025-02-09T03:35:00+00:00,2025,95717.6,97027.66853402,87667.04973903,1894.24712023,4.25,-0.706763,-0.706763,0.0,SL,368,30.58,0.079,1321186.45,3.3981,44895.24,-31730.29,1175771.44
S3,SOLUSDT,-1,2025-02-07T21:00:00+00:00,2025-02-08T13:40:00+00:00,2025,189.72,196.09916412,159.16736635,7.18885498,4.25,-0.895286,-0.895286,0.0,SL,201,16.67,0.2393,1321186.45,3.3981,44895.24,-40194.08,1244197.45
S2,DOGEUSDT,-1,2025-02-09T22:00:00+00:00,2025-02-09T22:40:00+00:00,2025,0.24173,0.24688384,0.22626847,0.00515384,3.0,-1.014071,-1.014071,0.0,SL,9,0.67,0.4327,1101878.65,2.7559,30366.67,-30793.96,1071084.69
S2,LINKUSDT,-1,2025-02-09T22:00:00+00:00,2025-02-09T22:40:00+00:00,2025,17.598,18.0973964,16.09981081,0.4993964,3.0,-1.010572,-1.010572,0.0,SL,9,0.67,0.3344,1101878.65,2.7559,30366.67,-30687.71,1040396.98
S2,DOGEUSDT,-1,2025-02-10T02:00:00+00:00,2025-02-10T03:30:00+00:00,2025,0.24339,0.24985744,0.22398767,0.00646744,3.0,-1.01129,-1.01129,0.0,SL,19,1.5,0.3046,1040396.98,2.7559,28672.3,-28996.01,1011400.97
S2,ETHUSDT,-1,2025-02-10T02:00:00+00:00,2025-02-10T03:30:00+00:00,2025,2573.21,2633.42571751,2392.56284748,60.21571751,3.0,-1.01282,-1.01282,0.0,SL,19,1.5,0.0945,1040396.98,2.7559,28672.3,-29039.88,982361.09
S2,LINKUSDT,-1,2025-02-10T02:00:00+00:00,2025-02-10T03:30:00+00:00,2025,17.757,18.35837885,15.95286344,0.60137885,3.0,-1.008858,-1.008858,0.0,SL,19,1.5,0.1746,1040396.98,2.7559,28672.3,-28926.28,953434.81
S2,SOLUSDT,-1,2025-02-10T02:00:00+00:00,2025-02-10T03:30:00+00:00,2025,198.29,203.22358551,183.48924348,4.93358551,3.0,-1.012058,-1.012058,0.0,SL,19,1.5,0.5229,1040396.98,2.7559,28672.3,-29018.03,924416.78
S2,XRPUSDT,-1,2025-02-10T02:00:00+00:00,2025-02-10T03:35:00+00:00,2025,2.3426,2.40450748,2.15687755,0.06190748,3.0,-1.011352,-1.011352,0.0,SL,20,1.58,0.3376,1040396.98,2.7559,28672.3,-28997.79,895418.99
S2,BTCUSDT,-1,2025-02-10T15:00:00+00:00,2025-02-11T05:05:00+00:00,2025,97233.8,98278.2416376,94100.4750872,1044.4416376,3.0,-1.027929,-1.027929,0.0,SL,170,14.08,0.409,858239.9,2.7559,23652.23,-24312.82,786038.0
S2,DOGEUSDT,-1,2025-02-10T15:00:00+00:00,2025-02-11T00:15:00+00:00,2025,0.25077,0.25677449,0.23275652,0.00600449,3.0,-1.012529,-1.012529,0.0,SL,112,9.25,0.1865,858239.9,2.7559,23652.23,-23948.57,834291.32
S2,SOLUSDT,-1,2025-02-10T15:00:00+00:00,2025-02-12T14:30:00+00:00,2025,204.45,209.55278929,189.14163212,5.10278929,3.0,2.98798,2.98798,0.0,TP,571,47.5,3.1649,858239.9,2.7559,23652.23,70672.4,830816.23
S2,XRPUSDT,-1,2025-02-10T15:00:00+00:00,2025-02-11T04:45:00+00:00,2025,2.424,2.48366343,2.24500971,0.05966343,3.0,-1.012188,-1.012188,0.0,SL,166,13.75,0.3386,858239.9,2.7559,23652.23,-23940.51,810350.82
S1,DOGEUSDT,1,2025-02-11T06:00:00+00:00,2025-02-11T13:45:00+00:00,2025,0.26672,0.2594213,0.3543044,0.0072987,12.0,-1.010963,-1.010963,0.0,SL,94,7.75,0.4357,786038.0,0.4981,3915.26,-3958.18,782079.82
S2,DOGEUSDT,-1,2025-02-11T14:00:00+00:00,2025-02-12T19:55:00+00:00,2025,0.25629,0.26202497,0.23908508,0.00573497,3.0,-1.013407,-1.013407,0.0,SL,360,29.92,1.721,782079.82,2.7559,21553.34,-21842.3,808973.92
S2,ETHUSDT,-1,2025-02-11T19:00:00+00:00,2025-02-12T13:20:00+00:00,2025,2609.67,2653.7673866,2477.37784021,44.0973866,3.0,-1.017754,-1.017754,0.0,SL,221,18.33,1.2878,782079.82,2.7559,21553.34,-21936.0,760143.83
S4,BTCUSDT,1,2025-02-12T15:00:00+00:00,2025-02-18T17:35:00+00:00,2025,95582.9,94183.19936758,122877.06233219,1399.70063242,19.5,-1.020486,-1.020486,0.0,SL,1760,146.58,2.2933,830816.23,1.6151,13418.51,-13693.4,886856.49
S4,DOGEUSDT,1,2025-02-12T15:00:00+00:00,2025-02-17T05:00:00+00:00,2025,0.25318,0.24504702,0.41177312,0.00813298,19.5,0.990661,-1.009339,2.0,BE,1321,110.0,4.1117,830816.23,1.6151,13418.51,13293.2,818187.92
S4,XRPUSDT,1,2025-02-12T15:00:00+00:00,2025-02-24T04:30:00+00:00,2025,2.392,2.3201505,3.7930653,0.0718495,19.5,0.990012,-1.009988,2.0,BE,3331,277.5,6.1684,830816.23,1.6151,13418.51,13284.49,879527.35
S1,SOLUSDT,1,2025-02-14T18:00:00+00:00,2025-02-14T21:10:00+00:00,2025,204.57,199.59435125,264.277785,4.97564875,12.0,-1.012334,-1.012334,0.0,SL,39,3.17,0.1467,808973.92,0.4981,4029.5,-4079.2,804894.72
S2,BTCUSDT,-1,2025-02-14T19:00:00+00:00,2025-02-18T08:45:00+00:00,2025,98148.4,99165.55782809,95096.92651574,1017.15782809,3.0,2.971052,2.971052,0.0,TP,1030,85.75,3.0953,808973.92,2.7559,22294.51,66238.16,857271.01
S2,BTCUSDT,-1,2025-02-14T21:00:00+00:00,2025-02-18T18:00:00+00:00,2025,97135.0,98232.06006605,93843.81980184,1097.06006605,3.0,2.973438,2.973438,0.0,TP,1117,93.0,3.1199,808973.92,2.7559,22294.51,66291.35,1018219.31
S2,LINKUSDT,-1,2025-02-17T00:00:00+00:00,2025-02-17T06:40:00+00:00,2025,18.69,19.03802972,17.64591083,0.34802972,3.0,-1.016111,-1.016111,0.0,SL,81,6.67,0.9741,804894.72,2.7559,22182.09,-22539.47,795648.45
S5,SOLUSDT,-1,2025-02-17T05:00:00+00:00,2025-02-18T07:05:00+00:00,2025,183.08,186.92176363,163.87118186,3.84176363,5.0,4.985703,4.985703,0.0,TP,314,26.08,5.0159,804894.72,0.5216,4198.33,20931.63,725879.01
S4,ETHUSDT,1,2025-02-17T06:00:00+00:00,2025-02-17T18:00:00+00:00,2025,2669.99,2628.2505156,3483.90994588,41.7394844,19.5,0.98081,-1.01919,2.0,BE,145,12.0,4.283,818187.92,1.6151,13214.55,12960.97,804582.46
S4,LINKUSDT,1,2025-02-17T06:00:00+00:00,2025-02-18T06:00:00+00:00,2025,18.743,18.24907311,28.37457433,0.49392689,19.5,-1.011384,-1.011384,0.0,SL,289,24.0,2.1056,818187.92,1.6151,13214.55,-13364.99,704947.38
S1,ETHUSDT,1,2025-02-17T15:00:00+00:00,2025-02-17T15:40:00+00:00,2025,2825.54,2772.9108305,3457.09003402,52.6291695,12.0,-1.016106,-1.016106,0.0,SL,9,0.67,0.4412,795648.45,0.4981,3963.12,-4026.96,791621.5
S2,BTCUSDT,-1,2025-02-17T16:00:00+00:00,2025-02-17T21:55:00+00:00,2025,95605.5,96283.92606421,93570.22180737,678.42606421,3.0,-1.042277,-1.042277,0.0,SL,72,5.92,0.6705,791621.5,2.7559,21816.3,-22738.62,759300.78
S2,DOGEUSDT,-1,2025-02-17T16:00:00+00:00,2025-02-18T16:35:00+00:00,2025,0.26016,0.26533807,0.24462578,0.00517807,3.0,2.984927,2.984927,0.0,TP,296,24.58,3.3101,791621.5,2.7559,21816.3,65120.05,904661.23
S2,ETHUSDT,-1,2025-02-17T16:00:00+00:00,2025-02-18T17:35:00+00:00,2025,2754.73,2802.49960019,2611.42119943,47.76960019,3.0,2.9827,2.9827,0.0,TP,308,25.58,3.0298,791621.5,2.7559,21816.3,65071.47,951927.96
S2,LINKUSDT,-1,2025-02-17T16:00:00+00:00,2025-02-18T08:35:00+00:00,2025,19.236,19.66272015,17.95583954,0.42672015,3.0,2.986476,2.986476,0.0,TP,200,16.58,3.0582,791621.5,2.7559,21816.3,65153.85,791032.86
S2,XRPUSDT,-1,2025-02-17T16:00:00+00:00,2025-02-18T16:30:00+00:00,2025,2.6448,2.69817203,2.48468391,0.05337203,3.0,2.985134,2.985134,0.0,TP,295,24.5,3.0372,791621.5,2.7559,21816.3,65124.57,839541.18
S2,ETHUSDT,-1,2025-02-17T17:00:00+00:00,2025-02-17T21:55:00+00:00,2025,2724.42,2773.29891446,2577.78325662,48.87891446,3.0,-1.016721,-1.016721,0.0,SL,60,4.92,0.7967,791621.5,2.7559,21816.3,-22181.09,737119.7
S3,ETHUSDT,-1,2025-02-17T17:00:00+00:00,2025-02-17T21:55:00+00:00,2025,2724.42,2769.16789145,2447.43948472,65.17188595,4.25,-0.699155,-0.699155,0.0,SL,60,4.92,0.5975,791621.5,3.3981,26900.09,-18807.33,718312.37
S5,SOLUSDT,-1,2025-02-17T17:00:00+00:00,2025-02-24T15:05:00+00:00,2025,178.27,183.34622405,152.88887975,5.07622405,5.0,4.989464,4.989464,0.0,TP,1994,166.08,5.1239,791621.5,0.5216,4129.1,20601.98,939043.8
S2,ETHUSDT,-1,2025-02-17T19:00:00+00:00,2025-02-17T21:25:00+00:00,2025,2699.6,2748.19299257,2553.82102229,48.59299257,3.0,-1.016667,-1.016667,0.0,SL,30,2.42,0.2906,804582.46,2.7559,22173.49,-22543.05,782039.41
S2,DOGEUSDT,-1,2025-02-18T06:00:00+00:00,2025-02-20T14:35:00+00:00,2025,0.25231,0.25731484,0.23729547,0.00500484,3.0,-1.015124,-1.015124,0.0,SL,680,56.58,2.064,718312.37,2.7559,19795.97,-20095.36,845360.43
S2,DOGEUSDT,-1,2025-02-18T07:00:00+00:00,2025-02-18T09:55:00+00:00,2025,0.24783,0.25300771,0.23229686,0.00517771,3.0,-1.014359,-1.014359,0.0,SL,36,2.92,0.1912,704947.38,2.7559,19427.64,-19706.61,837564.4
S2,LINKUSDT,-1,2025-02-18T07:00:00+00:00,2025-02-21T09:15:00+00:00,2025,18.136,18.577316,16.81205199,0.441316,3.0,-1.012329,-1.012329,0.0,SL,892,74.25,1.9555,704947.38,2.7559,19427.64,-19667.17,825693.27
S2,XRPUSDT,-1,2025-02-18T07:00:00+00:00,2025-02-18T10:00:00+00:00,2025,2.5528,2.6066401,2.39127971,0.0538401,3.0,-1.014224,-1.014224,0.0,SL,37,3.0,0.2396,704947.38,2.7559,19427.64,-19703.98,799497.33
S3,DOGEUSDT,-1,2025-02-18T07:00:00+00:00,2025-02-18T09:55:00+00:00,2025,0.24783,0.25304777,0.21848963,0.00690362,4.25,-0.766572,-0.766572,0.0,SL,36,2.92,0.1434,704947.38,3.3981,23954.82,-18363.09,819201.31
S3,LINKUSDT,-1,2025-02-18T07:00:00+00:00,2025-02-20T04:20:00+00:00,2025,18.136,18.4421316,15.63520931,0.58842134,4.25,-0.529506,-0.529506,0.0,SL,545,45.33,1.4666,704947.38,3.3981,23954.82,-12684.22,865455.8
S3,XRPUSDT,-1,2025-02-18T07:00:00+00:00,2025-02-18T12:35:00+00:00,2025,2.5528,2.61608401,2.24770611,0.0717868,4.25,-0.892223,-0.892223,0.0,SL,68,5.58,0.1797,704947.38,3.3981,23954.82,-21373.04,778124.29
S5,SOLUSDT,-1,2025-02-18T07:00:00+00:00,2025-02-18T12:35:00+00:00,2025,165.28,171.22404344,135.55978278,5.94404344,5.0,-1.008342,-1.008342,0.0,SL,68,5.58,0.3768,704947.38,0.5216,3677.01,-3707.68,774416.61
S1,SOLUSDT,1,2025-02-18T10:00:00+00:00,2025-02-18T16:55:00+00:00,2025,169.91,163.1783588,250.68969438,6.7316412,12.0,-1.007572,-1.007572,0.0,SL,84,6.92,0.2332,819201.31,0.4981,4080.44,-4111.34,900549.9
S2,BTCUSDT,-1,2025-02-18T17:00:00+00:00,2025-02-18T22:30:00+00:00,2025,94595.0,95448.08979412,92035.73061764,853.08979412,3.0,-1.033266,-1.033266,0.0,SL,67,5.5,1.4927,900549.9,2.7559,24818.25,-25643.86,908092.5
S2,DOGEUSDT,-1,2025-02-18T17:00:00+00:00,2025-02-18T21:05:00+00:00,2025,0.24297,0.24888342,0.22522974,0.00591342,3.0,-1.012326,-1.012326,0.0,SL,50,4.08,0.1674,900549.9,2.7559,24818.25,-25124.16,993095.15
S2,ETHUSDT,-1,2025-02-18T17:00:00+00:00,2025-02-19T02:10:00+00:00,2025,2633.97,2683.19424849,2486.29725453,49.22424849,3.0,-1.016053,-1.016053,0.0,SL,111,9.17,0.6052,900549.9,2.7559,24818.25,-25216.66,882875.84
S2,XRPUSDT,-1,2025-02-18T17:00:00+00:00,2025-02-18T22:25:00+00:00,2025,2.49,2.55281261,2.30156216,0.06281261,3.0,-1.011893,-1.011893,0.0,SL,66,5.42,0.3455,900549.9,2.7559,24818.25,-25113.42,938467.12
S3,DOGEUSDT,-1,2025-02-18T17:00:00+00:00,2025-02-18T21:05:00+00:00,2025,0.24297,0.24919134,0.20946062,0.00788456,4.25,-0.798299,-0.798299,0.0,SL,50,4.08,0.1256,900549.9,3.3981,30601.59,-24429.22,968665.93
S5,LINKUSDT,-1,2025-02-18T17:00:00+00:00,2025-02-19T07:40:00+00:00,2025,17.394,18.02975755,14.21521223,0.63575755,5.0,-1.008208,-1.008208,0.0,SL,177,14.67,0.1903,900549.9,0.5216,4697.27,-4735.82,878140.02
S5,SOLUSDT,-1,2025-02-18T17:00:00+00:00,2025-02-18T22:25:00+00:00,2025,162.37,169.20227805,128.20860975,6.83227805,5.0,-1.00713,-1.00713,0.0,SL,66,5.42,0.2342,900549.9,0.5216,4697.27,-4730.76,933736.36
S5,BTCUSDT,-1,2025-02-18T18:00:00+00:00,2025-02-18T21:20:00+00:00,2025,94074.6,95241.06355462,88242.28222688,1166.46355462,5.0,-1.024195,-1.024195,0.0,SL,41,3.33,0.6455,951927.96,0.5216,4965.26,-5085.39,963580.54
S2,BTCUSDT,-1,2025-02-21T18:00:00+00:00,2025-02-24T15:45:00+00:00,2025,96929.5,97956.59822004,93848.20533987,1027.09822004,3.0,2.971688,2.971688,0.0,TP,838,69.75,3.0469,825693.27,2.7559,22755.28,67621.59,1006665.4
S2,DOGEUSDT,-1,2025-02-21T18:00:00+00:00,2025-02-24T03:25:00+00:00,2025,0.24605,0.25158336,0.22944992,0.00553336,3.0,2.98666,2.98666,0.0,TP,690,57.42,3.2819,825693.27,2.7559,22755.28,67962.29,866242.86
S2,LINKUSDT,-1,2025-02-21T18:00:00+00:00,2025-02-24T14:45:00+00:00,2025,17.696,18.15295813,16.3251256,0.45695813,3.0,2.988382,2.988382,0.0,TP,826,68.75,3.0353,825693.27,2.7559,22755.28,68001.47,918441.82
S2,XRPUSDT,-1,2025-02-21T18:00:00+00:00,2025-02-24T19:40:00+00:00,2025,2.5673,2.62897579,2.38227263,0.06167579,3.0,2.987512,2.987512,0.0,TP,885,73.67,3.0628,825693.27,2.7559,22755.28,67981.67,1074647.07
S2,BTCUSDT,-1,2025-02-21T19:00:00+00:00,2025-02-24T22:00:00+00:00,2025,96500.1,97530.3876329,93409.23710131,1030.2876329,3.0,2.971901,2.971901,0.0,TP,901,75.0,3.106,825693.27,2.7559,22755.28,67626.44,1142273.51
S3,BTCUSDT,-1,2025-02-21T19:00:00+00:00,2025-02-25T07:10:00+00:00,2025,96500.1,97295.92876329,90661.80341358,1373.71684386,4.25,4.228926,4.228926,0.0,TP,1011,84.17,4.8774,825693.27,3.3981,28057.88,118654.71,1496857.66
S2,SOLUSDT,-1,2025-02-21T20:00:00+00:00,2025-02-22T01:35:00+00:00,2025,168.36,172.63749478,155.52751567,4.27749478,3.0,-1.011808,-1.011808,0.0,SL,68,5.58,0.2946,825693.27,2.7559,22755.28,-23023.98,802669.29
S5,BTCUSDT,-1,2025-02-21T20:00:00+00:00,2025-02-22T12:45:00+00:00,2025,95247.4,96750.06564073,87734.07179635,1502.66564073,5.0,-1.019016,-1.019016,0.0,SL,202,16.75,0.2775,825693.27,0.5216,4306.82,-4388.71,798280.58
S5,DOGEUSDT,-1,2025-02-24T03:00:00+00:00,2025-02-24T22:00:00+00:00,2025,0.2351,0.23944537,0.21337317,0.00434537,5.0,4.983769,4.983769,0.0,TP,229,19.0,5.9074,798280.58,0.5216,4163.83,20751.57,1163025.09
S5,ETHUSDT,-1,2025-02-24T04:00:00+00:00,2025-02-25T07:05:00+00:00,2025,2716.57,2775.76310797,2420.60446014,59.19310797,5.0,4.986232,4.986232,0.0,TP,326,27.08,5.1792,866242.86,0.5216,4518.32,22529.41,1378202.95
S5,LINKUSDT,-1,2025-02-24T04:00:00+00:00,2025-02-25T00:10:00+00:00,2025,16.812,17.20589879,14.84250607,0.39389879,5.0,4.987196,4.987196,0.0,TP,243,20.17,5.0241,866242.86,0.5216,4518.32,22533.76,1355673.54
S1,DOGEUSDT,1,2025-02-24T06:00:00+00:00,2025-02-24T14:40:00+00:00,2025,0.23269,0.22710519,0.29970776,0.00558481,12.0,-1.012499,-1.012499,0.0,SL,105,8.67,0.1934,879527.35,0.4981,4380.93,-4435.68,850440.35
S2,ETHUSDT,-1,2025-02-24T09:00:00+00:00,2025-02-24T22:10:00+00:00,2025,2680.24,2725.33088941,2544.96733176,45.09088941,3.0,2.982168,2.982168,0.0,TP,159,13.17,3.3652,879527.35,2.7559,24238.89,72284.45,1235309.54
S2,XRPUSDT,-1,2025-02-24T09:00:00+00:00,2025-02-24T13:30:00+00:00,2025,2.4522,2.49543561,2.32249318,0.04323561,3.0,-1.017015,-1.017015,0.0,SL,55,4.5,0.458,879527.35,2.7559,24238.89,-24651.32,854876.03
S5,SOLUSDT,-1,2025-02-24T09:00:00+00:00,2025-02-24T22:55:00+00:00,2025,157.88,161.90018596,137.77907019,4.02018596,5.0,4.988218,4.988218,0.0,TP,168,13.92,5.154,879527.35,0.5216,4587.61,22884.02,1258193.57
S2,BTCUSDT,-1,2025-02-24T15:00:00+00:00,2025-02-24T22:55:00+00:00,2025,94638.6,95366.11260184,92456.06219447,727.51260184,3.0,2.960974,2.960974,0.0,TP,96,7.92,3.2145,918441.82,2.7559,25311.34,74946.21,1333139.78
S5,DOGEUSDT,-1,2025-02-24T15:00:00+00:00,2025-02-28T01:50:00+00:00,2025,0.22516,0.2312987,0.19446651,0.0061387,5.0,4.988996,4.988996,0.0,TP,995,82.83,5.0793,918441.82,0.5216,4790.59,23900.25,1629688.69
S5,LINKUSDT,-1,2025-02-24T15:00:00+00:00,2025-02-28T04:00:00+00:00,2025,16.221,16.7049576,13.801212,0.4839576,5.0,4.989945,4.989945,0.0,TP,1021,85.0,5.2608,918441.82,0.5216,4790.59,23904.79,1653593.48
S5,SOLUSDT,-1,2025-02-24T15:00:00+00:00,2025-02-25T10:20:00+00:00,2025,155.54,160.18238901,132.32805496,4.64238901,5.0,4.989949,4.989949,0.0,TP,233,19.33,5.131,918441.82,0.5216,4790.59,23904.81,1544661.54
S5,XRPUSDT,-1,2025-02-24T15:00:00+00:00,2025-02-25T07:30:00+00:00,2025,2.4294,2.49418703,2.10546484,0.06478703,5.0,4.988751,4.988751,0.0,TP,199,16.5,5.0103,918441.82,0.5216,4790.59,23899.07,1520756.73
S5,BTCUSDT,-1,2025-02-24T23:00:00+00:00,2025-02-26T18:25:00+00:00,2025,92380.1,93793.49086626,85313.14566872,1413.39086626,5.0,4.980392,4.980392,0.0,TP,522,43.42,5.1437,1333139.78,0.5216,6953.66,34631.94,1571144.87
S5,ETHUSDT,-1,2025-02-24T23:00:00+00:00,2025-02-28T04:00:00+00:00,2025,2506.66,2584.37396821,2118.09015893,77.71396821,5.0,4.990324,4.990324,0.0,TP,925,77.0,5.3508,1333139.78,0.5216,6953.66,34701.0,1688294.48
S5,BTCUSDT,-1,2025-02-25T00:00:00+00:00,2025-02-26T18:35:00+00:00,2025,91514.5,93045.30580438,83860.4709781,1530.80580438,5.0,4.982065,4.982065,0.0,TP,512,42.58,5.3887,1333139.78,0.5216,6953.66,34643.57,1605788.44
S5,BTCUSDT,-1,2025-02-25T15:00:00+00:00,2025-02-25T22:05:00+00:00,2025,87132.0,89429.75073052,75643.24634738,2297.75073052,5.0,-1.011376,-1.011376,0.0,SL,86,7.08,0.4838,1544661.54,0.5216,8056.95,-8148.61,1536512.93
S1,BTCUSDT,1,2025-03-02T20:00:00+00:00,2025-03-03T14:40:00+00:00,2025,93467.2,90853.97939095,124825.84730862,2613.22060905,12.0,-1.01073,-1.01073,0.0,SL,225,18.67,0.51,1688294.48,0.4981,8409.39,-8499.63,1607803.64
S1,SOLUSDT,1,2025-03-02T20:00:00+00:00,2025-03-03T06:50:00+00:00,2025,172.04,162.11942057,291.08695315,9.92057943,12.0,-1.005203,-1.005203,0.0,SL,131,10.83,0.7459,1688294.48,0.4981,8409.39,-8453.15,1671387.09
S1,BTCUSDT,1,2025-03-02T21:00:00+00:00,2025-03-03T06:50:00+00:00,2025,94270.0,91707.42372017,125020.91535801,2562.57627983,12.0,-1.011036,-1.011036,0.0,SL,119,9.83,0.2068,1688294.48,0.4981,8409.39,-8502.2,1662884.89
S1,SOLUSDT,1,2025-03-02T21:00:00+00:00,2025-03-03T06:30:00+00:00,2025,175.42,165.5523191,293.83217078,9.8676809,12.0,-1.005333,-1.005333,0.0,SL,115,9.5,0.4074,1688294.48,0.4981,8409.39,-8454.24,1679840.24
S5,SOLUSDT,-1,2025-03-03T01:00:00+00:00,2025-03-09T17:05:00+00:00,2025,174.29,183.73012896,127.0893552,9.44012896,5.0,4.994461,4.994461,0.0,TP,1922,160.08,5.001,1688294.48,0.5216,8806.14,43981.94,2535807.66
S5,XRPUSDT,-1,2025-03-03T01:00:00+00:00,2025-03-11T00:35:00+00:00,2025,2.861,3.04396729,1.94616355,0.18296729,5.0,4.995309,4.995309,0.0,TP,2300,191.58,5.1058,1688294.48,0.5216,8806.14,43989.41,3171562.66
S2,BTCUSDT,-1,2025-03-03T07:00:00+00:00,2025-03-03T13:40:00+00:00,2025,91608.1,93278.022524,86598.332428,1669.922524,3.0,-1.016457,-1.016457,0.0,SL,81,6.67,0.3043,1662884.89,2.7559,45827.44,-46581.63,1616303.27
S2,DOGEUSDT,-1,2025-03-03T07:00:00+00:00,2025-03-03T20:35:00+00:00,2025,0.21976,0.22735469,0.19697593,0.00759469,3.0,2.991319,2.991319,0.0,TP,164,13.58,3.1483,1662884.89,2.7559,45827.44,137084.51,1974129.57
S2,ETHUSDT,-1,2025-03-03T07:00:00+00:00,2025-03-03T19:15:00+00:00,2025,2371.44,2441.660891,2160.777327,70.220891,3.0,2.989869,2.989869,0.0,TP,148,12.25,3.1988,1662884.89,2.7559,45827.44,137018.06,1699892.92
S2,SOLUSDT,-1,2025-03-03T07:00:00+00:00,2025-03-03T19:55:00+00:00,2025,161.75,168.48464169,141.54607493,6.73464169,3.0,2.992795,2.992795,0.0,TP,156,12.92,3.2296,1662884.89,2.7559,45827.44,137152.15,1837045.07
S2,XRPUSDT,-1,2025-03-03T07:00:00+00:00,2025-03-03T21:55:00+00:00,2025,2.6768,2.80242992,2.29991025,0.12562992,3.0,2.993608,2.993608,0.0,TP,180,14.92,3.047,1662884.89,2.7559,45827.44,137189.41,2111318.98
S2,BTCUSDT,-1,2025-03-03T15:00:00+00:00,2025-03-03T15:20:00+00:00,2025,89239.9,91155.26188778,83493.81433665,1915.36188778,3.0,-1.013977,-1.013977,0.0,SL,5,0.33,0.073,1607803.64,2.7559,44309.46,-44928.77,1562874.86
S2,DOGEUSDT,-1,2025-03-03T15:00:00+00:00,2025-03-04T01:40:00+00:00,2025,0.21281,0.2204915,0.18976551,0.0076815,3.0,2.991689,2.991689,0.0,TP,129,10.67,3.114,1607803.64,2.7559,44309.46,132560.13,2376434.75
S2,LINKUSDT,-1,2025-03-03T15:00:00+00:00,2025-03-03T21:55:00+00:00,2025,16.123,16.6980201,14.39793969,0.5750201,3.0,2.991588,2.991588,0.0,TP,84,6.92,3.0642,1607803.64,2.7559,44309.46,132555.65,2243874.63
S2,SOLUSDT,-1,2025-03-03T15:00:00+00:00,2025-03-04T02:05:00+00:00,2025,155.08,162.02930995,134.23207014,6.94930995,3.0,2.993305,2.993305,0.0,TP,134,11.08,3.2694,1607803.64,2.7559,44309.46,132631.73,2509066.48
S2,XRPUSDT,-1,2025-03-03T15:00:00+00:00,2025-03-09T13:55:00+00:00,2025,2.5637,2.69018505,2.18424484,0.12648505,3.0,2.993919,2.993919,0.0,TP,1716,142.92,3.1656,1607803.64,2.7559,44309.46,132658.94,2312132.29
S5,ETHUSDT,-1,2025-03-03T15:00:00+00:00,2025-03-10T18:55:00+00:00,2025,2273.5,2365.05854474,1815.70727632,91.55854474,5.0,4.992551,4.992551,0.0,TP,2064,171.92,5.0509,1607803.64,0.5216,8386.3,41869.05,2986236.57
S5,BTCUSDT,-1,2025-03-03T19:00:00+00:00,2025-03-05T10:30:00+00:00,2025,87100.0,90055.07301912,72324.63490438,2955.07301912,5.0,-1.008842,-1.008842,0.0,SL,475,39.5,1.9966,1562874.86,0.5216,8151.96,-8224.03,2431767.07
S5,DOGEUSDT,-1,2025-03-03T19:00:00+00:00,2025-03-06T05:15:00+00:00,2025,0.20594,0.21672192,0.1520304,0.01078192,5.0,-1.00573,-1.00573,0.0,SL,700,58.25,2.1647,1562874.86,0.5216,8151.96,-8198.67,2413936.62
S5,LINKUSDT,-1,2025-03-03T19:00:00+00:00,2025-03-05T09:10:00+00:00,2025,15.412,16.24971455,11.22342725,0.83771455,5.0,-1.005519,-1.005519,0.0,SL,459,38.17,2.8041,1562874.86,0.5216,8151.96,-8196.95,2439991.11
S5,SOLUSDT,-1,2025-03-03T19:00:00+00:00,2025-04-07T06:15:00+00:00,2025,148.83,158.48255125,100.56724375,9.65255125,5.0,4.995374,4.995374,0.0,TP,9928,827.25,5.0484,1562874.86,0.5216,8151.96,40722.07,1284305.42
S5,BTCUSDT,-1,2025-03-03T20:00:00+00:00,2025-03-04T20:20:00+00:00,2025,85552.0,88609.21066062,70265.94669692,3057.21066062,5.0,-1.008395,-1.008395,0.0,SL,293,24.33,1.4235,1837045.07,0.5216,9582.03,-9662.47,2489529.05
S5,DOGEUSDT,-1,2025-03-03T20:00:00+00:00,2025-03-06T04:30:00+00:00,2025,0.19866,0.2101375,0.14127251,0.0114775,5.0,-1.005193,-1.005193,0.0,SL,679,56.5,1.3993,1837045.07,0.5216,9582.03,-9631.79,2422135.29
S5,ETHUSDT,-1,2025-03-03T20:00:00+00:00,2025-03-04T21:25:00+00:00,2025,2108.28,2214.13981379,1578.98093106,105.85981379,5.0,-1.005975,-1.005975,0.0,SL,306,25.42,1.2119,1837045.07,0.5216,9582.03,-9639.28,2467436.46
S5,LINKUSDT,-1,2025-03-03T20:00:00+00:00,2025-03-05T08:15:00+00:00,2025,14.742,15.6428778,10.23761102,0.9008778,5.0,-1.004909,-1.004909,0.0,SL,436,36.25,1.8637,1837045.07,0.5216,9582.03,-9629.07,2448188.05
