symbol,n_trades,total_r,avg_r,median_r,win_rate,tp_rate,sl_rate,time_rate,max_drawdown_r
XRPUSDT,182,4.504889731294455,0.024752141380738762,-1.0088767338815121,0.3626373626373626,0.3241758241758242,0.6153846153846154,0.06043956043956044,22.015381797025636
