symbol,n_trades,total_r,avg_r,median_r,win_rate,tp_rate,sl_rate,time_rate,max_drawdown_r
XRPUSDT,164,13.862689709737005,0.0845285957910793,-1.0145077464788734,0.2621951219512195,0.18292682926829268,0.7134146341463414,0.10365853658536585,24.54905042022587
