symbol,chunk,chunk_start_utc,chunk_end_utc,n_trades,baseline_total_r,managed_total_r,baseline_delta_r,win_pct,max_dd_r,avg_hold_h
BTCUSDT,2025-01,2025-01-01T00:00:00+00:00,2025-02-01T00:00:00+00:00,8,-12.642011260968712,-9.242011260968724,3.399999999999988,25.0,8.77653568553036,2.7291666666666665
ETHUSDT,2025-01,2025-01-01T00:00:00+00:00,2025-02-01T00:00:00+00:00,4,4.868056223936771,-0.731943776063219,-5.59999999999999,50.0,1.045613396674584,1.5
