n_trades,win_pct,avg_r,median_r,total_r,best_r,worst_r,maxDD_r,mcl,baseline_total_r,saved_r,sl_hits,be_hits,tp_hits
735,20.14,-0.0055,-1.0166,-4.01,19.48,-2.06,90.6,21,27.49,-31.5,587,15,133
