date,balance,daily_pnl
2022-01-05,10000.0,0.0
2022-01-06,9947.32,-52.68
2022-01-07,10207.27,259.95
2022-01-10,10040.79,-166.48
2022-01-18,9899.95,-140.84
2022-01-19,9735.54,-164.41
2022-01-21,10396.96,661.42
2022-01-22,10657.23,260.27
2022-01-24,10603.9,-53.33
2022-01-31,10547.83,-56.07
2022-02-01,10181.42,-366.41
2022-02-04,9554.25,-627.17
2022-02-05,9457.92,-96.33
2022-02-07,9407.54,-50.38
2022-02-10,9145.76,-261.78
2022-02-16,9099.58,-46.18
2022-02-17,9053.5,-46.08
2022-02-19,8926.71,-126.79
2022-02-20,8879.56,-47.15
2022-02-21,9558.33,678.77
2022-02-24,10773.12,1214.79
2022-03-01,10718.89,-54.23
2022-03-04,10782.43,63.54
2022-03-14,10725.1,-57.33
2022-03-16,10574.53,-150.57
2022-03-18,10425.77,-148.76
2022-03-21,10254.21,-171.56
2022-03-23,10109.39,-144.82
2022-03-25,10052.99,-56.4
2022-03-27,9910.84,-142.15
2022-03-28,9860.51,-50.33
2022-03-30,9721.34,-139.17
2022-03-31,9535.33,-186.01
2022-04-01,9644.47,109.14
2022-04-07,9593.5,-50.97
2022-04-12,9542.67,-50.83
2022-04-18,9440.89,-101.78
2022-04-20,9392.89,-48.0
2022-04-21,10164.66,771.77
2022-04-25,10468.85,304.19
2022-04-28,10321.46,-147.39
2022-05-05,11592.8,1271.34
2022-05-08,13078.69,1485.89
2022-05-09,13766.64,687.95
2022-05-11,14052.82,286.18
2022-05-12,14632.79,579.97
2022-05-19,14555.63,-77.16
2022-05-21,14352.25,-203.38
2022-05-23,14279.54,-72.71
2022-05-24,13882.73,-396.81
2022-05-25,13402.21,-480.52
2022-05-30,13215.14,-187.07
2022-06-06,12896.93,-318.21
2022-06-07,12828.91,-68.02
2022-06-08,12649.95,-178.96
2022-06-11,15073.16,2423.21
2022-06-12,14993.9,-79.26
2022-06-13,15336.51,342.61
2022-06-15,15256.09,-80.42
2022-06-18,15655.52,399.43
2022-06-30,16213.62,558.1
2022-07-04,15902.84,-310.78
2022-07-05,15080.43,-822.41
2022-07-06,14600.92,-479.51
2022-07-11,14395.26,-205.66
2022-07-13,13701.15,-694.11
2022-07-15,13508.8,-192.35
2022-07-16,13439.69,-69.11
2022-07-18,13251.25,-188.44
2022-07-24,12372.97,-878.28
2022-07-26,12307.62,-65.35
2022-07-27,12177.51,-130.11
2022-07-29,12764.38,586.87
2022-07-30,12704.34,-60.04
2022-08-05,13435.11,730.77
2022-08-09,13246.15,-188.96
2022-08-10,13060.18,-185.97
2022-08-11,12877.5,-182.68
2022-08-16,13414.75,537.25
2022-08-26,13965.64,550.89
2022-08-30,13769.57,-196.07
2022-09-07,12551.48,-1218.09
2022-09-09,12375.1,-176.38
2022-09-12,12201.03,-174.07
2022-09-13,11828.68,-372.35
2022-09-15,12314.96,486.28
2022-09-16,12149.06,-165.9
2022-09-19,12084.84,-64.22
2022-09-21,11887.09,-197.75
2022-09-22,11720.73,-166.36
2022-09-27,11555.58,-165.15
2022-09-28,11040.53,-515.05
2022-09-30,10984.6,-55.93
2022-10-01,10804.19,-180.41
2022-10-03,10650.95,-153.24
2022-10-04,10495.45,-155.5
2022-10-05,10441.9,-53.55
2022-10-06,10386.52,-55.38
