trade_id,stream,sym,side,entry_ts,exit_ts,duration_h,entry_price,stop_price,tp_price,pnl_r,reason,bars_5m,risk_pct,balance_before,dollar_risk,dollar_pnl,balance_after
629,S1_BTCUSDT,BTCUSDT,1,2022-12-30 08:00:00+00:00,2022-12-30 14:45:00+00:00,6.75,16467.6,16410.0,17216.4,-1.085769,SL,82,1.5086,1073.9,16.2,-17.59,1090.37
630,S1_XRPUSDT,XRPUSDT,1,2022-12-30 08:00:00+00:00,2022-12-30 14:00:00+00:00,6.0,0.3368,0.3334,0.381,0.770282,BE,73,4.1176,1073.9,44.22,34.06,1107.96
631,S1_XRPUSDT,XRPUSDT,1,2023-01-02 04:00:00+00:00,2023-03-03 01:30:00+00:00,1437.5,0.3281,0.2968,0.735,0.796855,BE,17251,4.1176,1079.42,44.45,35.42,1035.9
632,S1_SOLUSDT,SOLUSDT,-1,2023-01-02 08:00:00+00:00,2023-01-03 13:50:00+00:00,29.83,11.084,12.067,-1.695,-1.003383,SL,359,2.7132,1079.42,29.29,-29.39,1050.04
633,S4,BTCUSDT,1,2023-01-03 16:00:00+00:00,2023-01-12 17:35:00+00:00,217.58,16670.9,16580.30879953,18437.42840914,19.444793,TP,2612,1.9886,1050.04,20.88,406.03,1347.88
634,S1_BTCUSDT,BTCUSDT,-1,2023-01-04 04:00:00+00:00,2023-01-04 04:00:00+00:00,0.0,16855.9,16870.0,16672.6,-1.358636,SL,1,1.5086,1038.72,15.67,-21.29,1017.43
635,S1_BTCUSDT,BTCUSDT,-1,2023-01-05 20:00:00+00:00,2023-01-05 20:25:00+00:00,0.42,16856.3,16872.8,16641.8,0.493522,BE,6,1.5086,1017.43,15.35,7.58,1025.01
636,S4,XRPUSDT,1,2023-01-06 03:00:00+00:00,2023-01-06 06:30:00+00:00,3.5,0.3384,0.33234062,0.45655789,-1.016754,SL,43,1.9886,1025.01,20.38,-20.72,1004.28
637,S1_BTCUSDT,BTCUSDT,-1,2023-01-06 20:00:00+00:00,2023-01-06 20:00:00+00:00,0.0,16932.7,16960.0,16577.8,-1.186074,SL,1,1.5086,1004.28,15.15,-17.97,986.31
638,S1_SOLUSDT,SOLUSDT,-1,2023-01-07 16:00:00+00:00,2023-01-07 22:50:00+00:00,6.83,13.256,13.49,10.214,0.783005,BE,83,2.7132,986.31,26.76,20.95,1007.26
639,S1_BTCUSDT,BTCUSDT,-1,2023-01-08 16:00:00+00:00,2023-01-08 16:00:00+00:00,0.0,16990.9,17015.6,16669.8,0.593633,BE,1,1.5086,1007.26,15.2,9.02,1016.29
640,S1_BTCUSDT,BTCUSDT,-1,2023-01-09 00:00:00+00:00,2023-01-09 00:45:00+00:00,0.75,17124.6,17181.1,16390.1,-1.090927,SL,10,1.5086,1016.29,15.33,-16.73,968.42
641,S1_LINKUSDT,LINKUSDT,-1,2023-01-09 00:00:00+00:00,2023-01-09 00:00:00+00:00,0.0,5.962,5.981,5.715,-1.094137,SL,1,2.8,1016.29,28.46,-31.13,985.15
642,S1_LINKUSDT,LINKUSDT,-1,2023-01-11 08:00:00+00:00,2023-01-12 00:00:00+00:00,16.0,6.136,6.304,3.952,-1.010957,SL,193,2.8,968.42,27.12,-27.41,961.19
643,S1_SOLUSDT,SOLUSDT,-1,2023-01-11 20:00:00+00:00,2023-01-11 21:15:00+00:00,1.25,16.0,16.15,14.05,0.768,BE,16,2.7132,968.42,26.28,20.18,988.6
644,S1_LINKUSDT,LINKUSDT,-1,2023-01-12 20:00:00+00:00,2023-01-12 21:00:00+00:00,1.0,6.365,6.411,5.767,-1.041511,SL,13,2.8,1347.88,37.74,-39.31,1308.57
645,S1_SOLUSDT,SOLUSDT,-1,2023-01-12 20:00:00+00:00,2023-01-13 00:20:00+00:00,4.33,16.534,16.79,13.206,-1.019376,SL,53,2.7132,1347.88,36.57,-37.28,1271.29
646,S1_LINKUSDT,LINKUSDT,-1,2023-01-16 04:00:00+00:00,2023-01-16 05:55:00+00:00,1.92,6.775,6.937,4.669,-1.012546,SL,24,2.8,1271.29,35.6,-36.04,1235.25
647,S1_LINKUSDT,LINKUSDT,-1,2023-01-18 04:00:00+00:00,2023-01-18 13:45:00+00:00,9.75,6.926,7.0,5.964,0.771922,BE,118,2.8,1235.25,34.59,26.7,1288.5
648,S1_SOLUSDT,SOLUSDT,-1,2023-01-18 04:00:00+00:00,2023-01-18 08:55:00+00:00,4.92,23.052,23.97,11.118,0.792467,BE,60,2.7132,1235.25,33.51,26.56,1261.81
649,S1_BTCUSDT,BTCUSDT,-1,2023-01-19 20:00:00+00:00,2023-01-19 20:00:00+00:00,0.0,21090.1,21140.0,20441.4,-1.126794,SL,1,1.5086,1288.5,19.44,-21.9,1266.6
650,S1_BTCUSDT,BTCUSDT,-1,2023-01-20 16:00:00+00:00,2023-01-20 16:30:00+00:00,0.5,21139.7,21250.0,19705.8,-1.057497,SL,7,1.5086,1266.6,19.11,-20.21,1246.39
651,S1_LINKUSDT,LINKUSDT,-1,2023-01-21 20:00:00+00:00,2023-01-21 23:20:00+00:00,3.33,7.02,7.122,5.694,0.779353,BE,41,2.8,1246.39,34.9,27.2,1273.59
652,S1_SOLUSDT,SOLUSDT,-1,2023-01-22 04:00:00+00:00,2023-01-22 20:05:00+00:00,16.08,25.003,26.117,10.521,0.793267,BE,194,2.7132,1273.59,34.56,27.41,1264.97
653,S1_LINKUSDT,LINKUSDT,-1,2023-01-22 16:00:00+00:00,2023-01-22 16:45:00+00:00,0.75,7.044,7.247,4.405,-1.01041,SL,10,2.8,1273.59,35.66,-36.03,1237.56
654,S1_ETHUSDT,ETHUSDT,-1,2023-01-24 04:00:00+00:00,2023-01-24 09:00:00+00:00,5.0,1639.56,1650.0,1503.84,0.752886,BE,61,1.2411,1264.97,15.7,11.82,1276.79
655,S4,BTCUSDT,1,2023-01-25 04:00:00+00:00,2023-02-05 12:55:00+00:00,272.92,22641.1,22261.70121613,30039.37628537,0.982097,BE,3276,1.9886,1276.79,25.39,24.94,1186.3
656,S1_BTCUSDT,BTCUSDT,-1,2023-01-26 00:00:00+00:00,2023-01-29 19:20:00+00:00,91.33,23060.6,23837.4,12962.2,-1.008906,SL,1097,1.5086,1276.79,19.26,-19.43,1185.17
657,S1_LINKUSDT,LINKUSDT,-1,2023-01-27 08:00:00+00:00,2023-01-27 08:20:00+00:00,0.33,7.276,7.321,6.691,-1.048507,SL,5,2.8,1276.79,35.75,-37.48,1239.31
658,S1_LINKUSDT,LINKUSDT,-1,2023-01-27 20:00:00+00:00,2023-01-27 20:05:00+00:00,0.08,7.409,7.46,6.746,-1.043582,SL,2,2.8,1239.31,34.7,-36.21,1203.1
659,S2,DOGEUSDT,-1,2023-01-28 13:00:00+00:00,2023-01-29 01:20:00+00:00,12.33,0.08827,0.08969016,0.07749402,-0.570551,SL,149,3.3981,1203.1,40.88,-23.33,1179.77
660,S1_LINKUSDT,LINKUSDT,-1,2023-01-29 12:00:00+00:00,2023-01-29 12:15:00+00:00,0.25,7.392,7.438,6.794,0.751791,BE,4,2.8,1179.77,33.03,24.83,1204.6
661,S1_ETHUSDT,ETHUSDT,-1,2023-01-29 20:00:00+00:00,2023-01-29 20:00:00+00:00,0.0,1654.94,1663.68,1541.32,0.743194,BE,1,1.2411,1185.17,14.71,10.93,1196.1
662,S1_LINKUSDT,LINKUSDT,-1,2023-01-29 20:00:00+00:00,2023-01-29 21:00:00+00:00,1.0,7.453,7.538,6.348,0.773695,BE,13,2.8,1185.17,33.18,25.67,1246.6
663,S1_SOLUSDT,SOLUSDT,-1,2023-01-29 20:00:00+00:00,2023-01-29 20:00:00+00:00,0.0,26.347,26.629,22.681,0.771971,BE,1,2.7132,1185.17,32.16,24.82,1220.93
664,S4,DOGEUSDT,1,2023-01-30 15:00:00+00:00,2023-01-30 19:10:00+00:00,4.17,0.08748,0.08541507,0.12774604,-1.012709,SL,51,1.9886,1246.6,24.79,-25.1,1221.5
665,S1_BTCUSDT,BTCUSDT,-1,2023-02-02 00:00:00+00:00,2023-02-02 00:40:00+00:00,0.67,23730.1,23852.4,22140.2,-1.05821,SL,9,1.5086,1221.5,18.43,-19.5,1202.0
666,S3,BTCUSDT,-1,2023-02-02 02:00:00+00:00,2023-02-09 21:30:00+00:00,187.5,23958.6,24394.12593678,21780.97031611,4.983497,TP,2251,1.0606,1202.0,12.75,63.53,1244.1
667,S3,ETHUSDT,-1,2023-02-02 02:00:00+00:00,2023-02-02 18:15:00+00:00,16.25,1676.22,1714.95160196,1482.56199019,-1.012983,SL,196,1.0606,1202.0,12.75,-12.91,1189.08
668,S1_ETHUSDT,ETHUSDT,-1,2023-02-02 04:00:00+00:00,2023-02-02 18:15:00+00:00,14.25,1671.93,1699.0,1320.02,-1.018529,SL,172,1.2411,1202.0,14.92,-15.19,1173.89
669,S4,XRPUSDT,1,2023-02-03 04:00:00+00:00,2023-02-05 12:50:00+00:00,56.83,0.4112,0.40378356,0.55582065,-1.016633,SL,683,1.9886,1173.89,23.34,-23.73,1161.37
670,S1_ETHUSDT,ETHUSDT,-1,2023-02-04 16:00:00+00:00,2023-02-04 23:35:00+00:00,7.58,1680.47,1696.99,1465.71,0.769483,BE,92,1.2411,1173.89,14.57,11.21,1185.1
671,S3,SOLUSDT,-1,2023-02-05 17:00:00+00:00,2023-02-07 23:10:00+00:00,54.17,23.343,23.88036918,20.6561541,-1.013032,SL,651,1.0606,1186.3,12.58,-12.75,1173.56
672,S3,DOGEUSDT,-1,2023-02-09 03:00:00+00:00,2023-02-09 22:50:00+00:00,19.83,0.08836,0.09018941,0.07921297,4.98551,TP,239,1.0606,1173.56,12.45,62.05,1306.16
673,S4,LINKUSDT,1,2023-02-09 05:00:00+00:00,2023-02-09 20:15:00+00:00,15.25,6.972,6.76966714,10.91749078,0.989663,BE,184,1.9886,1173.56,23.34,23.1,1199.02
674,S1_LINKUSDT,LINKUSDT,-1,2023-02-09 12:00:00+00:00,2023-02-09 19:30:00+00:00,7.5,7.535,7.823,3.791,0.792151,BE,91,2.8,1173.56,32.86,26.03,1175.93
675,S4,XRPUSDT,1,2023-02-09 19:00:00+00:00,2023-02-09 19:20:00+00:00,0.33,0.404,0.3952624,0.57438322,-1.013871,SL,5,1.9886,1173.56,23.34,-23.66,1149.9
676,S1_BTCUSDT,BTCUSDT,1,2023-02-09 20:00:00+00:00,2023-02-09 20:15:00+00:00,0.25,22027.3,21862.1,24174.9,-1.040001,SL,4,1.5086,1175.93,17.74,-18.45,1180.57
677,S1_ETHUSDT,ETHUSDT,1,2023-02-10 00:00:00+00:00,2023-02-10 15:40:00+00:00,15.67,1544.67,1522.0,1839.38,-1.020441,SL,189,1.2411,1306.16,16.21,-16.54,1317.52
678,S1_SOLUSDT,SOLUSDT,1,2023-02-10 00:00:00+00:00,2023-02-10 11:10:00+00:00,11.17,20.482,19.99,26.878,0.787511,BE,135,2.7132,1306.16,35.44,27.91,1334.06
679,S4,ETHUSDT,1,2023-02-10 18:00:00+00:00,2023-02-10 21:40:00+00:00,3.67,1525.76,1494.84911608,2128.52223644,-1.014808,SL,45,1.9886,1317.52,26.2,-26.59,1290.93
680,S1_SOLUSDT,SOLUSDT,1,2023-02-11 20:00:00+00:00,2023-02-11 21:45:00+00:00,1.75,20.366,20.2,22.524,0.763194,BE,22,2.7132,1290.93,35.03,26.73,1317.67
681,S4,DOGEUSDT,1,2023-02-13 03:00:00+00:00,2023-02-13 09:15:00+00:00,6.25,0.08145,0.07944333,0.12058005,-1.012177,SL,76,1.9886,1317.67,26.2,-26.52,1291.14
682,S1_ETHUSDT,ETHUSDT,1,2023-02-13 12:00:00+00:00,2023-02-13 16:35:00+00:00,4.58,1485.65,1463.01,1779.97,-1.019686,SL,56,1.2411,1291.14,16.02,-16.34,1274.8
683,S1_BTCUSDT,BTCUSDT,-1,2023-02-15 16:00:00+00:00,2023-02-15 16:10:00+00:00,0.17,22798.0,22924.9,21148.3,-1.053896,SL,3,1.5086,1274.8,19.23,-20.27,1254.54
684,S1_ETHUSDT,ETHUSDT,-1,2023-02-15 20:00:00+00:00,2023-02-15 20:00:00+00:00,0.0,1628.29,1629.7,1609.96,-1.346445,SL,1,1.2411,1254.54,15.57,-20.96,1233.57
685,S1_SOLUSDT,SOLUSDT,-1,2023-02-15 20:00:00+00:00,2023-02-15 20:00:00+00:00,0.0,22.992,23.018,22.654,0.534708,BE,1,2.7132,1254.54,34.04,18.2,1251.77
686,S3,SOLUSDT,-1,2023-02-16 23:00:00+00:00,2023-02-17 19:20:00+00:00,20.33,22.4,23.20538939,18.37305306,-1.008344,SL,245,1.0606,1251.77,13.28,-13.39,1175.85
687,S3,BTCUSDT,-1,2023-02-17 00:00:00+00:00,2023-02-17 14:35:00+00:00,14.58,23526.6,24136.60260712,20476.58696442,-1.01157,SL,176,1.0606,1251.77,13.28,-13.43,1238.34
688,S3,XRPUSDT,-1,2023-02-17 00:00:00+00:00,2023-02-17 17:15:00+00:00,17.25,0.3838,0.39187775,0.34341123,-1.014254,SL,208,1.0606,1251.77,13.28,-13.47,1189.23
689,S1_BTCUSDT,BTCUSDT,-1,2023-02-17 16:00:00+00:00,2023-02-17 16:05:00+00:00,0.08,24131.3,24293.6,22021.4,-1.044605,SL,2,1.5086,1238.34,18.68,-19.51,1218.83
690,S1_ETHUSDT,ETHUSDT,-1,2023-02-17 16:00:00+00:00,2023-02-17 16:05:00+00:00,0.08,1673.17,1683.34,1540.96,-1.049356,SL,2,1.2411,1238.34,15.37,-16.13,1202.7
691,S1_ETHUSDT,ETHUSDT,-1,2023-02-19 00:00:00+00:00,2023-02-19 15:15:00+00:00,15.25,1691.65,1715.0,1388.1,-1.021734,SL,184,1.2411,1175.85,14.59,-14.91,1160.94
692,S1_SOLUSDT,SOLUSDT,-1,2023-02-19 16:00:00+00:00,2023-02-19 16:00:00+00:00,0.0,25.3,25.327,24.949,-1.281111,SL,1,2.7132,1160.94,31.5,-40.35,1120.58
693,S4,DOGEUSDT,1,2023-02-19 21:00:00+00:00,2023-02-21 21:20:00+00:00,48.33,0.08684,0.08486802,0.1252936,-1.013211,SL,581,1.9886,1120.58,22.28,-22.58,1120.21
694,S1_BTCUSDT,BTCUSDT,-1,2023-02-20 12:00:00+00:00,2023-02-20 12:35:00+00:00,0.58,24896.0,24990.0,23674.0,0.720545,BE,8,1.5086,1120.58,16.91,12.18,1142.79
695,S1_ETHUSDT,ETHUSDT,-1,2023-02-20 12:00:00+00:00,2023-02-20 12:25:00+00:00,0.42,1713.87,1720.39,1629.11,0.721141,BE,6,1.2411,1120.58,13.91,10.03,1130.61
696,S3,XRPUSDT,-1,2023-02-20 16:00:00+00:00,2023-03-03 01:30:00+00:00,249.5,0.4027,0.41080203,0.36218984,4.985089,TP,2995,1.0606,1142.79,12.12,60.42,1096.32
697,S2,LINKUSDT,-1,2023-02-23 18:00:00+00:00,2023-02-23 23:45:00+00:00,5.75,7.789,7.9701395,6.64776157,-0.68327,SL,70,3.3981,1120.21,38.07,-26.01,1094.21
698,S1_SOLUSDT,SOLUSDT,1,2023-02-25 20:00:00+00:00,2023-02-25 20:20:00+00:00,0.33,21.897,21.603,25.719,-1.022344,SL,5,2.7132,1094.21,29.69,-30.35,1063.85
699,S4,SOLUSDT,1,2023-02-26 03:00:00+00:00,2023-02-28 21:00:00+00:00,66.0,22.65,21.99614448,35.40018264,-1.010392,SL,793,1.9886,1063.85,21.16,-21.38,1042.48
700,S4,SOLUSDT,1,2023-02-27 21:00:00+00:00,2023-02-28 21:00:00+00:00,24.0,22.55,21.98970928,33.47566912,-1.012074,SL,289,1.9886,1063.85,21.16,-21.41,1021.07
701,S4,SOLUSDT,1,2023-03-02 04:00:00+00:00,2023-03-03 01:15:00+00:00,21.25,22.038,21.56349002,31.29094456,-1.013933,SL,256,1.9886,1021.07,20.3,-20.59,1000.48
702,S3,SOLUSDT,-1,2023-03-03 02:00:00+00:00,2023-03-03 05:00:00+00:00,3.0,20.524,21.10420376,17.6229812,-1.010612,SL,37,1.0606,1096.32,11.63,-11.75,1084.57
703,S1_BTCUSDT,BTCUSDT,1,2023-03-03 04:00:00+00:00,2023-03-08 05:40:00+00:00,121.67,22306.4,21883.2,27808.0,-1.015813,SL,1461,1.5086,1096.32,16.54,-16.8,1048.17
704,S1_LINKUSDT,LINKUSDT,1,2023-03-03 04:00:00+00:00,2023-03-08 15:00:00+00:00,131.0,6.809,6.595,9.591,-1.009545,SL,1573,2.8,1096.32,30.7,-30.99,1027.98
705,S1_SOLUSDT,SOLUSDT,1,2023-03-03 04:00:00+00:00,2023-03-03 13:55:00+00:00,9.92,20.849,20.291,28.103,0.788791,BE,120,2.7132,1096.32,29.75,23.46,1108.03
706,S3,XRPUSDT,-1,2023-03-06 02:00:00+00:00,2023-03-06 04:15:00+00:00,2.25,0.3625,0.36761826,0.33690868,-1.021247,SL,28,1.0606,1108.03,11.75,-12.0,1096.03
707,S1_SOLUSDT,SOLUSDT,1,2023-03-07 20:00:00+00:00,2023-03-07 20:00:00+00:00,0.0,20.001,19.866,21.756,-1.044447,SL,1,2.7132,1096.03,29.74,-31.06,1064.97
708,S4,LINKUSDT,1,2023-03-08 00:00:00+00:00,2023-03-08 13:10:00+00:00,13.17,6.881,6.73776466,9.67408915,-1.014412,SL,159,1.9886,1064.97,21.18,-21.48,1058.97
709,S1_BTCUSDT,BTCUSDT,1,2023-03-08 08:00:00+00:00,2023-03-08 10:40:00+00:00,2.67,21962.2,21800.0,24070.8,0.759379,BE,33,1.5086,1048.17,15.81,12.01,1080.45
710,S1_SOLUSDT,SOLUSDT,1,2023-03-08 08:00:00+00:00,2023-03-08 08:05:00+00:00,0.08,19.18,19.114,20.038,0.712818,BE,2,2.7132,1048.17,28.44,20.27,1068.44
711,S3,SOLUSDT,-1,2023-03-08 08:00:00+00:00,2023-03-10 10:00:00+00:00,50.0,19.18,19.73961832,16.38190842,4.989718,TP,601,1.0606,1048.17,11.12,55.47,1008.3
712,S2,LINKUSDT,-1,2023-03-08 15:00:00+00:00,2023-03-08 15:10:00+00:00,0.17,6.613,6.68861613,6.01141946,-0.548223,SL,3,3.3981,1058.97,35.98,-19.73,1008.25
713,S4,DOGEUSDT,1,2023-03-08 16:00:00+00:00,2023-03-08 18:40:00+00:00,2.67,0.07357,0.07215267,0.10120792,-1.015572,SL,33,1.9886,1008.25,20.05,-20.36,987.89
714,S4,DOGEUSDT,1,2023-03-08 21:00:00+00:00,2023-03-08 22:15:00+00:00,1.25,0.07286,0.07130418,0.10319846,-1.014049,SL,16,1.9886,987.89,19.65,-19.92,967.96
715,S1_BTCUSDT,BTCUSDT,1,2023-03-09 00:00:00+00:00,2023-03-09 10:45:00+00:00,10.75,21695.3,21540.5,23707.7,-1.042045,SL,130,1.5086,967.96,14.6,-15.22,952.75
716,S3,BTCUSDT,-1,2023-03-09 19:00:00+00:00,2023-03-12 18:40:00+00:00,71.67,21001.3,21337.55076486,19320.04617568,-1.018737,SL,861,1.0606,952.75,10.1,-10.29,950.18
717,S3,ETHUSDT,-1,2023-03-09 19:00:00+00:00,2023-03-10 07:05:00+00:00,12.08,1505.14,1526.46463553,1398.51682236,4.978825,TP,146,1.0606,952.75,10.1,50.31,952.83
718,S1_ETHUSDT,ETHUSDT,1,2023-03-09 20:00:00+00:00,2023-03-09 20:05:00+00:00,0.08,1487.83,1480.0,1589.62,-1.057005,SL,2,1.2411,952.75,11.82,-12.5,940.25
719,S1_LINKUSDT,LINKUSDT,1,2023-03-09 20:00:00+00:00,2023-03-09 20:05:00+00:00,0.08,6.295,6.255,6.815,-1.047212,SL,2,2.8,952.75,26.68,-27.94,912.31
720,S3,BTCUSDT,-1,2023-03-09 21:00:00+00:00,2023-03-11 01:40:00+00:00,28.67,20098.0,20544.48254726,17865.58726372,-1.013504,SL,345,1.0606,912.31,9.68,-9.81,978.96
721,S3,ETHUSDT,-1,2023-03-09 21:00:00+00:00,2023-03-09 22:10:00+00:00,1.17,1411.94,1445.99573165,1241.66134173,-1.012438,SL,15,1.0606,912.31,9.68,-9.8,902.52
722,S3,LINKUSDT,-1,2023-03-09 21:00:00+00:00,2023-03-10 13:40:00+00:00,16.67,6.022,6.20899624,5.08701878,-1.009661,SL,201,1.0606,912.31,9.68,-9.77,998.53
723,S3,DOGEUSDT,-1,2023-03-09 21:00:00+00:00,2023-03-11 01:05:00+00:00,28.08,0.06426,0.06642389,0.05344054,-1.008909,SL,338,1.0606,912.31,9.68,-9.76,988.77
724,S3,XRPUSDT,-1,2023-03-09 21:00:00+00:00,2023-03-13 15:05:00+00:00,90.08,0.3646,0.37663003,0.30444985,-1.009092,SL,1082,1.0606,912.31,9.68,-9.76,925.61
725,S1_ETHUSDT,ETHUSDT,1,2023-03-11 08:00:00+00:00,2023-03-11 08:40:00+00:00,0.67,1415.72,1399.66,1624.5,0.773554,BE,9,1.2411,978.96,12.15,9.4,960.48
726,S1_SOLUSDT,SOLUSDT,1,2023-03-11 08:00:00+00:00,2023-03-11 08:05:00+00:00,0.08,17.054,16.951,18.393,-1.049672,SL,2,2.7132,978.96,26.56,-27.88,951.08
727,S4,XRPUSDT,1,2023-03-12 22:00:00+00:00,2023-03-28 18:45:00+00:00,380.75,0.3617,0.35326473,0.52618785,19.487136,TP,4570,1.9886,950.18,18.9,368.22,1312.13
728,S1_BTCUSDT,BTCUSDT,-1,2023-03-13 00:00:00+00:00,2023-03-13 00:20:00+00:00,0.33,21986.2,22184.0,19414.8,-1.033346,SL,5,1.5086,950.18,14.33,-14.81,935.37
729,S1_BTCUSDT,BTCUSDT,-1,2023-03-13 16:00:00+00:00,2023-03-14 05:10:00+00:00,13.17,24009.0,24517.2,17402.4,-1.014173,SL,159,1.5086,925.61,13.96,-14.16,911.44
730,S1_SOLUSDT,SOLUSDT,-1,2023-03-13 16:00:00+00:00,2023-03-14 10:20:00+00:00,18.33,20.717,21.418,11.604,0.791134,BE,221,2.7132,925.61,25.11,19.87,931.31
731,S1_LINKUSDT,LINKUSDT,-1,2023-03-14 16:00:00+00:00,2023-03-14 16:20:00+00:00,0.33,7.146,7.202,6.418,0.761718,BE,5,2.8,931.31,26.08,19.86,951.18
732,S1_SOLUSDT,SOLUSDT,-1,2023-03-14 16:00:00+00:00,2023-03-14 16:20:00+00:00,0.33,21.923,22.152,18.946,0.77128,BE,5,2.7132,931.31,25.27,19.49,970.66
733,S1_ETHUSDT,ETHUSDT,-1,2023-03-17 04:00:00+00:00,2023-03-17 06:55:00+00:00,2.92,1707.73,1725.0,1483.22,-1.029665,SL,36,1.2411,970.66,12.05,-12.4,958.26
734,S1_LINKUSDT,LINKUSDT,-1,2023-03-17 12:00:00+00:00,2023-03-17 12:00:00+00:00,0.0,7.125,7.129,7.073,4.965625,BE,1,2.8,958.26,26.83,133.23,1091.49
735,S1_LINKUSDT,LINKUSDT,-1,2023-03-17 20:00:00+00:00,2023-03-17 22:45:00+00:00,2.75,7.076,7.203,5.425,-1.016715,SL,34,2.8,1091.49,30.56,-31.07,1060.42
736,S1_SOLUSDT,SOLUSDT,-1,2023-03-18 00:00:00+00:00,2023-03-18 00:00:00+00:00,0.0,21.598,21.696,20.324,-1.066116,SL,1,2.7132,1060.42,28.77,-30.67,1029.75
737,S1_ETHUSDT,ETHUSDT,-1,2023-03-19 04:00:00+00:00,2023-03-21 07:45:00+00:00,51.75,1782.09,1846.15,949.31,0.791654,BE,622,1.2411,1029.75,12.78,10.12,980.82
738,S1_SOLUSDT,SOLUSDT,-1,2023-03-20 08:00:00+00:00,2023-03-20 08:00:00+00:00,0.0,23.105,23.186,22.052,-1.085574,SL,1,2.7132,1029.75,27.94,-30.33,999.42
739,S1_LINKUSDT,LINKUSDT,-1,2023-03-20 16:00:00+00:00,2023-03-20 16:15:00+00:00,0.25,7.344,7.428,6.252,-1.026229,SL,4,2.8,999.42,27.98,-28.72,970.7
740,S1_BTCUSDT,BTCUSDT,-1,2023-03-21 12:00:00+00:00,2023-03-21 12:50:00+00:00,0.83,28026.1,28180.8,26015.0,-1.054349,SL,11,1.5086,980.82,14.8,-15.6,965.22
741,S1_LINKUSDT,LINKUSDT,-1,2023-03-22 04:00:00+00:00,2023-03-22 04:45:00+00:00,0.75,7.457,7.5,6.898,0.747974,BE,10,2.8,965.22,27.03,20.21,985.43
742,S3,BTCUSDT,-1,2023-03-22 20:00:00+00:00,2023-03-22 21:05:00+00:00,1.08,26653.3,27404.84119132,22895.59404342,-1.010639,SL,14,1.0606,985.43,10.45,-10.56,974.87
743,S3,ETHUSDT,-1,2023-03-22 20:00:00+00:00,2023-03-23 14:45:00+00:00,18.75,1716.11,1761.53997812,1488.9601094,-1.011332,SL,226,1.0606,985.43,10.45,-10.57,953.8
744,S3,XRPUSDT,-1,2023-03-22 20:00:00+00:00,2023-03-23 07:35:00+00:00,11.58,0.4113,0.4361174,0.28721301,-1.004972,SL,140,1.0606,985.43,10.45,-10.5,964.37
745,S1_BTCUSDT,BTCUSDT,-1,2023-03-23 16:00:00+00:00,2023-03-23 16:15:00+00:00,0.25,28574.6,28777.0,25943.4,0.757646,BE,4,1.5086,953.8,14.39,10.9,964.7
746,S3,BTCUSDT,-1,2023-03-27 15:00:00+00:00,2023-03-28 18:55:00+00:00,27.92,26933.0,27370.0786236,24747.60688201,-1.018486,SL,336,1.0606,964.7,10.23,-10.42,1301.7
747,S3,ETHUSDT,-1,2023-03-27 15:00:00+00:00,2023-03-28 11:50:00+00:00,20.83,1718.35,1746.54655727,1577.36721364,-1.018283,SL,251,1.0606,964.7,10.23,-10.42,954.28
748,S3,SOLUSDT,-1,2023-03-27 15:00:00+00:00,2023-03-28 14:25:00+00:00,23.42,19.876,20.31854147,17.66329263,-1.013474,SL,282,1.0606,964.7,10.23,-10.37,943.91
749,S3,LINKUSDT,-1,2023-03-27 15:00:00+00:00,2023-03-28 19:50:00+00:00,28.83,6.899,7.03221648,6.23291758,-1.015536,SL,347,1.0606,964.7,10.23,-10.39,1291.31
750,S3,BTCUSDT,-1,2023-03-27 18:00:00+00:00,2023-03-28 19:50:00+00:00,25.83,26947.2,27462.82993296,24369.05033519,-1.015678,SL,311,1.0606,964.7,10.23,-10.39,1280.92
751,S1_BTCUSDT,BTCUSDT,-1,2023-03-30 04:00:00+00:00,2023-03-30 17:30:00+00:00,13.5,28470.4,29184.8,19183.2,0.788044,BE,163,1.5086,1280.92,19.32,15.23,1296.15
752,S1_LINKUSDT,LINKUSDT,-1,2023-03-31 08:00:00+00:00,2023-03-31 08:00:00+00:00,0.0,7.508,7.528,7.248,-1.11262,SL,1,2.8,1296.15,36.29,-40.38,1255.77
753,S1_LINKUSDT,LINKUSDT,-1,2023-03-31 16:00:00+00:00,2023-04-01 06:30:00+00:00,14.5,7.579,7.674,6.344,0.776066,BE,175,2.8,1255.77,35.16,27.29,1283.06
754,S3,DOGEUSDT,-1,2023-04-02 03:00:00+00:00,2023-04-03 17:40:00+00:00,38.67,0.08383,0.08673511,0.06930446,-1.008657,SL,465,1.0606,1283.06,13.61,-13.73,1236.38
755,S2,DOGEUSDT,-1,2023-04-02 14:00:00+00:00,2023-04-03 17:35:00+00:00,27.58,0.07975,0.08176206,0.06830018,-0.755725,SL,332,3.3981,1283.06,43.6,-32.95,1250.11
756,S1_ETHUSDT,ETHUSDT,-1,2023-04-04 12:00:00+00:00,2023-04-04 13:05:00+00:00,1.08,1864.18,1877.99,1684.65,-1.040496,SL,14,1.2411,1236.38,15.34,-15.97,1220.42
757,S1_BTCUSDT,BTCUSDT,-1,2023-04-10 20:00:00+00:00,2023-04-10 22:00:00+00:00,2.0,29164.9,29300.0,27408.6,-1.064763,SL,25,1.5086,1220.42,18.41,-19.6,1200.81
