trade_id,stream,sym,side,entry_ts,exit_ts,duration_h,entry_price,stop_price,tp_price,pnl_r,reason,bars_5m,risk_pct,balance_before,dollar_risk,dollar_pnl,balance_after
1091,S1_SOLUSDT,SOLUSDT,-1,2023-12-10 04:00:00+00:00,2023-12-11 02:10:00+00:00,22.17,73.081,77.575,14.659,0.795121,BE,267,2.7132,3008.88,81.64,64.91,3102.27
1092,S4,DOGEUSDT,1,2023-12-11 09:00:00+00:00,2023-12-11 18:20:00+00:00,9.33,0.09777,0.09208678,0.20859289,-1.005161,SL,113,1.9886,3102.27,61.69,-62.01,3040.26
1093,S2,DOGEUSDT,-1,2023-12-11 15:00:00+00:00,2023-12-14 16:45:00+00:00,73.75,0.09477,0.09826844,0.073892,-0.717942,SL,886,3.3981,3102.27,105.42,-75.68,2964.57
1094,S2,SOLUSDT,-1,2023-12-16 00:00:00+00:00,2023-12-16 12:05:00+00:00,12.08,72.558,75.31949742,58.36314643,-0.833321,SL,146,3.3981,2964.57,100.74,-83.95,2880.62
1095,S4,BTCUSDT,1,2023-12-18 17:00:00+00:00,2023-12-26 09:45:00+00:00,184.75,41514.1,40826.4270916,54923.72171379,0.981889,BE,2218,1.9886,2880.62,57.28,56.25,2591.24
1096,S4,LINKUSDT,1,2023-12-18 17:00:00+00:00,2023-12-26 17:35:00+00:00,192.58,14.102,13.62243562,23.45350547,0.991178,BE,2312,1.9886,2880.62,57.28,56.78,2600.11
1097,S4,BTCUSDT,1,2023-12-18 19:00:00+00:00,2023-12-26 09:45:00+00:00,182.75,41661.0,40987.16876776,54800.70902872,0.981452,BE,2194,1.9886,2880.62,57.28,56.22,2647.46
1098,S4,ETHUSDT,1,2023-12-18 22:00:00+00:00,2023-12-19 16:55:00+00:00,18.92,2217.45,2178.77413367,2971.62939344,-1.0172,SL,228,1.9886,2880.62,57.28,-58.27,2822.35
1099,S3,ETHUSDT,-1,2023-12-19 18:00:00+00:00,2023-12-19 19:30:00+00:00,1.5,2142.14,2182.92246105,1938.22769473,-1.015758,SL,19,1.0606,2822.35,29.93,-30.41,2791.95
1100,S3,LINKUSDT,-1,2023-12-19 18:00:00+00:00,2023-12-20 06:20:00+00:00,12.33,13.982,14.33685792,12.20771038,-1.011821,SL,149,1.0606,2822.35,29.93,-30.29,2761.66
1101,S1_SOLUSDT,SOLUSDT,-1,2023-12-20 16:00:00+00:00,2023-12-20 16:15:00+00:00,0.25,80.756,81.388,72.54,0.761666,BE,4,2.7132,2761.66,74.93,57.07,2818.73
1102,S3,BTCUSDT,-1,2023-12-20 20:00:00+00:00,2024-01-02 00:10:00+00:00,292.17,43760.1,44541.36874053,39853.75629736,-1.016803,SL,3507,1.0606,2818.73,29.9,-30.4,2365.42
1103,S2,ETHUSDT,-1,2023-12-21 15:00:00+00:00,2023-12-21 21:40:00+00:00,6.67,2217.55,2257.73319231,2038.30243549,-0.968526,SL,81,3.3981,2818.73,95.78,-92.77,2725.96
1104,S1_LINKUSDT,LINKUSDT,-1,2023-12-22 00:00:00+00:00,2023-12-22 00:00:00+00:00,0.0,15.319,15.328,15.202,-1.510633,SL,1,2.8,2725.96,76.33,-115.3,2610.66
1105,S1_ETHUSDT,ETHUSDT,-1,2023-12-22 12:00:00+00:00,2023-12-22 13:00:00+00:00,1.0,2315.06,2334.77,2058.83,0.764763,BE,13,1.2411,2610.66,32.4,24.78,2635.44
1106,S1_LINKUSDT,LINKUSDT,-1,2023-12-22 16:00:00+00:00,2023-12-23 01:45:00+00:00,9.75,15.491,15.751,12.111,0.782126,BE,118,2.8,2635.44,73.79,57.71,2693.15
1107,S1_LINKUSDT,LINKUSDT,-1,2023-12-23 16:00:00+00:00,2023-12-23 16:00:00+00:00,0.0,15.835,15.885,15.185,-1.09501,SL,1,2.8,2693.15,75.41,-82.57,2610.58
1108,S1_LINKUSDT,LINKUSDT,-1,2023-12-24 16:00:00+00:00,2023-12-24 19:25:00+00:00,3.42,15.805,15.944,13.998,-1.034112,SL,42,2.8,2610.58,73.1,-75.59,2534.99
1109,S4,LINKUSDT,1,2023-12-26 08:00:00+00:00,2023-12-26 17:30:00+00:00,9.5,15.316,14.8767613,23.88115474,-1.010461,SL,115,1.9886,2534.99,50.41,-50.94,2596.52
1110,S4,LINKUSDT,1,2023-12-26 11:00:00+00:00,2023-12-26 17:30:00+00:00,6.5,15.353,14.90876114,24.01565779,-1.010368,SL,79,1.9886,2647.46,52.65,-53.19,2543.33
1111,S1_ETHUSDT,ETHUSDT,-1,2023-12-27 16:00:00+00:00,2023-12-27 16:15:00+00:00,0.25,2345.01,2358.8,2165.74,-1.051015,SL,4,1.2411,2600.11,32.27,-33.92,2566.19
1112,S3,LINKUSDT,-1,2023-12-27 18:00:00+00:00,2023-12-28 00:00:00+00:00,6.0,16.243,16.76414047,13.63729767,-1.00935,SL,73,1.0606,2566.19,27.22,-27.47,2465.94
1113,S1_LINKUSDT,LINKUSDT,-1,2023-12-27 20:00:00+00:00,2023-12-27 23:55:00+00:00,3.92,16.33,16.708,11.416,-1.01296,SL,48,2.8,2566.19,71.85,-72.78,2493.41
1114,S2,DOGEUSDT,-1,2023-12-29 17:00:00+00:00,2024-01-01 18:15:00+00:00,73.25,0.09028,0.09188641,0.08198334,-0.836765,SL,880,3.3981,2465.94,83.79,-70.12,2395.82
1115,S4,DOGEUSDT,1,2024-01-01 07:00:00+00:00,2024-01-02 15:15:00+00:00,32.25,0.08954,0.08815199,0.11660616,0.980647,BE,388,1.9886,2465.94,49.04,48.09,2310.32
1116,S1_ETHUSDT,ETHUSDT,-1,2024-01-02 04:00:00+00:00,2024-01-02 08:15:00+00:00,4.25,2388.46,2402.64,2204.12,-1.050532,SL,52,1.2411,2365.42,29.36,-30.84,2262.23
1117,S1_SOLUSDT,SOLUSDT,-1,2024-01-02 08:00:00+00:00,2024-01-02 08:00:00+00:00,0.0,114.53,114.8,111.02,-1.127256,SL,1,2.7132,2365.42,64.18,-72.35,2293.08
1118,S2,BTCUSDT,-1,2024-01-03 12:00:00+00:00,2024-01-08 15:40:00+00:00,123.67,43728.9,45271.56025122,39974.152431,-1.760987,SL,1485,3.3981,2310.32,78.51,-138.25,2171.02
1119,S3,ETHUSDT,-1,2024-01-03 15:00:00+00:00,2024-01-04 14:50:00+00:00,23.83,2194.11,2268.43890722,1822.46546388,-1.008856,SL,287,1.0606,2310.32,24.5,-24.72,2285.6
1120,S3,DOGEUSDT,-1,2024-01-03 15:00:00+00:00,2024-01-11 10:50:00+00:00,187.83,0.08105,0.08502935,0.06115324,-1.00611,SL,2255,1.0606,2310.32,24.5,-24.65,2116.62
1121,S1_LINKUSDT,LINKUSDT,1,2024-01-03 20:00:00+00:00,2024-01-15 14:30:00+00:00,282.5,14.045,12.066,39.772,0.797871,BE,3391,2.8,2310.32,64.69,51.61,2111.51
1122,S3,XRPUSDT,-1,2024-01-07 23:00:00+00:00,2024-01-08 00:30:00+00:00,1.5,0.5504,0.55989624,0.50291881,-1.017388,SL,19,1.0606,2285.6,24.24,-24.66,2260.94
1123,S1_SOLUSDT,SOLUSDT,1,2024-01-08 04:00:00+00:00,2024-01-08 06:00:00+00:00,2.0,87.249,85.1,115.186,0.78782,BE,25,2.7132,2260.94,61.34,48.33,2309.27
1124,S4,DOGEUSDT,1,2024-01-08 18:00:00+00:00,2024-01-09 12:55:00+00:00,18.92,0.07993,0.07787514,0.11999983,-1.011669,SL,228,1.9886,2171.02,43.17,-43.68,2144.56
1125,S1_ETHUSDT,ETHUSDT,-1,2024-01-08 20:00:00+00:00,2024-01-08 20:05:00+00:00,0.08,2355.24,2359.63,2298.17,0.63905,BE,2,1.2411,2171.02,26.94,17.22,2188.24
1126,S1_ETHUSDT,ETHUSDT,-1,2024-01-10 08:00:00+00:00,2024-01-10 09:15:00+00:00,1.25,2369.42,2402.6,1938.08,-1.021423,SL,16,1.2411,2144.56,26.62,-27.19,2117.37
1127,S1_BTCUSDT,BTCUSDT,-1,2024-01-10 20:00:00+00:00,2024-01-10 20:05:00+00:00,0.08,46498.8,46768.0,42999.2,0.748181,BE,2,1.5086,2117.37,31.94,23.9,2141.27
1128,S4,SOLUSDT,1,2024-01-10 22:00:00+00:00,2024-01-12 15:25:00+00:00,41.42,101.652,95.97391287,212.3746991,-1.005371,SL,498,1.9886,2141.27,42.58,-42.81,2041.16
1129,S1_BTCUSDT,BTCUSDT,-1,2024-01-11 12:00:00+00:00,2024-01-11 14:05:00+00:00,2.08,47068.5,47699.3,38868.1,-1.022385,SL,26,1.5086,2116.62,31.93,-32.65,2083.97
1130,S1_ETHUSDT,ETHUSDT,-1,2024-01-14 00:00:00+00:00,2024-01-14 00:30:00+00:00,0.5,2578.51,2591.29,2412.37,0.739472,BE,7,1.2411,2041.16,25.33,18.73,2059.9
1131,S2,XRPUSDT,-1,2024-01-15 07:00:00+00:00,2024-01-19 16:25:00+00:00,105.42,0.5796,0.58473682,0.53218047,4.234416,TP,1266,3.3981,2059.9,70.0,296.4,2407.91
1132,S4,BTCUSDT,1,2024-01-19 18:00:00+00:00,2024-01-22 10:25:00+00:00,64.42,41239.2,40472.43844848,56191.0502546,-1.016135,SL,774,1.9886,2407.91,47.88,-48.66,2236.06
1133,S4,SOLUSDT,1,2024-01-19 18:00:00+00:00,2024-01-22 08:35:00+00:00,62.58,91.383,87.89386106,159.42120941,-1.007857,SL,752,1.9886,2407.91,47.88,-48.26,2333.33
1134,S4,XRPUSDT,1,2024-01-20 02:00:00+00:00,2024-01-22 09:45:00+00:00,55.75,0.544,0.53331581,0.75234168,-1.015275,SL,670,1.9886,2407.91,47.88,-48.62,2284.71
1135,S3,DOGEUSDT,-1,2024-01-21 04:00:00+00:00,2024-02-19 22:20:00+00:00,714.33,0.08682,0.09022185,0.06981076,-1.007656,SL,8573,1.0606,2407.91,25.54,-25.73,2375.81
1136,S3,BTCUSDT,-1,2024-01-22 05:00:00+00:00,2024-01-22 06:05:00+00:00,1.08,40776.8,41176.35711608,38779.01441958,-1.030616,SL,14,1.0606,2407.91,25.54,-26.32,2381.59
1137,S3,ETHUSDT,-1,2024-01-22 05:00:00+00:00,2024-01-23 08:50:00+00:00,27.83,2416.62,2441.86266322,2290.40668389,4.971279,TP,335,1.0606,2407.91,25.54,126.96,2432.27
1138,S1_ETHUSDT,ETHUSDT,1,2024-01-22 12:00:00+00:00,2024-01-22 13:10:00+00:00,1.17,2380.99,2360.51,2647.23,0.765122,BE,15,1.2411,2236.06,27.75,21.23,2257.29
1139,S1_SOLUSDT,SOLUSDT,1,2024-01-22 20:00:00+00:00,2024-01-22 20:20:00+00:00,0.33,83.673,82.1,104.122,0.784042,BE,5,2.7132,2257.29,61.24,48.02,2305.31
1140,S3,SOLUSDT,-1,2024-01-23 09:00:00+00:00,2024-01-23 23:50:00+00:00,14.83,81.0,84.25962849,64.70185753,-1.007455,SL,179,1.0606,2432.27,25.8,-25.99,2432.07
1141,S3,BTCUSDT,-1,2024-01-23 10:00:00+00:00,2024-01-23 23:25:00+00:00,13.42,38964.6,39718.47500582,35195.22497092,-1.015506,SL,162,1.0606,2432.27,25.8,-26.2,2458.05
1142,S3,ETHUSDT,-1,2024-01-23 10:00:00+00:00,2024-01-26 16:05:00+00:00,78.08,2215.87,2268.27397381,1953.85013097,-1.012685,SL,938,1.0606,2432.27,25.8,-26.12,2427.08
1143,S1_SOLUSDT,SOLUSDT,1,2024-01-23 20:00:00+00:00,2024-01-23 22:40:00+00:00,2.67,80.941,78.96,106.694,0.787742,BE,33,2.7132,2432.27,65.99,51.98,2484.25
1144,S1_ETHUSDT,ETHUSDT,1,2024-01-25 16:00:00+00:00,2024-01-25 16:40:00+00:00,0.67,2187.61,2181.03,2273.15,0.700261,BE,9,1.2411,2432.07,30.18,21.14,2453.2
1145,S1_BTCUSDT,BTCUSDT,-1,2024-01-26 20:00:00+00:00,2024-01-26 20:10:00+00:00,0.17,42046.1,42187.1,40213.1,-1.08946,SL,3,1.5086,2427.08,36.61,-39.89,2387.19
1146,S1_BTCUSDT,BTCUSDT,-1,2024-01-28 00:00:00+00:00,2024-01-28 00:15:00+00:00,0.25,42102.2,42187.1,40998.5,0.651229,BE,4,1.5086,2387.19,36.01,23.45,2410.64
1147,S1_BTCUSDT,BTCUSDT,-1,2024-01-29 04:00:00+00:00,2024-01-29 07:35:00+00:00,3.58,42306.5,42525.0,39466.0,0.741913,BE,44,1.5086,2410.64,36.37,26.98,2437.62
1148,S4,ETHUSDT,1,2024-01-29 10:00:00+00:00,2024-01-29 13:20:00+00:00,3.33,2273.23,2247.64447762,2772.14768646,-1.026654,SL,41,1.9886,2437.62,48.47,-49.77,2387.86
1149,S1_BTCUSDT,BTCUSDT,-1,2024-01-29 16:00:00+00:00,2024-01-29 16:00:00+00:00,0.0,42623.1,42636.0,42455.4,-1.991235,SL,1,1.5086,2387.86,36.02,-71.73,2316.13
1150,S4,ETHUSDT,1,2024-01-29 16:00:00+00:00,2024-01-31 10:10:00+00:00,42.17,2274.99,2244.46676574,2870.19306804,0.97764,BE,507,1.9886,2387.86,47.48,46.42,2331.15
1151,S1_ETHUSDT,ETHUSDT,-1,2024-01-30 20:00:00+00:00,2024-01-30 20:15:00+00:00,0.25,2373.75,2381.47,2273.39,-1.092244,SL,4,1.2411,2316.13,28.75,-31.4,2284.73
1152,S3,XRPUSDT,-1,2024-01-30 20:00:00+00:00,2024-02-03 10:25:00+00:00,86.42,0.5143,0.52299316,0.47083418,-1.017748,SL,1038,1.0606,2316.13,24.56,-25.0,1985.16
1153,S2,ETHUSDT,-1,2024-01-31 11:00:00+00:00,2024-01-31 13:35:00+00:00,2.58,2283.11,2315.64049562,2133.48191499,-0.943443,SL,32,3.3981,2331.15,79.21,-74.73,2256.42
1154,S4,ETHUSDT,1,2024-01-31 12:00:00+00:00,2024-01-31 21:25:00+00:00,9.42,2299.11,2263.49672092,2993.56894202,-1.019367,SL,114,1.9886,2331.15,46.36,-47.26,2171.37
1155,S1_BTCUSDT,BTCUSDT,-1,2024-01-31 16:00:00+00:00,2024-01-31 16:05:00+00:00,0.08,43341.9,43460.0,41806.6,-1.110098,SL,2,1.5086,2256.42,34.04,-37.79,2218.63
1156,S2,BTCUSDT,-1,2024-01-31 21:00:00+00:00,2024-02-02 00:20:00+00:00,27.33,42534.0,43404.54579645,39380.73820121,-1.190529,SL,329,3.3981,2218.63,75.39,-89.76,2081.62
1157,S2,ETHUSDT,-1,2024-01-31 21:00:00+00:00,2024-02-03 01:20:00+00:00,52.33,2287.01,2326.95493647,2104.83026682,-0.947866,SL,629,3.3981,2218.63,75.39,-71.46,2010.16
1158,S3,XRPUSDT,-1,2024-02-03 14:00:00+00:00,2024-02-09 21:50:00+00:00,151.83,0.5188,0.52763947,0.47460264,-1.017607,SL,1823,1.0606,1985.16,21.05,-21.43,1748.48
1159,S4,BTCUSDT,1,2024-02-05 04:00:00+00:00,2024-02-14 09:10:00+00:00,221.17,42707.9,42274.9192411,51151.02479863,19.470409,TP,2655,1.9886,1985.16,39.48,768.63,2417.85
1160,S4,BTCUSDT,1,2024-02-05 06:00:00+00:00,2024-02-05 20:20:00+00:00,14.33,42767.7,42350.31659054,50906.67648454,-1.03074,SL,173,1.9886,1985.16,39.48,-40.69,1944.47
1161,S2,BTCUSDT,-1,2024-02-05 16:00:00+00:00,2024-02-06 15:25:00+00:00,23.42,42629.7,43222.65111615,40467.80341805,-1.190804,SL,282,3.3981,1985.16,67.46,-80.33,1864.14
1162,S4,DOGEUSDT,1,2024-02-06 00:00:00+00:00,2024-02-27 19:20:00+00:00,523.33,0.07831,0.07726722,0.09864414,19.477471,TP,6281,1.9886,1944.47,38.67,753.15,2698.92
1163,S4,SOLUSDT,1,2024-02-06 16:00:00+00:00,2024-03-05 15:35:00+00:00,671.58,95.696,93.334159,141.75189959,19.487845,TP,8060,1.9886,1864.14,37.07,722.42,4567.18
1164,S1_ETHUSDT,ETHUSDT,-1,2024-02-06 20:00:00+00:00,2024-02-06 20:00:00+00:00,0.0,2377.86,2378.99,2363.17,-1.63129,SL,1,1.2411,1864.14,23.14,-37.74,1826.4
1165,S1_ETHUSDT,ETHUSDT,-1,2024-02-07 16:00:00+00:00,2024-02-07 16:40:00+00:00,0.67,2368.69,2389.96,2092.18,-1.033409,SL,9,1.2411,1826.4,22.67,-23.42,1802.97
1166,S1_BTCUSDT,BTCUSDT,-1,2024-02-08 00:00:00+00:00,2024-02-08 00:00:00+00:00,0.0,44326.3,44388.0,43524.2,-1.215525,SL,1,1.5086,1802.97,27.2,-33.06,1769.91
1167,S1_ETHUSDT,ETHUSDT,-1,2024-02-12 16:00:00+00:00,2024-02-12 16:00:00+00:00,0.0,2557.33,2563.37,2478.81,0.67298,BE,1,1.2411,1748.48,21.7,14.6,1763.09
1168,S4,SOLUSDT,1,2024-02-12 16:00:00+00:00,2024-02-16 08:00:00+00:00,88.0,108.834,106.21527831,159.89907305,0.987532,BE,1057,1.9886,1748.48,34.77,34.34,2452.19
1169,S1_SOLUSDT,SOLUSDT,-1,2024-02-12 20:00:00+00:00,2024-02-12 21:10:00+00:00,1.17,109.839,111.448,88.922,-1.02048,SL,15,2.7132,1763.09,47.84,-48.82,1714.27
1170,S3,BTCUSDT,-1,2024-02-13 17:00:00+00:00,2024-02-13 20:35:00+00:00,3.58,48498.2,49371.16456918,44133.37715411,-1.016667,SL,44,1.0606,1714.27,18.18,-18.48,1695.79
1171,S1_SOLUSDT,SOLUSDT,-1,2024-02-14 00:00:00+00:00,2024-02-14 09:05:00+00:00,9.08,112.539,115.333,76.217,-1.012084,SL,110,2.7132,1695.79,46.01,-46.57,1649.22
1172,S1_ETHUSDT,ETHUSDT,-1,2024-02-18 00:00:00+00:00,2024-02-18 02:05:00+00:00,2.08,2787.44,2804.33,2567.87,0.75049,BE,26,1.2411,2452.19,30.43,22.84,2475.03
1173,S1_ETHUSDT,ETHUSDT,-1,2024-02-18 08:00:00+00:00,2024-02-18 09:00:00+00:00,1.0,2802.28,2808.99,2715.05,-1.125288,SL,13,1.2411,2475.03,30.72,-34.57,2440.46
1174,S1_BTCUSDT,BTCUSDT,-1,2024-02-19 00:00:00+00:00,2024-02-19 00:40:00+00:00,0.67,52175.9,52450.0,48612.6,-1.057106,SL,9,1.5086,2440.46,36.82,-38.92,2401.54
1175,S4,LINKUSDT,1,2024-02-20 03:00:00+00:00,2024-02-20 08:20:00+00:00,5.33,19.809,19.40718544,27.64438394,-1.01479,SL,65,1.9886,2375.81,47.25,-47.94,2327.87
1176,S2,XRPUSDT,-1,2024-02-20 17:00:00+00:00,2024-02-20 19:45:00+00:00,2.75,0.5494,0.55980342,0.48120627,-0.658638,SL,34,3.3981,2327.87,79.1,-52.1,2275.77
1177,S4,XRPUSDT,1,2024-02-20 19:00:00+00:00,2024-02-21 09:40:00+00:00,14.67,0.556,0.54029233,0.8622996,-1.010619,SL,177,1.9886,2327.87,46.29,-46.78,2183.24
1178,S4,BTCUSDT,1,2024-02-20 20:00:00+00:00,2024-02-21 09:50:00+00:00,13.83,52131.2,51250.16312791,69311.41900569,-1.017751,SL,167,1.9886,2275.77,45.26,-46.06,2137.18
1179,S4,XRPUSDT,1,2024-02-20 20:00:00+00:00,2024-02-21 09:25:00+00:00,13.42,0.5608,0.54520002,0.86499963,-1.010785,SL,162,1.9886,2275.77,45.26,-45.74,2230.02
1180,S3,BTCUSDT,-1,2024-02-21 10:00:00+00:00,2024-02-21 23:45:00+00:00,13.75,51115.3,51820.49788736,47589.31056319,-1.021745,SL,166,1.0606,2137.18,22.67,-23.16,2114.02
1181,S1_ETHUSDT,ETHUSDT,-1,2024-02-22 00:00:00+00:00,2024-02-22 00:15:00+00:00,0.25,2969.65,2982.24,2805.98,0.729238,BE,4,1.2411,2114.02,26.24,19.13,2133.15
1182,S1_ETHUSDT,ETHUSDT,-1,2024-02-22 08:00:00+00:00,2024-02-22 08:00:00+00:00,0.0,2995.95,2999.96,2943.82,-1.224136,SL,1,1.2411,2133.15,26.47,-32.41,2100.74
1183,S4,DOGEUSDT,1,2024-02-23 17:00:00+00:00,2024-02-28 16:55:00+00:00,119.92,0.08469,0.08292232,0.11915973,19.485627,TP,1440,1.9886,2100.74,41.78,814.02,4195.52
1184,S1_ETHUSDT,ETHUSDT,-1,2024-02-25 04:00:00+00:00,2024-02-25 14:30:00+00:00,10.5,3027.3,3055.19,2664.73,-1.032563,SL,127,1.2411,2100.74,26.07,-26.92,2073.82
1185,S3,DOGEUSDT,-1,2024-02-26 10:00:00+00:00,2024-02-26 14:40:00+00:00,4.67,0.08439,0.08557007,0.07848965,-1.021454,SL,57,1.0606,2073.82,21.99,-22.47,2051.36
1186,S3,XRPUSDT,-1,2024-02-26 12:00:00+00:00,2024-02-26 14:45:00+00:00,2.75,0.531,0.53723233,0.49983836,-1.02556,SL,34,1.0606,2073.82,21.99,-22.56,2028.8
1187,S4,BTCUSDT,1,2024-02-26 15:00:00+00:00,2024-02-28 13:25:00+00:00,46.42,51720.0,51246.04976016,60962.02967679,19.467262,TP,558,1.9886,2028.8,40.34,785.4,3484.32
1188,S4,SOLUSDT,1,2024-02-26 15:00:00+00:00,2024-02-27 16:05:00+00:00,25.08,103.612,101.26763448,149.32712771,0.986741,BE,302,1.9886,2028.8,40.34,39.81,1945.77
1189,S1_BTCUSDT,BTCUSDT,-1,2024-02-26 16:00:00+00:00,2024-02-26 16:00:00+00:00,0.0,52872.2,52885.5,52699.3,-2.192606,SL,1,1.5086,2028.8,30.61,-67.11,1961.69
1190,S4,XRPUSDT,1,2024-02-26 17:00:00+00:00,2024-02-28 17:30:00+00:00,48.5,0.5462,0.53898116,0.68696745,0.977301,BE,583,1.9886,1961.69,39.01,38.12,4233.65
1191,S1_SOLUSDT,SOLUSDT,-1,2024-02-26 20:00:00+00:00,2024-02-26 20:05:00+00:00,0.08,109.805,110.506,100.692,-1.046992,SL,2,2.7132,1961.69,53.22,-55.73,1905.96
1192,S3,XRPUSDT,-1,2024-02-27 21:00:00+00:00,2024-02-28 16:25:00+00:00,19.42,0.5815,0.59742351,0.50188246,-1.010956,SL,234,1.0606,2698.92,28.62,-28.94,3381.5
1193,S1_SOLUSDT,SOLUSDT,-1,2024-02-28 12:00:00+00:00,2024-02-28 16:10:00+00:00,4.17,111.576,115.333,62.735,-1.008909,SL,51,2.7132,2698.92,73.23,-73.88,3410.44
1194,S1_SOLUSDT,SOLUSDT,-1,2024-02-29 00:00:00+00:00,2024-02-29 00:00:00+00:00,0.0,119.421,119.497,118.433,-1.471399,SL,1,2.7132,4233.65,114.87,-169.02,4064.63
1195,S1_ETHUSDT,ETHUSDT,-1,2024-03-01 04:00:00+00:00,2024-03-04 00:25:00+00:00,68.42,3371.36,3524.76,1377.16,-1.006593,SL,822,1.2411,4064.63,50.45,-50.78,3764.7
1196,S1_SOLUSDT,SOLUSDT,-1,2024-03-02 20:00:00+00:00,2024-03-02 20:00:00+00:00,0.0,130.81,130.96,128.86,-1.26162,SL,1,2.7132,4064.63,110.28,-139.13,3925.5
1197,S1_SOLUSDT,SOLUSDT,-1,2024-03-03 20:00:00+00:00,2024-03-03 22:35:00+00:00,2.58,130.317,131.503,114.899,-1.032964,SL,32,2.7132,3925.5,106.51,-110.02,3815.48
1198,S1_SOLUSDT,SOLUSDT,-1,2024-03-04 12:00:00+00:00,2024-03-04 13:55:00+00:00,1.92,132.768,135.219,100.905,0.783749,BE,24,2.7132,3764.7,102.14,80.06,3844.76
1199,S1_SOLUSDT,SOLUSDT,-1,2024-03-05 16:00:00+00:00,2024-03-05 16:05:00+00:00,0.08,139.378,143.143,90.433,0.788894,BE,2,2.7132,4567.18,123.92,97.76,4664.93
1200,S4,SOLUSDT,1,2024-03-06 06:00:00+00:00,2024-04-13 17:35:00+00:00,923.58,129.707,119.97201141,319.5392776,0.996003,BE,11084,1.9886,4664.93,92.77,92.4,3411.89
1201,S1_BTCUSDT,BTCUSDT,-1,2024-03-06 08:00:00+00:00,2024-03-06 08:10:00+00:00,0.17,66759.3,67096.5,62375.7,-1.059394,SL,3,1.5086,4664.93,70.38,-74.56,4526.18
1202,S1_ETHUSDT,ETHUSDT,-1,2024-03-06 08:00:00+00:00,2024-03-06 08:05:00+00:00,0.08,3789.85,3800.3,3654.0,-1.1088,SL,2,1.2411,4664.93,57.9,-64.2,4600.74
1203,S1_BTCUSDT,BTCUSDT,-1,2024-03-07 16:00:00+00:00,2024-03-07 17:25:00+00:00,1.42,67317.2,67994.0,58518.8,-1.029839,SL,18,1.5086,4526.18,68.28,-70.32,4497.13
1204,S1_ETHUSDT,ETHUSDT,-1,2024-03-07 16:00:00+00:00,2024-03-07 16:30:00+00:00,0.5,3840.37,3858.0,3611.18,0.734651,BE,7,1.2411,4526.18,56.17,41.27,4567.45
1205,S1_SOLUSDT,SOLUSDT,-1,2024-03-07 16:00:00+00:00,2024-03-07 19:00:00+00:00,3.0,146.064,149.477,101.695,-1.012839,SL,37,2.7132,4526.18,122.8,-124.38,4372.75
1206,S1_SOLUSDT,SOLUSDT,-1,2024-03-08 20:00:00+00:00,2024-03-10 14:55:00+00:00,42.92,147.992,152.9,84.188,0.790954,BE,516,2.7132,4372.75,118.64,93.84,4403.54
1207,S1_ETHUSDT,ETHUSDT,-1,2024-03-10 04:00:00+00:00,2024-03-10 04:10:00+00:00,0.17,3938.32,3945.62,3843.42,-1.161849,SL,3,1.2411,4372.75,54.27,-63.05,4309.7
1208,S4,ETHUSDT,1,2024-03-11 04:00:00+00:00,2024-03-14 18:50:00+00:00,86.83,3870.32,3782.97059956,5573.63330862,-1.013293,SL,1043,1.9886,4403.54,87.57,-88.73,4225.1
1209,S4,ETHUSDT,1,2024-03-11 07:00:00+00:00,2024-03-14 18:50:00+00:00,83.83,3888.41,3802.54237144,5562.82875694,-1.013585,SL,1007,1.9886,4403.54,87.57,-88.76,4136.34
1210,S4,SOLUSDT,1,2024-03-11 07:00:00+00:00,2024-04-12 18:30:00+00:00,779.5,143.67,138.69007566,240.77852465,0.991345,BE,9355,1.9886,4403.54,87.57,86.81,3262.98
1211,S1_BTCUSDT,BTCUSDT,-1,2024-03-11 08:00:00+00:00,2024-03-11 08:00:00+00:00,0.0,71223.9,71537.7,67144.5,-1.068092,SL,1,1.5086,4403.54,66.43,-70.96,4332.58
1212,S1_ETHUSDT,ETHUSDT,-1,2024-03-11 08:00:00+00:00,2024-03-11 08:00:00+00:00,0.0,4013.37,4027.2,3833.58,-1.087058,SL,1,1.2411,4403.54,54.65,-59.41,4273.17
1213,S4,SOLUSDT,1,2024-03-11 08:00:00+00:00,2024-03-12 17:05:00+00:00,33.08,148.26,142.88578454,253.05720146,-1.008276,SL,398,1.9886,4403.54,87.57,-88.29,4276.01
1214,S3,XRPUSDT,-1,2024-03-12 01:00:00+00:00,2024-04-12 18:30:00+00:00,761.5,0.7044,0.73977049,0.52754754,4.994026,TP,9139,1.0606,4273.17,45.32,226.34,3489.31
1215,S1_SOLUSDT,SOLUSDT,-1,2024-03-12 08:00:00+00:00,2024-03-12 08:25:00+00:00,0.42,152.035,155.3,109.59,0.78603,BE,6,2.7132,4273.17,115.94,91.13,4364.31
1216,S1_ETHUSDT,ETHUSDT,-1,2024-03-13 04:00:00+00:00,2024-03-13 04:20:00+00:00,0.33,4047.92,4061.83,3867.09,0.712698,BE,5,1.2411,4276.01,53.07,37.82,4313.83
1217,S3,XRPUSDT,-1,2024-03-15 09:00:00+00:00,2024-03-15 19:00:00+00:00,10.0,0.6118,0.64380753,0.45176236,-1.005734,SL,121,1.0606,4136.34,43.87,-44.12,4092.22
