audit_scope,symbol,tp_r,entry_ts_utc,exit_ts_utc,entry_price,stop_init,risk,baseline_r,managed_r,delta_r,managed_reason,hold_5m_bars
first_25_by_entry,XRPUSDT,14.0,2022-03-07T00:00:00+00:00,2022-03-07T00:00:00+00:00,0.7248,0.7203,0.0044999999999999,-1.0483200000000006,-1.0483200000000006,0.0,SL,1
first_25_by_entry,LINKUSDT,14.0,2022-03-07T20:00:00+00:00,2022-03-07T20:00:00+00:00,12.564,12.46,0.1039999999999992,-1.036242307692308,-1.036242307692308,0.0,SL,1
first_25_by_entry,XRPUSDT,14.0,2022-03-07T20:00:00+00:00,2022-03-07T20:00:00+00:00,0.7113,0.71,0.0013,-1.164146153846144,-1.164146153846144,0.0,SL,1
first_25_by_entry,BTCUSDT,14.0,2022-03-08T16:00:00+00:00,2022-03-08T18:00:00+00:00,38649.8,38000.0,649.8000000000029,-1.0178438596491228,0.682156140350875,1.699999999999998,BE,25
first_25_by_entry,SOLUSDT,14.0,2022-03-11T20:00:00+00:00,2022-03-11T20:00:00+00:00,80.55,80.33,0.2199999999999988,-1.1098409090909096,0.5901590909090775,1.699999999999987,BE,1
first_25_by_entry,SOLUSDT,14.0,2022-03-14T00:00:00+00:00,2022-03-14T03:40:00+00:00,78.68,77.54,1.1400000000000006,13.979294736842103,0.6792947368421065,-13.299999999999997,BE,45
first_25_by_entry,BTCUSDT,14.0,2022-03-28T00:00:00+00:00,2022-03-28T00:30:00+00:00,46820.9,47047.0,226.09999999999857,-1.0621241486068116,-1.0621241486068116,0.0,SL,7
first_25_by_entry,ETHUSDT,14.0,2022-03-28T04:00:00+00:00,2022-03-28T05:10:00+00:00,3311.04,3337.64,26.59999999999991,-1.0373425563909775,-1.0373425563909775,0.0,SL,15
first_25_by_entry,BTCUSDT,14.0,2022-03-29T12:00:00+00:00,2022-03-29T12:10:00+00:00,47873.4,47972.2,98.79999999999563,-1.145364574898792,-1.145364574898792,0.0,SL,3
first_25_by_entry,ETHUSDT,14.0,2022-03-29T12:00:00+00:00,2022-03-29T12:05:00+00:00,3463.79,3471.0,7.210000000000036,-1.1441244105409147,-1.1441244105409147,0.0,SL,2
first_25_by_entry,SOLUSDT,14.0,2022-03-31T12:00:00+00:00,2022-03-31T12:15:00+00:00,127.24,128.07,0.8299999999999983,-1.0459903614457833,0.654009638554222,1.7000000000000053,BE,4
first_25_by_entry,SOLUSDT,14.0,2022-04-03T04:00:00+00:00,2022-04-03T04:05:00+00:00,135.45,136.2,0.75,-1.05418,-1.05418,0.0,SL,2
first_25_by_entry,SOLUSDT,14.0,2022-04-04T00:00:00+00:00,2022-04-04T11:05:00+00:00,136.87,140.02,3.1500000000000057,13.986964761904762,0.6869647619047646,-13.299999999999997,BE,134
first_25_by_entry,XRPUSDT,14.0,2022-04-06T12:00:00+00:00,2022-04-06T13:45:00+00:00,0.795,0.7768,0.0181999999999999,-1.0131043956043957,-1.0131043956043957,0.0,SL,22
first_25_by_entry,LINKUSDT,14.0,2022-04-06T16:00:00+00:00,2022-04-06T16:35:00+00:00,15.731,15.494,0.2370000000000001,-1.0199126582278482,-1.0199126582278482,0.0,SL,8
first_25_by_entry,BTCUSDT,14.0,2022-04-06T20:00:00+00:00,2022-04-07T00:10:00+00:00,43751.2,43100.0,651.1999999999971,-1.020155651105651,-1.020155651105651,0.0,SL,51
first_25_by_entry,ETHUSDT,14.0,2022-04-07T00:00:00+00:00,2022-04-07T00:00:00+00:00,3166.77,3160.19,6.579999999999927,-1.1443816109422509,0.5556183890577215,1.6999999999999724,BE,1
first_25_by_entry,XRPUSDT,14.0,2022-04-07T16:00:00+00:00,2022-04-08T00:00:00+00:00,0.7776,0.7674,0.0101999999999999,-1.0228705882352942,0.6771294117647102,1.7000000000000044,BE,97
first_25_by_entry,LINKUSDT,14.0,2022-04-07T16:00:00+00:00,2022-04-07T19:45:00+00:00,15.482,15.28,0.2019999999999999,-1.022993069306931,0.6770069306930737,1.7000000000000046,BE,46
first_25_by_entry,BTCUSDT,14.0,2022-04-08T12:00:00+00:00,2022-04-08T12:05:00+00:00,43289.9,43238.3,51.599999999998545,-1.251685465116286,0.4483145348837843,1.7000000000000703,BE,2
first_25_by_entry,BTCUSDT,14.0,2022-04-08T20:00:00+00:00,2022-04-08T22:20:00+00:00,42722.0,42298.2,423.8000000000029,-1.0302420953279847,-1.0302420953279847,0.0,SL,29
first_25_by_entry,LINKUSDT,14.0,2022-04-09T00:00:00+00:00,2022-04-09T10:30:00+00:00,15.115,15.006,0.1089999999999999,-1.0416009174311929,0.6583990825688057,1.6999999999999986,BE,127
first_25_by_entry,XRPUSDT,14.0,2022-04-10T08:00:00+00:00,2022-04-10T09:05:00+00:00,0.7611,0.7581,0.003,-1.07611,-1.07611,0.0,SL,14
first_25_by_entry,XRPUSDT,14.0,2022-04-11T00:00:00+00:00,2022-04-11T00:05:00+00:00,0.7538,0.7519,0.0019,-1.1190210526315785,-1.1190210526315785,0.0,SL,2
