strategy,total_n,avg_mean_r,avg_median_r,avg_win_rate,avg_tp_rate,avg_sl_rate,avg_time_rate
FVG_STOP_ANCHOR,1771,0.025513068994643073,0.0,0.48778747551823404,0.48778747551823404,0.462274406523591,0.04993811795817499
FVG_TP_ANCHOR,1771,0.0077605383793132865,0.2065260189696674,0.6532713810388312,0.6532713810388312,0.344121277456869,0.002607341504299847
