trend_alignment,event_side,n,mean_gap_bps,mean_mfe_r,mean_mae_r,plus1r_fast,minus1r_fast,both_fast,full_fill_fast,full_fill_slow,edge_score_fast
trend_aligned,bearish,246,112.12426178328829,4.458120158542151,2.2968459915282615,0.540650406504065,0.45121951219512196,0.008130081300813009,0.6300813008130082,0.7357723577235772,0.08943089430894308
trend_aligned,bullish,267,76.108674974509,3.2013300315561315,2.296505866694653,0.5168539325842697,0.4681647940074906,0.0149812734082397,0.6479400749063671,0.7415730337078652,0.04868913857677909
trend_counter,bearish,57,33.53308589261037,2.1359696110511064,2.6807018305634562,0.38596491228070173,0.6140350877192983,0.0,0.8947368421052632,0.9298245614035088,-0.22807017543859653
trend_counter,bullish,48,47.758955358084556,2.027372876058992,2.322348333233944,0.3958333333333333,0.6041666666666666,0.0,0.8125,0.8958333333333334,-0.20833333333333331
