high_vol_size_bucket,event_side,n,mean_gap_bps,mean_mfe_r,mean_mae_r,plus1r_fast,minus1r_fast,both_fast,full_fill_fast,full_fill_slow,edge_score_fast
high_vol_large,bearish,23,495.6382534531541,3.55419441976328,1.9922296136143047,0.5652173913043478,0.43478260869565216,0.0,0.17391304347826086,0.43478260869565216,0.13043478260869562
high_vol_large,bullish,8,444.76997508625936,2.0158009217260155,2.7229646800702474,0.5,0.5,0.0,0.25,0.625,0.0
high_vol_regular,bearish,150,128.8331104260621,2.8698568684376684,2.2633688592070995,0.4666666666666667,0.5133333333333333,0.02,0.5133333333333333,0.68,-0.046666666666666634
high_vol_regular,bullish,120,116.47106828444255,2.171465531977355,2.740005170556095,0.43333333333333335,0.5333333333333333,0.03333333333333333,0.6666666666666666,0.8,-0.09999999999999998
