event_side,premium_discount_zone,n,mean_gap_bps,mean_mfe_r,mean_mae_r,plus_hit,minus_hit,both_hit,fill_fast,fill_slow,edge_score
bearish,discount,814,84.07429731179867,3.5044574619124687,2.896170734330476,0.4914004914004914,0.4950859950859951,0.012285012285012284,0.6842751842751843,0.7997542997542998,-0.0036855036855036882
bearish,premium,58,93.07904871660422,2.2668734195720304,2.247927130192656,0.46551724137931033,0.5172413793103449,0.0,0.7413793103448276,0.8448275862068966,-0.05172413793103453
bullish,discount,20,31.93558219047941,1.6766196143576342,2.6379159285698783,0.35,0.6,0.0,0.85,0.95,-0.25
bullish,premium,710,95.34430972875943,3.4451884206160974,2.7367216401513415,0.49295774647887325,0.4802816901408451,0.02676056338028169,0.6985915492957746,0.8084507042253521,0.012676056338028152
