event_side,structure_regime,n,mean_r,median_r,win_rate,tp_rate,sl_rate,time_rate,strategy
bearish,BALANCE,545,0.005504587155963303,0.0,0.46605504587155966,0.46605504587155966,0.46055045871559636,0.07339449541284404,FVG_STOP_ANCHOR
bearish,IMBALANCE,236,0.11016949152542373,1.0,0.5169491525423728,0.5169491525423728,0.4067796610169491,0.07627118644067797,FVG_STOP_ANCHOR
bullish,BALANCE,527,0.0702087286527514,0.0,0.4952561669829222,0.4952561669829222,0.4250474383301708,0.07969639468690702,FVG_STOP_ANCHOR
bullish,IMBALANCE,259,0.05791505791505796,0.0,0.49034749034749037,0.49034749034749037,0.4324324324324324,0.07722007722007722,FVG_STOP_ANCHOR
bearish,BALANCE,545,0.033884460850522595,0.24444165219193362,0.636697247706422,0.636697247706422,0.3541284403669725,0.009174311926605505,FVG_TP_ANCHOR
bearish,IMBALANCE,236,-0.009256123649041123,0.1777563881589766,0.6271186440677966,0.6271186440677966,0.3728813559322034,0.0,FVG_TP_ANCHOR
bullish,BALANCE,527,0.02716716056290386,0.22385168396615243,0.6337760910815939,0.6337760910815939,0.36432637571157495,0.0018975332068311196,FVG_TP_ANCHOR
bullish,IMBALANCE,259,0.07873260408124673,0.23180618733913566,0.6332046332046332,0.6332046332046332,0.36293436293436293,0.003861003861003861,FVG_TP_ANCHOR
