strategy,total_n,avg_mean_r,avg_median_r,avg_win_rate,avg_tp_rate,avg_sl_rate,avg_time_rate
FVG_STOP_ANCHOR,1638,-0.0008213177621505981,0.0,0.4675717914309637,0.4675717914309637,0.4683931091931144,0.06403509937592189
FVG_TP_ANCHOR,1638,-0.026749858331740976,0.18748224170018415,0.6200801121837054,0.6200801121837054,0.37588765758656195,0.004032230229732715
