symbol,n_trades,total_r,avg_r,median_r,win_rate,tp_rate,sl_rate,time_rate,max_drawdown_r,run_id
BTCUSDT,202,32.708204629251185,0.1619218050953029,0.9177402811451552,0.6039603960396039,0.594059405940594,0.3910891089108911,0.0148514851485148,7.480853614984536,run_fvg_imbalance_strict_bull_imbalance_all_assets_tp1_20260410_201615
DOGEUSDT,219,28.92955496215007,0.1320984244847035,0.9560551724137936,0.5753424657534246,0.5753424657534246,0.4200913242009132,0.0045662100456621,10.211330312812416,run_fvg_imbalance_strict_bull_imbalance_all_assets_tp1_20260410_201617
ETHUSDT,205,35.937126567763045,0.1753030564281124,0.9222290697674432,0.6048780487804878,0.5853658536585366,0.3707317073170731,0.0439024390243902,8.281219906092975,run_fvg_imbalance_strict_bull_imbalance_all_assets_tp1_20260410_201620
LINKUSDT,190,33.546651087206286,0.176561321511612,0.9364843749999998,0.6052631578947368,0.5842105263157895,0.3842105263157894,0.031578947368421,7.274175891633181,run_fvg_imbalance_strict_bull_imbalance_all_assets_tp1_20260410_201622
SOLUSDT,212,34.54496645059463,0.162947954955635,0.9584767473858008,0.589622641509434,0.5849056603773585,0.3962264150943396,0.0188679245283018,10.398859452204434,run_fvg_imbalance_strict_bull_imbalance_all_assets_tp1_20260410_201625
XRPUSDT,221,61.59715443747961,0.2787201558256996,0.9608222222222228,0.6561085972850679,0.6425339366515838,0.3393665158371041,0.0180995475113122,6.934447389147763,run_fvg_imbalance_strict_bull_imbalance_all_assets_tp1_20260410_201627
