strategy,total_n,avg_mean_r,avg_median_r,avg_win_rate,avg_tp_rate,avg_sl_rate,avg_time_rate
FVG_STOP_ANCHOR,417,-0.029169660814492605,0.0,0.4605772294925935,0.4605772294925935,0.4897468903070862,0.04967588020032036
FVG_TP_ANCHOR,417,-0.05327166571876175,0.16486745974167202,0.6390821894897234,0.6390821894897234,0.3593840681789883,0.0015337423312883436
