high_vol_size_bucket,event_side,n,mean_gap_bps,mean_mfe_r,mean_mae_r,plus1r_fast,minus1r_fast,both_fast,full_fill_fast,full_fill_slow,edge_score_fast
high_vol_large,bearish,12,481.6238451430097,2.8567608775325617,2.686740364670016,0.4166666666666667,0.5833333333333334,0.0,0.3333333333333333,0.4166666666666667,-0.16666666666666669
high_vol_large,bullish,16,577.0071709215582,3.9755055677129683,2.436988711866981,0.5625,0.375,0.0625,0.1875,0.375,0.1875
high_vol_regular,bearish,135,133.22541689256906,2.7172879738885825,2.198697902791107,0.48148148148148145,0.5185185185185185,0.0,0.5111111111111111,0.6666666666666666,-0.037037037037037035
high_vol_regular,bullish,109,134.22941572731014,2.633988286083203,2.6855727925283523,0.48623853211009177,0.46788990825688076,0.045871559633027525,0.6238532110091743,0.7981651376146789,0.01834862385321101
