trend_alignment,event_side,n,mean_gap_bps,mean_mfe_r,mean_mae_r,plus1r_fast,minus1r_fast,both_fast,full_fill_fast,full_fill_slow,edge_score_fast
trend_aligned,bearish,68,193.21449879696792,3.079204734444457,2.8532333847979703,0.4852941176470588,0.4852941176470588,0.029411764705882353,0.7647058823529411,0.8823529411764706,0.0
trend_aligned,bullish,72,210.23912772242159,4.891902954806783,2.677463136719234,0.5416666666666666,0.4305555555555556,0.027777777777777776,0.6111111111111112,0.7222222222222222,0.11111111111111105
trend_counter,bearish,12,166.6832817714347,2.013168703905788,2.738899658817702,0.5,0.5,0.0,0.8333333333333334,0.9166666666666666,0.0
trend_counter,bullish,18,86.91345255778837,1.7075269093794505,2.3129755679277864,0.2777777777777778,0.6666666666666666,0.0,0.8888888888888888,0.8888888888888888,-0.38888888888888884
