high_vol_size_bucket,event_side,n,mean_gap_bps,mean_mfe_r,mean_mae_r,plus1r_fast,minus1r_fast,both_fast,full_fill_fast,full_fill_slow,edge_score_fast
high_vol_large,bearish,3,948.8188799714931,1.561344656373125,3.5704734105402225,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
high_vol_large,bullish,4,955.2944290187356,0.6211581151051484,4.13647364865819,0.0,0.75,0.25,0.25,0.25,-0.75
high_vol_regular,bearish,37,165.90628275353475,3.0979553780599063,2.8750753283454515,0.6216216216216216,0.35135135135135137,0.02702702702702703,0.5675675675675675,0.7297297297297297,0.27027027027027023
high_vol_regular,bullish,23,264.2463165699488,5.809997208069176,1.836006684958069,0.5652173913043478,0.43478260869565216,0.0,0.391304347826087,0.6521739130434783,0.13043478260869562
