strategy,total_n,avg_mean_r,avg_median_r,avg_win_rate,avg_tp_rate,avg_sl_rate,avg_time_rate
FVG_TP_ANCHOR,1677,0.050332749512153274,0.22345053140269672,0.6447026159907793,0.6447026159907793,0.35002265962126833,0.005274724387952433
FVG_STOP_ANCHOR,1677,0.009673906587545085,0.0,0.469881925629692,0.469881925629692,0.4602080190421469,0.0699100553281611
