high_vol_size_bucket,event_side,n,mean_gap_bps,mean_mfe_r,mean_mae_r,plus1r_fast,minus1r_fast,both_fast,full_fill_fast,full_fill_slow,edge_score_fast
high_vol_large,bearish,17,504.9752530216768,2.28850232360769,2.2246455341847313,0.5294117647058824,0.47058823529411764,0.0,0.23529411764705882,0.5294117647058824,0.05882352941176472
high_vol_large,bullish,13,503.6138830550927,2.6987021457440292,2.580400440100547,0.23076923076923078,0.7692307692307693,0.0,0.46153846153846156,0.7692307692307693,-0.5384615384615385
high_vol_regular,bearish,154,134.49248227038825,2.4537384789182983,2.3338577726220984,0.474025974025974,0.525974025974026,0.0,0.564935064935065,0.7402597402597403,-0.051948051948051965
high_vol_regular,bullish,107,133.0276753473717,2.5499052241162774,2.446221211162624,0.4766355140186916,0.514018691588785,0.009345794392523364,0.5887850467289719,0.7383177570093458,-0.03738317757009341
