range_zone,event_side,n,mean_gap_bps,mean_mfe_r,mean_mae_r,plus1r_fast,minus1r_fast,both_fast,full_fill_fast,full_fill_slow,edge_score_fast
edge,bearish,464,91.02841472707777,3.155784387483989,2.4100914428314355,0.5172413793103449,0.4676724137931034,0.01293103448275862,0.5754310344827587,0.7198275862068966,0.04956896551724144
edge,bullish,515,93.5296257741469,3.05568322675814,2.6402406310164963,0.5320388349514563,0.458252427184466,0.007766990291262136,0.6,0.7592233009708738,0.0737864077669903
middle,bearish,396,49.432701417516604,2.7602686593298595,2.568522788676257,0.5126262626262627,0.4671717171717172,0.007575757575757576,0.7550505050505051,0.8611111111111112,0.04545454545454547
middle,bullish,295,47.43755482191854,2.7471160911875323,2.348354126167928,0.5254237288135594,0.4542372881355932,0.006779661016949152,0.7423728813559322,0.8406779661016949,0.07118644067796615
