tf_rule,bar_start_utc,bar_end_utc,hour_utc,weekday,weekday_name,event,atr,atr_roc_1,d_atr,close,fwd_range_pct_48m,fwd_range_pct_192m,fwd_range_pct_288m
4h,2022-04-24T04:00:00+00:00,2022-04-24T08:00:00+00:00,8,6,Sunday,contract,0.0123679858696593,-0.053944622841990086,-0.0007052296822814847,0.7107,1.2100745743633112,2.51864359082595,9.483607710707755
4h,2022-04-25T00:00:00+00:00,2022-04-25T04:00:00+00:00,4,0,Monday,expand,0.013164821535490067,0.11779421836414516,0.0013873214203469174,0.6791,5.198056250920335,6.405536739802677,9.159181269327055
4h,2022-04-25T04:00:00+00:00,2022-04-25T08:00:00+00:00,8,0,Monday,expand,0.01474590571152649,0.12009917276691495,0.0015810841760364232,0.6513,3.1168432366037133,8.030093658836176,9.381237524950107
4h,2022-04-30T20:00:00+00:00,2022-05-01T00:00:00+00:00,0,6,Sunday,expand,0.017425347794772873,0.18258294537045616,0.0026903578619405476,0.5839,3.2026031854769736,5.309128275389626,6.353827710224358
4h,2022-05-01T08:00:00+00:00,2022-05-01T12:00:00+00:00,12,6,Sunday,contract,0.01633505433859913,-0.04598148775158051,-0.0007873118721999327,0.589,3.073005093378609,6.044142614601032,7.249575551782696
4h,2022-05-04T16:00:00+00:00,2022-05-04T20:00:00+00:00,20,2,Wednesday,expand,0.015862757416302276,0.11300410382576165,0.0016105571218228976,0.6387,1.800532331297959,3.5384374510725007,12.353217472992027
4h,2022-05-05T12:00:00+00:00,2022-05-05T16:00:00+00:00,16,3,Thursday,expand,0.017298890509481024,0.17566041819382416,0.002584700730039918,0.6006,4.512154512154514,6.310356310356317,6.310356310356317
4h,2022-05-07T08:00:00+00:00,2022-05-07T12:00:00+00:00,12,5,Saturday,contract,0.015057372177600491,-0.046087837296420076,-0.0007274901675077359,0.5982,0.9695753928452069,5.265797392176525,5.867602808425279
4h,2022-05-07T12:00:00+00:00,2022-05-07T16:00:00+00:00,16,5,Saturday,contract,0.014396131307771886,-0.04391475896519814,-0.0006612408698286054,0.5947,1.2779552715655038,5.750798722044729,5.750798722044729
4h,2022-05-09T16:00:00+00:00,2022-05-09T20:00:00+00:00,20,0,Monday,expand,0.02009465730734224,0.1981667359384196,0.0033234878994352138,0.4883,5.918492729879168,12.819987712471839,13.3114888388286
4h,2022-05-11T12:00:00+00:00,2022-05-11T16:00:00+00:00,16,2,Wednesday,expand,0.029514911073104326,0.2437048793677774,0.005783468378991973,0.4457,9.266322638546107,25.17388377832622,25.17388377832622
4h,2022-05-14T04:00:00+00:00,2022-05-14T08:00:00+00:00,8,5,Saturday,contract,0.03005319498130216,-0.04346535452343847,-0.0013656303831770904,0.428,7.2897196261682256,9.042056074766357,9.042056074766357
4h,2022-05-15T16:00:00+00:00,2022-05-15T20:00:00+00:00,20,6,Sunday,contract,0.023346259561176037,-0.04332974652663735,-0.001057404581628927,0.4315,4.5422943221320855,9.779837775202772,9.779837775202772
4h,2022-05-17T08:00:00+00:00,2022-05-17T12:00:00+00:00,12,1,Tuesday,contract,0.01913183084861258,-0.050875989624159734,-0.0010255254498932748,0.4304,4.112453531598511,6.110594795539031,6.110594795539031
4h,2022-05-18T04:00:00+00:00,2022-05-18T08:00:00+00:00,8,2,Wednesday,contract,0.01740468251932586,-0.043963653719828244,-0.0008003601937942965,0.4269,1.2883579292574383,6.1841180604356945,9.323026469899274
4h,2022-05-18T08:00:00+00:00,2022-05-18T12:00:00+00:00,12,2,Wednesday,contract,0.01655434805365973,-0.04885664904958398,-0.0008503344656661319,0.4266,5.602437880918888,8.743553680262542,8.743553680262542
4h,2022-05-19T16:00:00+00:00,2022-05-19T20:00:00+00:00,20,3,Thursday,contract,0.015769666433409834,-0.04504321213974005,-0.0007438204948776797,0.4167,1.8958483321334336,6.503479721622273,9.47924166066714
4h,2022-05-21T08:00:00+00:00,2022-05-21T12:00:00+00:00,12,5,Saturday,contract,0.012787224951485302,-0.04419948339523849,-0.0005913249962680948,0.4107,1.7774531288044737,2.167031896761631,3.2383735086437735
4h,2022-05-21T16:00:00+00:00,2022-05-21T20:00:00+00:00,20,5,Saturday,contract,0.01183847457551539,-0.044920786183016204,-0.0005568057365781028,0.4153,1.2039489525644125,3.0821093185648873,3.0821093185648873
4h,2022-05-22T00:00:00+00:00,2022-05-22T04:00:00+00:00,4,6,Sunday,contract,0.010875011241133171,-0.04185025181235913,-0.0004750008647025489,0.4127,1.1146110976496226,3.101526532590254,3.779985461594379
4h,2022-05-29T04:00:00+00:00,2022-05-29T08:00:00+00:00,8,6,Sunday,contract,0.008787692504984342,-0.05059261295958428,-0.0004682840388449457,0.3835,1.1734028683181237,2.2946544980443218,6.101694915254232
4h,2022-05-30T20:00:00+00:00,2022-05-31T00:00:00+00:00,0,1,Tuesday,expand,0.008748570269037732,0.10979148627302115,0.0008654945946894015,0.4186,2.2216913521261286,6.712852365026281,6.712852365026281
4h,2022-06-04T16:00:00+00:00,2022-06-04T20:00:00+00:00,20,5,Saturday,contract,0.00780811278654632,-0.043426230926019715,-0.00035447021434971415,0.3901,1.3073570879261711,2.0763906690592147,2.6147141758523422
4h,2022-06-05T04:00:00+00:00,2022-06-05T08:00:00+00:00,8,6,Sunday,contract,0.007081531994184494,-0.049374850303812945,-0.0003678101533988098,0.3908,1.6376663254861867,2.2517911975434943,3.5823950870010273
4h,2022-06-07T00:00:00+00:00,2022-06-07T04:00:00+00:00,4,1,Tuesday,expand,0.007656869713571994,0.12225025673766998,0.0008340869451098484,0.3883,1.2619108936389287,7.288179242853462,7.7259850630955516
4h,2022-06-07T16:00:00+00:00,2022-06-07T20:00:00+00:00,20,1,Tuesday,expand,0.00847230726492424,0.15314982963819257,0.0011252071334673626,0.414,3.8647342995169116,5.531400966183583,5.531400966183583
4h,2022-06-09T04:00:00+00:00,2022-06-09T08:00:00+00:00,8,3,Thursday,contract,0.007804259312641439,-0.04611015754058989,-0.00037725071635703617,0.4019,0.9703906444389189,1.9407812888778377,5.001244090569795
4h,2022-06-11T12:00:00+00:00,2022-06-11T16:00:00+00:00,16,5,Saturday,expand,0.009198999574619417,0.11154798105409092,0.0009231538788754302,0.3602,3.2481954469738996,8.300943920044414,8.300943920044414
4h,2022-06-12T12:00:00+00:00,2022-06-12T16:00:00+00:00,16,6,Sunday,expand,0.01137976978100233,0.10800313301542874,0.0011092484783844347,0.3601,3.026936961955003,13.940572063315738,17.328519855595655
4h,2022-06-23T08:00:00+00:00,2022-06-23T12:00:00+00:00,12,3,Thursday,contract,0.008575538257497173,-0.0427240558685259,-0.00038273371211516687,0.3278,2.043929225137291,16.320927394752896,19.310555216595493
4h,2022-06-24T00:00:00+00:00,2022-06-24T04:00:00+00:00,4,4,Friday,expand,0.010792285718772823,0.2931802737788012,0.002446747252402088,0.3674,3.4567229178007595,9.471965160587914,9.471965160587914
