strategy,total_n,avg_mean_r,avg_median_r,avg_win_rate,avg_tp_rate,avg_sl_rate,avg_time_rate
FVG_STOP_ANCHOR,1604,0.012614774037258672,0.0,0.47511999598422744,0.47511999598422744,0.46250522194696875,0.062374782068803834
FVG_TP_ANCHOR,1604,-0.05236594770449925,0.1823147841017332,0.6135664886999674,0.6135664886999674,0.3839859818873071,0.002447529412725517
