range_zone,event_side,n,mean_gap_bps,mean_mfe_r,mean_mae_r,plus1r_fast,minus1r_fast,both_fast,full_fill_fast,full_fill_slow,edge_score_fast
edge,bearish,452,69.67598275650644,2.821604686910295,2.5762848709816617,0.5265486725663717,0.4491150442477876,0.01327433628318584,0.5707964601769911,0.7389380530973452,0.07743362831858414
edge,bullish,491,68.36076915378142,3.1157203411811136,2.6059255480549344,0.5173116089613035,0.4419551934826884,0.032586558044806514,0.5661914460285132,0.7270875763747454,0.07535641547861505
middle,bearish,334,41.03132463135099,2.417519387918987,2.5994310323115615,0.47305389221556887,0.5089820359281437,0.005988023952095809,0.7934131736526946,0.8712574850299402,-0.035928143712574856
middle,bullish,277,32.117403944854736,2.9912830624382463,2.492608052434158,0.5487364620938628,0.4151624548736462,0.018050541516245487,0.7689530685920578,0.8592057761732852,0.13357400722021662
