symbol,year,rsi_l,rsi_h,n_trades,managed_total_r,win_pct,max_dd_r,avg_hold_h
BTCUSDT,2025,35,60,9,17.793005176480786,77.77777777777779,1.0369513133325032,7.314814814814814
