symbol,entry_ts_utc,exit_ts_utc,entry_price,stop_price,tp_price,risk,gap_bps,reason,r,bars_5m,structure_regime,regime_bias
ETHUSDT,2022-03-16T20:00:00+00:00,2022-03-17T14:05:00+00:00,2772.24,2717.11,2827.3699999999994,55.129999999999654,80.51250973941546,TP,0.9849143479049518,217,IMBALANCE,bullish
ETHUSDT,2022-03-18T16:00:00+00:00,2022-03-18T20:00:00+00:00,2920.36,2866.0,2974.7200000000003,54.36000000000013,51.50049993836364,TP,0.9838832229580574,48,IMBALANCE,bullish
ETHUSDT,2022-03-19T01:00:00+00:00,2022-03-19T01:05:00+00:00,2955.18,2949.0,2961.3599999999997,6.179999999999836,13.73858783559697,TP,0.856544660194171,1,IMBALANCE,bullish
ETHUSDT,2022-03-27T21:00:00+00:00,2022-03-28T13:40:00+00:00,3277.72,3179.97,3375.47,97.75,129.78533858902048,TP,0.9899405012787724,200,IMBALANCE,bullish
ETHUSDT,2022-03-28T18:00:00+00:00,2022-03-28T21:35:00+00:00,3414.67,3368.97,3460.3700000000003,45.70000000000027,15.550551004929906,SL,-1.0224157768052515,43,IMBALANCE,bullish
ETHUSDT,2022-03-29T12:00:00+00:00,2022-03-29T13:45:00+00:00,3463.9,3436.27,3491.53,27.63000000000011,59.0086318889115,SL,-1.0376102062975026,21,IMBALANCE,bullish
ETHUSDT,2022-05-30T06:00:00+00:00,2022-05-30T12:20:00+00:00,1904.69,1885.0,1924.38,19.690000000000055,34.17879024933187,SL,-1.0290201625190452,76,IMBALANCE,bullish
ETHUSDT,2022-05-30T21:00:00+00:00,2022-05-31T14:05:00+00:00,1989.64,1931.95,2047.3300000000002,57.690000000000055,76.54651092659986,SL,-1.0103465418616744,205,IMBALANCE,bullish
ETHUSDT,2022-06-21T14:00:00+00:00,2022-06-21T17:35:00+00:00,1182.32,1153.8,1210.84,28.519999999999982,169.41268015427275,SL,-1.0124367461430575,43,IMBALANCE,bullish
ETHUSDT,2022-06-24T12:00:00+00:00,2022-06-25T21:35:00+00:00,1210.54,1165.0,1256.08,45.539999999999964,218.91056883704795,TP,0.9920254281949934,403,IMBALANCE,bullish
ETHUSDT,2022-07-07T15:00:00+00:00,2022-07-07T16:40:00+00:00,1219.75,1203.93,1235.57,15.819999999999936,74.35949989751946,TP,0.9768694690265486,20,IMBALANCE,bullish
ETHUSDT,2022-07-15T19:00:00+00:00,2022-07-15T23:25:00+00:00,1265.85,1234.74,1296.9599999999998,31.1099999999999,106.33171386815212,SL,-1.0122068466730956,53,IMBALANCE,bullish
ETHUSDT,2022-07-18T06:00:00+00:00,2022-07-18T08:20:00+00:00,1452.9,1412.25,1493.5500000000002,40.65000000000009,94.63830958772111,TP,0.9892774907749078,28,IMBALANCE,bullish
ETHUSDT,2022-07-18T23:00:00+00:00,2022-07-19T04:05:00+00:00,1580.12,1493.48,1666.7599999999998,86.63999999999987,115.3076981495078,SL,-1.0054713296398892,61,IMBALANCE,bullish
ETHUSDT,2022-07-28T03:00:00+00:00,2022-07-28T07:50:00+00:00,1648.17,1617.46,1678.88,30.710000000000036,167.09441380440103,SL,-1.0161006512536632,58,IMBALANCE,bullish
ETHUSDT,2022-07-28T16:00:00+00:00,2022-07-30T16:00:00+00:00,1722.86,1652.92,1792.7999999999997,69.93999999999983,370.77882126231896,TIME,0.16647329139262385,576,IMBALANCE,bullish
ETHUSDT,2022-08-08T12:00:00+00:00,2022-08-08T15:35:00+00:00,1806.86,1775.18,1838.5399999999997,31.679999999999836,50.8617159049391,SL,-1.0171104166666667,43,IMBALANCE,bullish
ETHUSDT,2022-08-10T21:00:00+00:00,2022-08-11T01:25:00+00:00,1859.99,1826.26,1893.72,33.73000000000002,12.58071279953074,TP,0.9834569522680107,53,IMBALANCE,bullish
ETHUSDT,2022-08-11T12:00:00+00:00,2022-08-11T14:40:00+00:00,1925.78,1888.84,1962.72,36.940000000000055,67.14162573087302,SL,-1.0156397942609636,32,IMBALANCE,bullish
ETHUSDT,2022-08-13T00:00:00+00:00,2022-08-13T04:20:00+00:00,1968.47,1931.67,2005.27,36.799999999999955,70.25761124121743,TP,0.9839526902173913,52,IMBALANCE,bullish
ETHUSDT,2022-08-25T07:00:00+00:00,2022-08-25T23:00:00+00:00,1707.86,1681.34,1734.3799999999999,26.519999999999982,89.1759277692552,SL,-1.0193196832579186,192,IMBALANCE,bullish
ETHUSDT,2022-09-09T05:00:00+00:00,2022-09-09T12:35:00+00:00,1706.68,1680.0,1733.3600000000001,26.680000000000064,72.89005554644136,TP,0.9808094452773614,91,IMBALANCE,bullish
ETHUSDT,2022-09-10T22:00:00+00:00,2022-09-11T06:30:00+00:00,1782.66,1743.06,1822.2600000000002,39.600000000000136,32.19907329496375,SL,-1.0135049999999999,102,IMBALANCE,bullish
ETHUSDT,2022-10-23T23:00:00+00:00,2022-10-24T06:55:00+00:00,1363.44,1338.0,1388.88,25.440000000000055,150.35498445109428,SL,-1.0160783018867925,95,IMBALANCE,bullish
ETHUSDT,2022-10-24T10:00:00+00:00,2022-10-24T14:15:00+00:00,1349.46,1338.98,1359.94,10.480000000000018,34.08770915773649,SL,-1.0386295801526717,51,IMBALANCE,bullish
ETHUSDT,2022-10-25T16:00:00+00:00,2022-10-25T17:00:00+00:00,1427.85,1388.31,1467.3899999999999,39.539999999999964,107.85446650558596,TP,0.9891665402124431,12,IMBALANCE,bullish
ETHUSDT,2022-10-25T18:00:00+00:00,2022-10-26T08:35:00+00:00,1494.29,1432.0,1556.58,62.289999999999964,279.06229714446357,TP,0.9928032268421898,175,IMBALANCE,bullish
ETHUSDT,2022-10-26T09:00:00+00:00,2022-10-26T09:05:00+00:00,1530.0,1522.2,1537.8,7.7999999999999545,31.372549019607547,TP,0.9411538461538458,1,IMBALANCE,bullish
ETHUSDT,2022-10-26T15:00:00+00:00,2022-10-26T17:00:00+00:00,1566.95,1542.0,1591.9,24.950000000000045,108.61865407319941,SL,-1.0188410821643286,24,IMBALANCE,bullish
ETHUSDT,2022-10-26T23:00:00+00:00,2022-10-26T23:05:00+00:00,1565.45,1556.0,1574.9,9.450000000000045,25.74339646746924,TP,0.9503031746031748,1,IMBALANCE,bullish
ETHUSDT,2022-10-29T09:00:00+00:00,2022-10-30T09:45:00+00:00,1631.38,1594.92,1667.8400000000001,36.460000000000036,178.25399355147132,SL,-1.013423313219967,297,IMBALANCE,bullish
ETHUSDT,2022-11-04T19:00:00+00:00,2022-11-05T14:40:00+00:00,1647.39,1627.7,1667.0800000000002,19.690000000000055,35.20720655096822,SL,-1.0250998984255966,236,IMBALANCE,bullish
ETHUSDT,2022-11-24T02:00:00+00:00,2022-11-24T06:55:00+00:00,1199.67,1188.83,1210.5100000000002,10.840000000000146,83.6063250727281,TP,0.9667988007380078,59,IMBALANCE,bullish
ETHUSDT,2022-11-30T01:00:00+00:00,2022-12-02T01:00:00+00:00,1272.66,1227.0,1318.3200000000002,45.66000000000008,304.9518331683242,TIME,0.2029829610162034,576,IMBALANCE,bullish
ETHUSDT,2022-12-14T15:00:00+00:00,2022-12-14T15:20:00+00:00,1338.3,1334.7,1341.8999999999999,3.599999999999909,6.351341253828806,TP,0.8884749999999972,4,IMBALANCE,bullish
ETHUSDT,2023-01-09T16:00:00+00:00,2023-01-09T16:15:00+00:00,1337.66,1332.5,1342.8200000000002,5.160000000000082,22.801010720212567,TP,0.9222290697674431,3,IMBALANCE,bullish
ETHUSDT,2023-01-12T00:00:00+00:00,2023-01-12T13:30:00+00:00,1415.55,1362.92,1468.1799999999998,52.62999999999988,160.008477270318,SL,-1.008068877066312,162,IMBALANCE,bullish
ETHUSDT,2023-01-12T18:00:00+00:00,2023-01-13T21:35:00+00:00,1420.91,1388.5,1453.3200000000002,32.41000000000008,165.386970321836,TP,0.9868474853440297,331,IMBALANCE,bullish
ETHUSDT,2023-01-13T22:00:00+00:00,2023-01-14T00:20:00+00:00,1453.11,1432.0,1474.2199999999998,21.1099999999999,106.66776775330155,TP,0.9793494552344859,28,IMBALANCE,bullish
ETHUSDT,2023-01-14T01:00:00+00:00,2023-01-16T01:00:00+00:00,1554.26,1456.96,1651.56,97.29999999999995,517.0306126388114,TIME,0.021620986639259376,576,IMBALANCE,bullish
ETHUSDT,2023-01-16T02:00:00+00:00,2023-01-16T02:20:00+00:00,1573.13,1562.13,1584.13,11.0,12.141399630036007,TP,0.9570964545454546,4,IMBALANCE,bullish
ETHUSDT,2023-01-20T21:00:00+00:00,2023-01-20T22:20:00+00:00,1637.78,1604.03,1671.53,33.75,193.61574814688197,TP,0.9854419555555556,16,IMBALANCE,bullish
