symbol,n_trades,total_r,avg_r,median_r,win_rate,tp_rate,sl_rate,time_rate,max_drawdown_r
ETHUSDT,205,35.937126567763045,0.17530305642811242,0.9222290697674431,0.6048780487804878,0.5853658536585366,0.37073170731707317,0.04390243902439024,8.281219906092975
