source,session_day,event_type,anchor_ms,hit_ms,minutes_to_hit,level,hit_close,bars_post,end_ret_pct,max_up_pct,max_down_pct,time_to_peak_min,time_to_trough_min,realized_vol_pct,trend_slope_pct_per_bar,max_drawdown_pct,hit_candle_range,hit_candle_range_pct_of_level,hit_volume_zscore_24bars,pre_return_1h_pct,pre_return_2h_pct,pre_range_mean_pct,pre_realized_vol_pct,pre_trend_slope_pct,dist_level_from_hit_pct,post_vol_mean,post_vol_peak,pre_vol_mean,vol_rel_post_vs_pre,vol_rel_peak_vs_pre,vol_early_rel_pre,vol_mid_rel_pre,vol_late_rel_pre,continuation_pct,rejection_pct,label_direction,label_breakout,label_return_bucket,event_id,cluster_id
weekly,2025-05-30,week_low,1748638800000,1748649900000,185.0,2.126,2.1307,144,0.5585019007837705,1.0278312291735126,2.482752147181685,605,190,3.6618079554097154,0.008589649071245658,2.985492372999956,0.017799999999999816,0.8373,2.5568,-0.9775626105576718,-2.524859093616823,0.5023779352638384,1.5851707552453433,-0.08470747414193942,-0.22058478434318057,2509211.2493055556,12773285.9,3676306.9583333335,0.6825358376611498,3.474488405013605,1.2529307100047538,0.4196429830901294,0.3750338198885664,2.3197612859755523,1.2511759172154364,up,continuation,neutral,22,2
weekly,2025-06-09,week_high,1749502800000,1749503100000,5.0,2.3131,2.3116,180,-0.35040664474821653,0.7440733690950133,1.8428793908980685,60,840,2.1817795580656223,-0.010403956345045175,2.373989334250823,0.006099999999999994,0.2637,0.0,0.47844808838239644,0.45660114802574164,0.20981138605295047,0.7363969696014375,0.015195642718005945,0.06489011939782215,1934959.4850000003,9286741.0,1523354.7791666668,1.2701962218272602,6.096243059729134,1.4363267692180492,1.0054028818144618,1.3688590144492685,0.6787428126756417,1.9435874834728868,down,rejection,neutral,23,0
weekly,2025-06-10,week_high,1749589200000,1749636900000,795.0,2.3288,2.3242,22,-0.387230014628685,0.21943034162292852,0.7486446949487936,0,90,0.8010758319975759,-0.02441840063387231,0.7996216843643751,0.006199999999999761,0.2662,-0.0538,0.22418624703599357,0.6494349915573505,0.3732467085448784,1.168769035186239,-0.006914900622999846,0.1979175630324577,1837797.0590909093,3566048.5,3672683.4791666665,0.5003962550859151,0.9709653772856947,0.5777427899889299,0.5330040118283208,0.40418624989617186,0.021470285125374564,0.9537020981446265,down,rejection,neutral,24,3
weekly,2025-06-24,week_high,1750798800000,1750798800000,0.0,2.2157,2.2045,181,-0.6214561124971669,0.5080517124064459,1.619414833295525,0,505,1.7500549942973187,-0.002398041875303995,1.8192514821016432,0.011200000000000099,0.5055,0.0,0.4124739370863978,0.9846378265031609,0.3010886822408701,0.9900184585458214,0.020096926690518806,0.5080517124064459,1222623.1049723758,5583601.7,2003606.5250000001,0.6102111815454263,2.786775562132889,0.6616969566916339,0.5097502215411281,0.6583834945205973,0.0,2.162486167465877,down,rejection,neutral,25,0
weekly,2025-07-08,week_high,1752008400000,1752057900000,825.0,2.3532,2.356,16,1.4006791171477047,1.4388794567062835,0.4202037351443133,75,0,1.193940030012418,0.10568760611205393,0.5210521892596003,0.010800000000000143,0.4589,6.251,0.48813907681767904,0.4709307303707561,0.15828381437464498,0.37020792189389284,0.02808137899429368,-0.11884550084888335,8807504.00625,24965656.4,1808413.0458333336,4.8702944421590475,13.80528439424943,4.447914959767061,6.647269111277953,3.7414651198866156,1.5595784463708877,0.30262989642386634,up,continuation,strong_up,26,3
weekly,2025-07-09,week_high,1752094800000,1752112200000,290.0,2.4282,2.4325,123,0.5344295991777965,1.1839671120246633,0.9537512846865409,595,255,1.502830908072608,0.009493215610351002,1.1074016773878395,0.011099999999999888,0.4571,3.264,0.7061266874350945,0.8611365338214562,0.22884549503254756,0.8183278899122197,0.016070569424497944,-0.17677286742035736,2543286.8479674794,7825994.7,2244151.470833333,1.133295537766471,3.487284526785498,0.9369104897708967,1.2096553331642563,1.2533207903642607,1.3631496581830216,0.7844602166604373,up,continuation,neutral,27,2
weekly,2025-07-10,week_high,1752181200000,1752182100000,15.0,2.5123,2.5387,178,3.860243431677625,4.8292433135069235,1.6504510182376826,830,0,3.1613044674118305,0.021379673981683504,1.618305671596843,0.050200000000000244,1.9982,21.7463,-0.27931846295040574,0.05605156744204051,0.2755675476950152,0.8542037319183411,0.013454315713048864,-1.0399023122070254,4973408.1550561795,24072278.8,2571518.6333333333,1.934035433610448,9.361113891209214,1.8616884198156955,1.6614423696888658,2.27322651003151,5.930820363810055,0.6207946171099124,up,continuation,strong_up,28,0
weekly,2025-07-16,week_high,1752699600000,1752729900000,505.0,3.1024,3.118,80,4.6696600384862075,5.910840282232197,1.0711994868505412,350,0,2.7474741707886494,0.06939974986069121,1.227942801224784,0.03390000000000004,1.0927,4.2086,1.1740784468057213,2.0509427720807087,0.388069275176394,0.9975507486221983,0.11366517378887774,-0.5003207184092385,9192665.425,32252342.4,4670521.179166666,1.968231182850603,6.905512503372181,1.8678572476084847,2.2612494406310626,1.789347169065,6.4433986591026295,0.5770602347143816,up,continuation,strong_up,29,1
weekly,2025-07-17,week_high,1752786000000,1752786300000,5.0,3.4045,3.4543,180,0.6658367831398585,6.088064151926589,2.0959383956228477,255,0,5.549276738089033,-0.01182211886037054,6.628005580326605,0.07520000000000016,2.2088,0.0,2.172930291431852,0.6591448931116456,0.729887386735373,2.192329905687233,-0.0061147165847618675,-1.4416813826245505,10660912.364444446,64197019.4,14169676.049999999,0.752375165587815,4.530591890278254,1.1035768631186647,0.4540552134452879,0.6994934201994923,7.63988838302247,0.6682634022295212,up,continuation,neutral,30,0
weekly,2025-07-23,week_low,1753304400000,1753339800000,590.0,2.99,2.9911,63,5.950987930861554,6.30871585704257,1.2570626191033352,310,0,3.472243532022809,0.06437107504952862,1.7512463249392873,0.08069999999999977,2.699,4.5478,-2.000324201653417,-3.7539402044130186,0.9503192805322462,2.6733685612769733,-0.09325565975182336,-0.036775768112054324,7718033.544444445,42642860.3,11700915.2125,0.6596093898876668,3.644403837269494,0.968787067697525,0.3769054626764104,0.6331356392890649,1.2358219062129745,6.347826086956521,up,rejection,strong_up,31,1
weekly,2025-07-31,week_low,1753995600000,1754007000000,190.0,2.9959,2.9918,143,-0.3710141052209335,1.066247743833138,3.369209171736079,10,475,3.630511965303577,-0.01669230642155698,3.725042217145122,0.03750000000000009,1.2517,23.934,-0.6532713055528074,-0.5088385924335067,0.3529090625487451,0.8492715394047488,-0.013432972807085632,0.13704124607259077,4681664.581118882,43312612.5,2996293.279166667,1.5624854261332364,14.455398208564604,2.381679482162256,0.999973897387781,1.3162797366979806,3.6285022483569622,0.9279348442871942,down,continuation,neutral,32,2
weekly,2025-08-07,week_high,1754600400000,1754601600000,20.0,3.1196,3.1315,177,6.501676512853273,7.977007823726649,0.43429666294107727,400,0,4.771649081889013,0.0110597677956562,2.0237037037036982,0.021500000000000075,0.6892,10.4866,0.34113217262575757,2.0288622009882613,0.2887327691734515,0.9930518464132666,0.07522002376327787,-0.3800095800734408,6246227.9350282485,40210920.6,3453864.7625000007,1.8084749590794806,11.642297358190206,3.3059391318817646,1.372600100072409,0.7468856452842676,8.388896012309264,0.05452387825138827,up,continuation,strong_up,33,0
weekly,2025-08-19,week_low,1755637200000,1755645600000,140.0,2.87,2.8671,153,1.3079418227477118,1.6009207910432006,0.6871054375501473,575,35,2.273729850205399,0.004072447916795885,1.651842439644227,0.016599999999999948,0.5784,3.9435,-0.3292780146268782,-0.2843470420972323,0.2636229407182616,0.7888993181462937,-0.0034132579396002317,0.10114750095915394,2282803.158169935,8564670.4,1607157.175,1.420398199802664,5.329080772700405,1.6549140614346802,0.9156147662884748,1.6906657716848357,0.7937065392990158,1.498257839721244,up,rejection,strong_up,34,0
weekly,2025-08-21,week_low,1755810000000,1755860700000,845.0,2.8174,2.815,12,-0.3658969804618109,0.6145648312611046,0.46181172291296274,0,55,0.4896066264070057,-0.04947272975692174,0.6237595690388532,0.018000000000000238,0.6389,10.4865,-0.7470276715884016,-1.128463124061062,0.20811130846655096,0.5234815486100104,-0.0540130563978631,0.08525754884547708,4127913.941666667,9620493.3,1575183.0333333332,2.6205931973069547,6.10753994705081,3.292212835117934,2.833898604502914,1.7356681523000157,0.5496074232690964,0.5288563924185389,down,indecisive,neutral,35,3
