symbol,n_trades,total_r,avg_r,median_r,win_rate,tp_rate,sl_rate,time_rate,max_drawdown_r
XRPUSDT,198,6.372357287682362,0.03218362266506244,-1.0064503791469195,0.4292929292929293,0.40404040404040403,0.5505050505050505,0.045454545454545456,24.542848386958
