symbol,tp_r,entry_ts_utc,exit_ts_utc,entry_idx_4h,side,entry_price,stop_init,risk,tp_price,mfe1,lock1,mfe2,lock2,mfe3,lock3,rsi_l,rsi_h,rsi_window,sl_n,entry_tp_r,fee_bps,baseline_r,managed_r,managed_reason,hold_5m_bars
XRPUSDT_PER_PAXGUSDT,4.0,2025-04-03T00:00:00+00:00,2025-04-03T00:00:00+00:00,9,1,0.0006338790272240503,0.0006294168068827581,4.462220341292194e-06,0.0006517279085892191,1.5,1.0,5.0,4.0,,,40,70,28,4,5.0,3.0,-1.0426163868259688,-1.0426163868259688,SL,1
XRPUSDT_PER_PAXGUSDT,4.0,2025-04-03T16:00:00+00:00,2025-04-04T10:20:00+00:00,13,1,0.0006423112433319655,0.0006226236799989819,1.9687563332983563e-05,0.0007210614966638997,1.5,1.0,5.0,4.0,,,40,70,28,4,5.0,3.0,-1.0097875684126314,0.9902124315873686,BE,221
XRPUSDT_PER_PAXGUSDT,4.0,2025-04-07T00:00:00+00:00,2025-04-07T03:05:00+00:00,33,1,0.0006395811615971545,0.0006175907523963411,2.199040920081337e-05,0.0007275427984004079,1.5,1.0,5.0,4.0,,,40,70,28,4,5.0,3.0,-1.0087253650774288,-1.0087253650774288,SL,38
XRPUSDT_PER_PAXGUSDT,4.0,2025-04-09T04:00:00+00:00,2025-04-09T04:00:00+00:00,46,1,0.0005789594042375493,0.0005723589433781891,6.600460859360275e-06,0.0006053612476749904,1.5,1.0,5.0,4.0,,,40,70,28,4,5.0,3.0,-1.0263144990890982,0.9736855009109017,BE,1
XRPUSDT_PER_PAXGUSDT,4.0,2025-04-09T12:00:00+00:00,2025-04-09T12:55:00+00:00,48,1,0.0005779733452750654,0.0005707727818658,7.200563409265489e-06,0.0006067755989121274,1.5,1.0,5.0,4.0,,,40,70,28,4,5.0,3.0,3.9759196615976737,0.975919661597674,BE,12
XRPUSDT_PER_PAXGUSDT,4.0,2025-05-06T04:00:00+00:00,2025-05-06T08:15:00+00:00,208,1,0.0006283623587920582,0.0006160377052992903,1.23246534927679e-05,0.0006776609727631298,1.5,1.0,5.0,4.0,,,40,70,28,4,5.0,3.0,-1.0152952541625802,-1.0152952541625802,SL,52
XRPUSDT_PER_PAXGUSDT,4.0,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,357,1,0.0006477184607182668,0.0006441309152562898,3.5875454619770097e-06,0.0006620686425661749,1.5,1.0,5.0,4.0,,,40,70,28,4,5.0,3.0,-1.0541639235725246,-1.0541639235725246,SL,1
XRPUSDT_PER_PAXGUSDT,4.0,2025-06-02T08:00:00+00:00,2025-06-02T08:00:00+00:00,371,1,0.0006432306694667705,0.0006425062227845996,7.244466821708677e-07,0.000646128456195454,1.5,1.0,5.0,4.0,,,40,70,28,4,5.0,3.0,-1.266367705987392,-1.266367705987392,SL,1
XRPUSDT_PER_PAXGUSDT,4.0,2025-06-06T00:00:00+00:00,2025-06-06T06:20:00+00:00,393,1,0.000619039869812856,0.0006104868469451926,8.553022867663395e-06,0.0006532519612835096,1.5,1.0,5.0,4.0,,,40,70,28,4,5.0,3.0,3.978286979490493,0.9782869794904931,BE,77
XRPUSDT_PER_PAXGUSDT,4.0,2025-06-13T04:00:00+00:00,2025-06-16T19:35:00+00:00,436,1,0.0006160231570642967,0.0005986774008050603,1.734575625923643e-05,0.0006854061821012425,1.5,1.0,5.0,4.0,,,40,70,28,4,5.0,3.0,3.9893456967596395,3.9893456967596395,TP,1052
XRPUSDT_PER_PAXGUSDT,4.0,2025-06-22T00:00:00+00:00,2025-06-22T13:15:00+00:00,489,1,0.0006074738820701075,0.0005833855237120738,2.4088358358033695e-05,0.0007038273155022422,1.5,1.0,5.0,4.0,,,40,70,28,4,5.0,3.0,-1.0075655701360924,-1.0075655701360924,SL,160
XRPUSDT_PER_PAXGUSDT,4.0,2025-07-11T00:00:00+00:00,2025-07-11T00:35:00+00:00,603,-1,0.0007663116586867615,0.0007727415042990295,6.429845612267995e-06,0.0007405922762376895,1.5,1.0,5.0,4.0,,,40,70,28,4,5.0,3.0,-1.0357541240441912,0.9642458759558088,BE,8
XRPUSDT_PER_PAXGUSDT,4.0,2025-07-14T04:00:00+00:00,2025-07-14T05:25:00+00:00,622,-1,0.0008742039928792459,0.0008805283169901942,6.324324110948301e-06,0.0008489066964354527,1.5,1.0,5.0,4.0,,,40,70,28,4,5.0,3.0,-1.0414686523433805,-1.0414686523433805,SL,18
XRPUSDT_PER_PAXGUSDT,4.0,2025-07-17T08:00:00+00:00,2025-07-17T08:00:00+00:00,641,-1,0.0009470517304473547,0.0009500374644088116,2.9857339614568776e-06,0.0009351087946015272,1.5,1.0,5.0,4.0,,,40,70,28,4,5.0,3.0,-1.0951576807585273,0.9048423192414727,BE,1
XRPUSDT_PER_PAXGUSDT,4.0,2025-08-02T00:00:00+00:00,2025-08-02T14:30:00+00:00,735,1,0.0008797158947384063,0.0008611631209051589,1.8552773833247394e-05,0.0009539269900713959,1.5,1.0,5.0,4.0,,,40,70,28,4,5.0,3.0,-1.0142250841191507,-1.0142250841191507,SL,175
