symbol,n_trades,total_r,avg_r,median_r,win_rate,tp_rate,sl_rate,time_rate,max_drawdown_r
XRPUSDT,168,10.8574115345968,0.06462744961069523,-1.0116052188298994,0.30357142857142855,0.23809523809523808,0.6666666666666666,0.09523809523809523,24.517442733559385
