stream,sym,exit_ts_utc,managed_r,cum_r
S1,SUIUSDT,2023-05-08T17:35:00+00:00,-1.005689,-1.0057
S1,SUIUSDT,2023-05-10T06:15:00+00:00,-1.005602,-2.0113
S1,SUIUSDT,2023-05-29T03:10:00+00:00,-1.012546,-3.0238
S1,SUIUSDT,2023-05-29T04:50:00+00:00,-1.015008,-4.0388
S1,SUIUSDT,2023-06-28T07:30:00+00:00,-1.006925,-5.0458
S1,SUIUSDT,2023-07-03T06:10:00+00:00,-1.010867,-6.0566
S1,SUIUSDT,2023-07-14T02:05:00+00:00,-1.009712,-7.0663
S1,SUIUSDT,2023-07-14T18:20:00+00:00,-1.012961,-8.0793
S1,SUIUSDT,2023-07-14T18:30:00+00:00,-1.014398,-9.0937
S1,SUIUSDT,2023-08-15T19:05:00+00:00,-1.003318,-10.097
S1,SUIUSDT,2023-08-21T02:05:00+00:00,-1.006928,-11.104
S1,SUIUSDT,2023-08-21T13:25:00+00:00,-1.007969,-12.1119
S1,SUIUSDT,2023-10-02T04:05:00+00:00,-1.011286,-13.1232
S1,SUIUSDT,2023-10-16T09:10:00+00:00,-1.019447,-14.1427
S1,SUIUSDT,2023-12-19T23:15:00+00:00,-1.00554,-15.1482
S1,SUIUSDT,2023-12-26T06:00:00+00:00,-1.006094,-16.1543
S1,SUIUSDT,2023-12-29T01:25:00+00:00,-1.007294,-17.1616
S1,SUIUSDT,2024-01-03T12:00:00+00:00,-1.009494,-18.1711
S1,SUIUSDT,2024-01-27T00:15:00+00:00,11.994136,-6.1769
S1,SUIUSDT,2024-01-30T02:20:00+00:00,11.994607,5.8177
S1,SUIUSDT,2024-02-23T15:50:00+00:00,-1.008833,4.8088
S1,SUIUSDT,2024-02-28T11:50:00+00:00,-1.009692,3.7991
S1,SUIUSDT,2024-03-09T17:10:00+00:00,-1.009266,2.7899
S1,SUIUSDT,2024-03-28T12:20:00+00:00,-1.005565,1.7843
S1,SUIUSDT,2024-03-30T00:00:00+00:00,-1.007619,0.7767
S1,SUIUSDT,2024-04-10T02:40:00+00:00,-1.009385,-0.2327
S1,SUIUSDT,2024-04-18T00:20:00+00:00,-1.005284,-1.238
S1,SUIUSDT,2024-04-26T13:10:00+00:00,-1.008526,-2.2465
S1,SUIUSDT,2024-05-16T00:25:00+00:00,-1.008313,-3.2548
S1,SUIUSDT,2024-06-07T12:35:00+00:00,-1.013228,-4.268
S1,SUIUSDT,2024-06-14T16:05:00+00:00,-1.008577,-5.2766
S1,SUIUSDT,2024-06-17T10:05:00+00:00,-1.002784,-6.2794
S1,SUIUSDT,2024-07-18T19:20:00+00:00,-1.011556,-7.291
S1,SUIUSDT,2024-07-24T21:10:00+00:00,-1.011889,-8.3029
S1,SUIUSDT,2024-07-25T18:50:00+00:00,-1.009867,-9.3127
S1,SUIUSDT,2024-08-04T17:10:00+00:00,-1.00428,-10.317
S1,SUIUSDT,2024-08-28T16:05:00+00:00,-1.006032,-11.323
S1,SUIUSDT,2024-09-06T14:00:00+00:00,-1.007696,-12.3307
S1,SUIUSDT,2024-09-11T13:50:00+00:00,-1.007125,-13.3379
S1,SUIUSDT,2024-09-18T02:40:00+00:00,11.993803,-1.344
S1,SUIUSDT,2024-09-19T00:05:00+00:00,11.990694,10.6466
S1,SUIUSDT,2024-09-20T07:05:00+00:00,11.991656,22.6383
S1,SUIUSDT,2024-09-24T22:25:00+00:00,11.993056,34.6314
S1,SUIUSDT,2024-10-07T23:00:00+00:00,-1.006094,33.6253
S1,SUIUSDT,2024-10-15T12:10:00+00:00,-1.008417,32.6168
S1,SUIUSDT,2024-10-22T12:55:00+00:00,-1.007726,31.6091
S1,SUIUSDT,2024-11-02T12:50:00+00:00,-1.007317,30.6018
S1,SUIUSDT,2024-11-10T09:25:00+00:00,11.992636,42.5944
S1,SUIUSDT,2024-11-13T16:00:00+00:00,11.99352,54.588
S1,SUIUSDT,2024-11-16T09:35:00+00:00,11.992848,66.5808
S1,SUIUSDT,2024-12-04T01:15:00+00:00,-1.005113,65.5757
S1,SUIUSDT,2024-12-09T21:05:00+00:00,-1.007929,64.5678
S1,SUIUSDT,2024-12-12T00:25:00+00:00,11.993967,76.5617
S1,SUIUSDT,2025-01-06T23:15:00+00:00,-1.009323,75.5524
S1,SUIUSDT,2025-01-07T15:40:00+00:00,-1.010013,74.5424
S1,SUIUSDT,2025-01-08T03:00:00+00:00,-1.010299,73.5321
S1,SUIUSDT,2025-01-08T06:35:00+00:00,-1.01052,72.5216
S1,SUIUSDT,2025-01-08T17:30:00+00:00,-1.012064,71.5095
S1,SUIUSDT,2025-01-27T05:10:00+00:00,-1.009171,70.5003
S1,SUIUSDT,2025-02-01T08:30:00+00:00,-1.006552,69.4938
S1,SUIUSDT,2025-02-01T13:55:00+00:00,-1.00637,68.4874
S1,SUIUSDT,2025-02-21T15:30:00+00:00,-1.009235,67.4782
S1,SUIUSDT,2025-02-21T19:10:00+00:00,-1.008787,66.4694
S1,SUIUSDT,2025-03-29T11:25:00+00:00,-1.013061,65.4563
S1,SUIUSDT,2025-04-10T04:35:00+00:00,-1.00485,64.4515
S1,SUIUSDT,2025-05-09T03:55:00+00:00,-1.007944,63.4435
S1,SUIUSDT,2025-05-22T10:55:00+00:00,-1.009085,62.4345
S1,SUIUSDT,2025-05-28T14:55:00+00:00,-1.010734,61.4237
S1,SUIUSDT,2025-07-04T07:10:00+00:00,-1.011157,60.4126
S1,SUIUSDT,2025-07-04T08:10:00+00:00,-1.011713,59.4009
S1,SUIUSDT,2025-07-04T16:00:00+00:00,-1.011468,58.3894
S1,SUIUSDT,2025-07-11T22:25:00+00:00,-1.01038,57.379
S1,SUIUSDT,2025-07-14T13:45:00+00:00,11.993068,69.3721
S1,SUIUSDT,2025-07-15T12:30:00+00:00,11.987107,81.3592
S1,SUIUSDT,2025-07-23T20:30:00+00:00,-1.009883,80.3493
S1,SUIUSDT,2025-07-24T06:40:00+00:00,-1.010379,79.3389
S1,SUIUSDT,2025-07-27T12:50:00+00:00,11.988743,91.3277
S1,SUIUSDT,2025-08-01T08:00:00+00:00,-1.008463,90.3192
S1,SUIUSDT,2025-08-08T15:05:00+00:00,-1.010867,89.3083
S1,SUIUSDT,2025-09-22T05:55:00+00:00,-1.014127,88.2942
S1,SUIUSDT,2025-09-24T04:00:00+00:00,-1.009598,87.2846
S1,SUIUSDT,2025-10-09T08:20:00+00:00,-1.012813,86.2718
S1,SUIUSDT,2025-10-17T10:20:00+00:00,-1.001755,85.27
S1,SUIUSDT,2025-10-27T07:35:00+00:00,-1.014723,84.2553
S1,SUIUSDT,2025-11-03T06:45:00+00:00,-1.007584,83.2477
S1,SUIUSDT,2025-11-04T05:30:00+00:00,-1.006833,82.2409
S1,SUIUSDT,2025-12-04T05:50:00+00:00,-1.007134,81.2338
S1,SUIUSDT,2025-12-05T16:35:00+00:00,-1.007739,80.226
S1,SUIUSDT,2025-12-05T19:00:00+00:00,-1.007389,79.2186
S1,SUIUSDT,2025-12-17T16:30:00+00:00,-1.009431,78.2092
S1,SUIUSDT,2026-01-05T18:50:00+00:00,11.981128,90.1903
S1,SUIUSDT,2026-01-06T16:25:00+00:00,-1.007601,89.1827
S1,SUIUSDT,2026-01-08T06:55:00+00:00,-1.009317,88.1734
S1,SUIUSDT,2026-01-19T00:00:00+00:00,-1.012542,87.1609
S1,SUIUSDT,2026-01-20T08:10:00+00:00,-1.009553,86.1513
