symbol,n_trades,total_r,avg_r,median_r,win_rate,tp_rate,sl_rate,time_rate,max_drawdown_r
XRPUSDT,178,14.539682890095618,0.08168361174211021,-1.0097234963900112,0.33707865168539325,0.28651685393258425,0.6348314606741573,0.07865168539325842,23.017442733559392
