stream,sym,exit_ts_utc,managed_r,cum_r
S1,DOGEUSDT,2022-01-13T13:25:00+00:00,-1.00794,-1.0079
S1,LINKUSDT,2022-01-31T01:10:00+00:00,-1.008246,-2.0162
S1,SOLUSDT,2022-02-01T19:55:00+00:00,-1.006735,-3.0229
S1,LINKUSDT,2022-02-08T08:50:00+00:00,-1.011012,-4.0339
S1,XRPUSDT,2022-02-08T15:05:00+00:00,-1.006429,-5.0404
S1,BTCUSDT,2022-02-11T00:45:00+00:00,-1.017271,-6.0576
S1,ETHUSDT,2022-02-11T20:40:00+00:00,0.990063,-5.0676
S1,SOLUSDT,2022-02-16T14:50:00+00:00,-1.008314,-6.0759
S1,ETHUSDT,2022-02-17T17:45:00+00:00,-1.01164,-7.0875
S1,XRPUSDT,2022-02-20T01:15:00+00:00,-1.008671,-8.0962
S1,BTCUSDT,2022-03-03T17:25:00+00:00,0.990578,-7.1056
S1,BTCUSDT,2022-03-04T14:45:00+00:00,-1.009948,-8.1156
S1,BTCUSDT,2022-03-10T04:30:00+00:00,-1.010557,-9.1261
S1,XRPUSDT,2022-03-12T07:10:00+00:00,-1.008266,-10.1344
S1,XRPUSDT,2022-03-12T08:20:00+00:00,-1.009408,-11.1438
S1,SOLUSDT,2022-03-15T23:10:00+00:00,-1.012032,-12.1558
S1,DOGEUSDT,2022-03-19T22:15:00+00:00,-1.014249,-13.1701
S1,XRPUSDT,2022-03-20T09:30:00+00:00,-1.01786,-14.1879
S1,ETHUSDT,2022-03-21T19:15:00+00:00,-1.014992,-15.2029
S1,XRPUSDT,2022-03-22T18:30:00+00:00,-1.013448,-16.2164
S1,DOGEUSDT,2022-03-23T17:45:00+00:00,-1.012215,-17.2286
S1,LINKUSDT,2022-03-25T16:40:00+00:00,-1.011311,-18.2399
S1,XRPUSDT,2022-03-28T21:30:00+00:00,-1.012321,-19.2522
S1,SOLUSDT,2022-03-29T22:30:00+00:00,-1.007473,-20.2597
S1,LINKUSDT,2022-03-31T16:05:00+00:00,0.985808,-19.2739
S1,ETHUSDT,2022-04-01T02:15:00+00:00,-1.018043,-20.2919
S1,DOGEUSDT,2022-04-05T19:10:00+00:00,-1.005656,-21.2976
S1,ETHUSDT,2022-04-05T23:55:00+00:00,-1.013447,-22.311
S1,DOGEUSDT,2022-04-06T09:50:00+00:00,-1.006201,-23.3172
S1,ETHUSDT,2022-04-07T00:55:00+00:00,0.986014,-22.3312
S1,LINKUSDT,2022-04-11T02:45:00+00:00,0.990375,-21.3408
S1,XRPUSDT,2022-04-15T07:20:00+00:00,-1.010582,-22.3514
S1,LINKUSDT,2022-04-17T16:55:00+00:00,-1.01651,-23.3679
S1,BTCUSDT,2022-04-21T20:35:00+00:00,-1.018794,-24.3867
S1,ETHUSDT,2022-05-05T14:20:00+00:00,-1.013409,-25.4001
S1,XRPUSDT,2022-05-31T14:00:00+00:00,-1.014615,-26.4148
S1,XRPUSDT,2022-06-01T17:20:00+00:00,-1.015946,-27.4307
S1,XRPUSDT,2022-06-06T13:35:00+00:00,-1.019567,-28.4503
S1,LINKUSDT,2022-06-07T00:30:00+00:00,0.990024,-27.4602
S1,BTCUSDT,2022-06-07T00:35:00+00:00,-1.019889,-28.4801
S1,XRPUSDT,2022-06-24T17:40:00+00:00,-1.008106,-29.4882
S1,XRPUSDT,2022-06-27T13:40:00+00:00,0.986843,-28.5014
S1,DOGEUSDT,2022-06-27T16:15:00+00:00,-1.007589,-29.509
S1,DOGEUSDT,2022-06-27T16:30:00+00:00,-1.008372,-30.5174
S1,DOGEUSDT,2022-06-28T01:55:00+00:00,-1.008732,-31.5261
S1,SOLUSDT,2022-07-17T09:55:00+00:00,-1.008754,-32.5348
S1,ETHUSDT,2022-07-19T00:10:00+00:00,11.99102,-20.5438
S1,BTCUSDT,2022-07-21T14:30:00+00:00,-1.009075,-21.5529
S1,SOLUSDT,2022-07-25T03:45:00+00:00,0.991486,-20.5614
S1,ETHUSDT,2022-07-28T15:40:00+00:00,11.991826,-8.5696
S1,DOGEUSDT,2022-07-30T10:05:00+00:00,-1.007852,-9.5774
S1,XRPUSDT,2022-07-30T22:00:00+00:00,-1.010108,-10.5875
S1,SOLUSDT,2022-07-30T22:00:00+00:00,-1.00718,-11.5947
S1,BTCUSDT,2022-08-01T10:45:00+00:00,0.986512,-10.6082
S1,ETHUSDT,2022-08-01T13:30:00+00:00,0.991707,-9.6165
S1,LINKUSDT,2022-08-01T17:45:00+00:00,0.991046,-8.6255
S1,LINKUSDT,2022-08-02T03:05:00+00:00,-1.008035,-9.6335
S1,BTCUSDT,2022-08-08T19:15:00+00:00,-1.022663,-10.6562
S1,ETHUSDT,2022-08-09T09:55:00+00:00,-1.016099,-11.6723
S1,LINKUSDT,2022-08-09T11:55:00+00:00,0.985937,-10.6863
S1,LINKUSDT,2022-08-10T14:40:00+00:00,11.99056,1.3042
S1,BTCUSDT,2022-08-10T18:45:00+00:00,-1.016838,0.2874
S1,DOGEUSDT,2022-08-14T12:10:00+00:00,-1.008723,-0.7213
S1,SOLUSDT,2022-08-14T16:15:00+00:00,-1.009441,-1.7308
S1,LINKUSDT,2022-08-15T00:05:00+00:00,0.987494,-0.7433
S1,SOLUSDT,2022-08-15T00:15:00+00:00,0.989544,0.2463
S1,DOGEUSDT,2022-08-15T06:25:00+00:00,-1.007965,-0.7617
S1,XRPUSDT,2022-08-15T07:35:00+00:00,-1.01577,-1.7775
S1,DOGEUSDT,2022-08-15T07:55:00+00:00,-1.010424,-2.7879
S1,ETHUSDT,2022-08-15T08:15:00+00:00,0.989711,-1.7982
S1,XRPUSDT,2022-08-26T09:50:00+00:00,-1.013142,-2.8113
S1,ETHUSDT,2022-08-30T14:30:00+00:00,-1.011516,-3.8228
S1,SOLUSDT,2022-09-06T17:05:00+00:00,-1.010532,-4.8334
S1,BTCUSDT,2022-09-13T18:55:00+00:00,0.982258,-3.8511
S1,XRPUSDT,2022-09-18T22:35:00+00:00,-1.011221,-4.8623
S1,LINKUSDT,2022-09-28T16:15:00+00:00,-1.006764,-5.8691
S1,SOLUSDT,2022-09-30T18:00:00+00:00,-1.010175,-6.8793
S1,XRPUSDT,2022-10-02T10:10:00+00:00,-1.007994,-7.8873
S1,DOGEUSDT,2022-10-04T17:05:00+00:00,-1.013461,-8.9007
S1,SOLUSDT,2022-10-07T12:25:00+00:00,-1.016844,-9.9176
S1,BTCUSDT,2022-10-07T12:30:00+00:00,-1.022021,-10.9396
S1,BTCUSDT,2022-10-07T12:50:00+00:00,-1.021927,-11.9615
S1,LINKUSDT,2022-10-10T05:35:00+00:00,-1.019943,-12.9815
S1,SOLUSDT,2022-10-10T05:45:00+00:00,-1.023967,-14.0054
S1,XRPUSDT,2022-10-10T22:05:00+00:00,0.988676,-13.0167
S1,ETHUSDT,2022-10-25T17:00:00+00:00,0.983986,-12.0328
S1,LINKUSDT,2022-10-25T20:00:00+00:00,-1.015663,-13.0484
S1,SOLUSDT,2022-10-25T20:00:00+00:00,-1.0107,-14.0591
S1,DOGEUSDT,2022-10-27T09:30:00+00:00,-1.006126,-15.0653
S1,SOLUSDT,2022-10-27T20:20:00+00:00,-1.011796,-16.077
S1,DOGEUSDT,2022-10-28T00:05:00+00:00,0.992864,-15.0842
S1,DOGEUSDT,2022-10-29T08:25:00+00:00,11.991915,-3.0923
S1,DOGEUSDT,2022-10-29T23:05:00+00:00,0.99639,-2.0959
S1,SOLUSDT,2022-10-31T13:55:00+00:00,-1.010587,-3.1065
S1,BTCUSDT,2022-11-04T15:55:00+00:00,-1.019493,-4.126
S1,SOLUSDT,2022-11-06T19:35:00+00:00,-1.00937,-5.1353
S1,BTCUSDT,2022-11-06T22:15:00+00:00,-1.017562,-6.1529
S1,XRPUSDT,2022-11-06T23:10:00+00:00,-1.014907,-7.1678
S1,ETHUSDT,2022-11-06T23:10:00+00:00,-1.013527,-8.1813
S1,LINKUSDT,2022-11-08T03:40:00+00:00,-1.008455,-9.1898
S1,XRPUSDT,2022-11-25T01:00:00+00:00,-1.010859,-10.2006
S1,XRPUSDT,2022-11-25T13:10:00+00:00,-1.009478,-11.2101
S1,LINKUSDT,2022-11-28T01:25:00+00:00,0.992497,-10.2176
S1,ETHUSDT,2022-12-03T22:30:00+00:00,-1.012868,-11.2305
S1,LINKUSDT,2022-12-07T06:50:00+00:00,0.990398,-10.2401
S1,BTCUSDT,2022-12-09T13:30:00+00:00,-1.03159,-11.2717
S1,DOGEUSDT,2022-12-12T02:50:00+00:00,0.989887,-10.2818
S1,SOLUSDT,2022-12-13T17:15:00+00:00,-1.010715,-11.2925
S1,LINKUSDT,2022-12-13T17:40:00+00:00,-1.012177,-12.3047
S1,BTCUSDT,2022-12-16T09:00:00+00:00,0.977385,-11.3273
S1,XRPUSDT,2022-12-27T00:00:00+00:00,-1.019138,-12.3464
S1,XRPUSDT,2022-12-27T03:30:00+00:00,-1.023015,-13.3695
S1,DOGEUSDT,2023-01-05T09:35:00+00:00,-1.013379,-14.3828
S1,DOGEUSDT,2023-01-09T20:05:00+00:00,0.982921,-13.3999
S1,DOGEUSDT,2023-01-09T20:10:00+00:00,-1.009887,-14.4098
S1,XRPUSDT,2023-01-10T02:35:00+00:00,-1.013688,-15.4235
S1,SOLUSDT,2023-01-10T02:40:00+00:00,0.993146,-14.4303
S1,XRPUSDT,2023-01-11T06:40:00+00:00,-1.014694,-15.445
S1,LINKUSDT,2023-01-12T06:35:00+00:00,-1.014511,-16.4595
S1,ETHUSDT,2023-01-12T13:25:00+00:00,-1.016111,-17.4757
S1,LINKUSDT,2023-01-12T13:30:00+00:00,0.982567,-16.4931
S1,BTCUSDT,2023-01-12T13:30:00+00:00,-1.023036,-17.5161
S1,BTCUSDT,2023-01-12T17:35:00+00:00,11.949094,-5.567
S1,BTCUSDT,2023-01-14T00:10:00+00:00,11.972401,6.4054
S1,SOLUSDT,2023-01-14T00:35:00+00:00,11.992802,18.3982
S1,SOLUSDT,2023-01-14T00:35:00+00:00,0.993157,19.3913
S1,DOGEUSDT,2023-01-14T09:15:00+00:00,-1.008014,18.3833
S1,DOGEUSDT,2023-01-18T08:15:00+00:00,-1.010988,17.3723
S1,SOLUSDT,2023-01-18T15:55:00+00:00,-1.004361,16.368
S1,BTCUSDT,2023-01-21T10:30:00+00:00,-1.018743,15.3492
S1,ETHUSDT,2023-01-22T02:40:00+00:00,-1.015816,14.3334
S1,BTCUSDT,2023-01-25T21:50:00+00:00,11.985124,26.3185
S1,ETHUSDT,2023-01-25T22:45:00+00:00,-1.013982,25.3046
S1,BTCUSDT,2023-01-27T01:35:00+00:00,0.982617,26.2872
S1,BTCUSDT,2023-02-02T06:10:00+00:00,-1.017411,25.2698
S1,ETHUSDT,2023-02-02T14:55:00+00:00,-1.013029,24.2567
S1,SOLUSDT,2023-02-02T14:55:00+00:00,-1.007701,23.249
S1,LINKUSDT,2023-02-02T21:55:00+00:00,-1.010588,22.2384
S1,DOGEUSDT,2023-02-04T18:35:00+00:00,-1.011462,21.227
S1,ETHUSDT,2023-02-13T16:35:00+00:00,0.986915,22.2139
S1,BTCUSDT,2023-02-14T15:40:00+00:00,-1.020516,21.1934
S1,ETHUSDT,2023-02-16T16:05:00+00:00,-1.014628,20.1787
S1,LINKUSDT,2023-02-16T16:05:00+00:00,-1.013135,19.1656
S1,BTCUSDT,2023-02-16T20:25:00+00:00,-1.016048,18.1496
S1,ETHUSDT,2023-02-16T22:30:00+00:00,0.984014,19.1336
S1,BTCUSDT,2023-02-16T23:45:00+00:00,0.980827,20.1144
S1,SOLUSDT,2023-02-19T16:50:00+00:00,-1.011092,19.1033
S1,LINKUSDT,2023-02-19T17:55:00+00:00,-1.009448,18.0939
S1,XRPUSDT,2023-02-20T16:05:00+00:00,-1.015979,17.0779
S1,LINKUSDT,2023-02-23T17:50:00+00:00,-1.009929,16.068
S1,BTCUSDT,2023-03-14T18:50:00+00:00,-1.009667,15.0583
S1,LINKUSDT,2023-03-14T19:15:00+00:00,-1.010159,14.0481
S1,BTCUSDT,2023-03-14T21:05:00+00:00,0.99033,15.0385
S1,SOLUSDT,2023-03-18T16:30:00+00:00,-1.007399,14.0311
S1,XRPUSDT,2023-03-21T21:10:00+00:00,-1.006537,13.0245
S1,ETHUSDT,2023-03-24T11:45:00+00:00,-1.01225,12.0123
S1,ETHUSDT,2023-03-27T15:05:00+00:00,0.989243,13.0015
S1,LINKUSDT,2023-03-30T17:30:00+00:00,-1.014703,11.9868
S1,DOGEUSDT,2023-04-02T08:45:00+00:00,-1.008959,10.9779
S1,LINKUSDT,2023-04-02T12:35:00+00:00,-1.012099,9.9658
S1,DOGEUSDT,2023-04-02T15:00:00+00:00,-1.01146,8.9543
S1,DOGEUSDT,2023-04-03T20:30:00+00:00,-1.006336,7.948
S1,ETHUSDT,2023-04-06T05:40:00+00:00,-1.015356,6.9326
S1,SOLUSDT,2023-04-11T05:50:00+00:00,-1.013316,5.9193
S1,SOLUSDT,2023-04-12T02:15:00+00:00,-1.010943,4.9083
S1,SOLUSDT,2023-04-17T01:00:00+00:00,-1.013064,3.8953
S1,BTCUSDT,2023-04-17T11:30:00+00:00,0.974181,4.8695
S1,BTCUSDT,2023-04-18T17:55:00+00:00,-1.025946,3.8435
S1,ETHUSDT,2023-04-24T16:55:00+00:00,0.984579,4.8281
S1,ETHUSDT,2023-04-26T19:15:00+00:00,-1.016738,3.8114
S1,SOLUSDT,2023-04-26T19:15:00+00:00,-1.012994,2.7984
S1,ETHUSDT,2023-05-06T13:05:00+00:00,-1.019618,1.7787
S1,XRPUSDT,2023-05-17T06:50:00+00:00,-1.012676,0.7661
S1,XRPUSDT,2023-05-18T17:35:00+00:00,-1.013117,-0.247
S1,XRPUSDT,2023-05-18T17:55:00+00:00,0.983963,0.7369
S1,LINKUSDT,2023-05-23T07:30:00+00:00,-1.023792,-0.2869
S1,DOGEUSDT,2023-05-28T08:20:00+00:00,-1.027993,-1.3149
S1,DOGEUSDT,2023-05-28T08:20:00+00:00,-1.023958,-2.3388
S1,XRPUSDT,2023-05-30T21:25:00+00:00,-1.01163,-3.3505
